row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4
1;ldhp;;;;;0.1070741346596000000000000;-0.0366041594226123000000000;0.0002217541383303000000000;-0.0063363888089338000000000
2;ldhp2;;;;;-0.0366041594226123000000000;0.0141497406588857000000000;-0.0002319424241131000000000;0.0001947831810167000000000
3;ldhp*st;;;;;0.0002217541383303000000000;-0.0002319424241131000000000;0.0000259896548840000000000;-0.0000091253207236000000000
4;ldhp*vp;;;FE2;;-0.0063363888089338000000000;0.0001947831810167000000000;-0.0000091253207236000000000;0.0091855764311233000000000
