row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col13;Col14;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col27
1;ldhp;;;;;0.0391298431417191000000000;-0.0022407191876918000000000;-0.0000014188077362000000000;0.0015533058212787000000000;-0.0034052707409412000000000;0.0001517935678548000000000;-0.0030307030865482000000000;0.0001200443012370000000000;-0.0035194027207814000000000;-0.0014545143018560000000000;-0.0038601886117003000000000;-0.0004029186396977000000000;-0.0065911765055140000000000;-0.0069714884946807000000000;-0.0067895998409513000000000;-0.0068668767464839000000000;-0.0071227909932026000000000;-0.0074453726791210000000000;-0.0074286528482111000000000;-0.0072556856360104000000000;-0.0072948334944668000000000;-0.0075220886779218000000000;-0.0077492593121270000000000;-0.0070854806328226000000000;-0.0000225126521891000000000
2;ldhp2;;;;;-0.0022407191876918000000000;0.0009982798148752000000000;-0.0000049898730006000000000;-0.0007501677620731000000000;0.0000131117880414000000000;0.0000492335846085000000000;-0.0000929361373953000000000;0.0000191345661886000000000;-0.0000333814549163000000000;-0.0000277913445052000000000;-0.0000027554379495000000000;0.0000213329674550000000000;0.0000275145923683000000000;0.0001330545050185000000000;0.0000262674065118000000000;0.0000544752995297000000000;0.0001896661780242000000000;0.0001647777413456000000000;0.0002160574915710000000000;0.0002283210914075000000000;0.0000662632195705000000000;0.0001473828918723000000000;0.0002006576166333000000000;0.0002228523726775000000000;-0.0000000101808974000000000
3;ldhp*st;;;;;-0.0000014188077362000000000;-0.0000049898730006000000000;0.0000002646850282000000000;0.0000038172621844000000000;0.0000021091433230000000000;0.0000028748813876000000000;0.0000030422955693000000000;0.0000033650820770000000000;0.0000033832526021000000000;0.0000020892142706000000000;0.0000036136401406000000000;0.0000000460061925000000000;0.0000025179791151000000000;0.0000005666949677000000000;0.0000025319088059000000000;0.0000017104915744000000000;0.0000019042778825000000000;0.0000026463169398000000000;-0.0000011018860812000000000;0.0000027587280715000000000;0.0000007543966773000000000;0.0000001120807647000000000;0.0000020893716987000000000;0.0000025098809226000000000;0.0000000007191517000000000
4;ldhp*rdhp;;;;;0.0015533058212787000000000;-0.0007501677620731000000000;0.0000038172621844000000000;0.0008433918217718000000000;-0.0000064518087870000000000;-0.0000335885236307000000000;0.0000370312948268000000000;-0.0000328311764735000000000;0.0000207823828317000000000;0.0000002820625684000000000;0.0000009521884509000000000;-0.0000254265412084000000000;-0.0000403307352104000000000;-0.0001301777455772000000000;-0.0000583294808130000000000;-0.0000652775437086000000000;-0.0001652348151454000000000;-0.0001660886869309000000000;-0.0001637268275153000000000;-0.0002160586485192000000000;-0.0000495645765762000000000;-0.0001168794234954000000000;-0.0001923423828088000000000;-0.0002087573344124000000000;-0.0000000678195385000000000
5;ldhp*sdom;;1;;;-0.0034052707409412000000000;0.0000131117880414000000000;0.0000021091433230000000000;-0.0000064518087870000000000;0.0078271417652700000000000;0.0042163034433075000000000;0.0042194895726751000000000;0.0028514255464336000000000;0.0032045416024637000000000;0.0022694403177351000000000;0.0021303568789585000000000;-0.0008561027531970000000000;-0.0000491764909384000000000;-0.0000075251423412000000000;0.0000614803415766000000000;0.0001409219039941000000000;0.0003051360459250000000000;0.0001415159598161000000000;0.0001915690399261000000000;0.0001301789462837000000000;0.0000766915756071000000000;0.0001872131612150000000000;0.0001094723563628000000000;0.0000026068516570000000000;0.0000029711988499000000000
6;ldhp*sdom;;2EST;;;0.0001517935678548000000000;0.0000492335846085000000000;0.0000028748813876000000000;-0.0000335885236307000000000;0.0042163034433075000000000;0.0051023675954819000000000;0.0032650016667736000000000;0.0028489094819530000000000;0.0025988160648369000000000;0.0022082796360121000000000;0.0018441806705937000000000;-0.0006009724038268000000000;0.0002177387156518000000000;0.0001119133570310000000000;0.0000105066619424000000000;0.0000685816445149000000000;0.0002189945789741000000000;0.0000362944479142000000000;0.0001069414075664000000000;0.0000629139499902000000000;0.0000890247204215000000000;0.0001518705066113000000000;-0.0000662967732251000000000;-0.0000189426253008000000000;-0.0000010033269610000000000
7;ldhp*sdom;;2OUEST;;;-0.0030307030865482000000000;-0.0000929361373953000000000;0.0000030422955693000000000;0.0000370312948268000000000;0.0042194895726751000000000;0.0032650016667736000000000;0.0050560705601314000000000;0.0024612975714792000000000;0.0027265683580592000000000;0.0021242168948963000000000;0.0020696191620984000000000;-0.0005053158606307000000000;0.0001075427290643000000000;-0.0000161439433247000000000;0.0002253281737525000000000;0.0002251338009981000000000;0.0003816737381597000000000;0.0002507145034143000000000;0.0002205111546538000000000;0.0000185071374303000000000;-0.0001374864278578000000000;0.0002979466456303000000000;0.0002333276235942000000000;0.0001838279721841000000000;0.0000020134147070000000000
8;ldhp*sdom;;3EST;;;0.0001200443012370000000000;0.0000191345661886000000000;0.0000033650820770000000000;-0.0000328311764735000000000;0.0028514255464336000000000;0.0028489094819530000000000;0.0024612975714792000000000;0.0029498375822859000000000;0.0021760826462702000000000;0.0020421144193177000000000;0.0018226303089100000000000;-0.0002698264616870000000000;-0.0000277041375160000000000;-0.0000625241271918000000000;-0.0001456529834160000000000;-0.0000564066854891000000000;0.0001281609122304000000000;0.0000123587438703000000000;0.0000032616883886000000000;-0.0000420959413168000000000;-0.0000584976568679000000000;0.0000256172700474000000000;-0.0001585465531849000000000;-0.0000448683147183000000000;-0.0000014971991629000000000
9;ldhp*sdom;;3OUEST;;;-0.0035194027207814000000000;-0.0000333814549163000000000;0.0000033832526021000000000;0.0000207823828317000000000;0.0032045416024637000000000;0.0025988160648369000000000;0.0027265683580592000000000;0.0021760826462702000000000;0.0028156637554719000000000;0.0019890734005902000000000;0.0020915124894333000000000;-0.0002613516010281000000000;0.0002098182156355000000000;0.0002150573476440000000000;0.0002037232627965000000000;0.0001858802760654000000000;0.0004585465490438000000000;0.0003447191924521000000000;0.0003472105957127000000000;0.0002141942832783000000000;0.0001371764493148000000000;0.0003629179933833000000000;0.0003172246444245000000000;0.0002440062121861000000000;0.0000017230800165000000000
10;ldhp*sdom;;4EST;;;-0.0014545143018560000000000;-0.0000277913445052000000000;0.0000020892142706000000000;0.0000002820625684000000000;0.0022694403177351000000000;0.0022082796360121000000000;0.0021242168948963000000000;0.0020421144193177000000000;0.0019890734005902000000000;0.0021837417340922000000000;0.0018541156469106000000000;-0.0001056285575267000000000;0.0000110185964476000000000;0.0000041846650635000000000;0.0000138402525428000000000;0.0000075232609096000000000;-0.0000805480210557000000000;0.0000073593056977000000000;-0.0000990472900393000000000;0.0000035954542543000000000;-0.0000094748858778000000000;0.0000167517437169000000000;-0.0000118899604067000000000;0.0000326662310340000000000;-0.0000001501802696000000000
11;ldhp*sdom;;4OUEST;;;-0.0038601886117003000000000;-0.0000027554379495000000000;0.0000036136401406000000000;0.0000009521884509000000000;0.0021303568789585000000000;0.0018441806705937000000000;0.0020696191620984000000000;0.0018226303089100000000000;0.0020915124894333000000000;0.0018541156469106000000000;0.0023891541761995000000000;-0.0000040900455050000000000;0.0000633110874010000000000;0.0000826499549257000000000;0.0000471951521827000000000;-0.0000748335143310000000000;0.0001824761051874000000000;0.0001061290536131000000000;0.0001345343026157000000000;-0.0000073847102594000000000;0.0000320104547864000000000;0.0001233450975718000000000;0.0000763683282551000000000;0.0000625573911716000000000;0.0000016518822655000000000
13;ldhp*tmoy;;;;;-0.0004029186396977000000000;0.0000213329674550000000000;0.0000000460061925000000000;-0.0000254265412084000000000;-0.0008561027531970000000000;-0.0006009724038268000000000;-0.0005053158606307000000000;-0.0002698264616870000000000;-0.0002613516010281000000000;-0.0001056285575267000000000;-0.0000040900455050000000000;0.0002121992483113000000000;-0.0000176379087747000000000;-0.0000203566455395000000000;0.0000098643521068000000000;0.0000189971012502000000000;-0.0000119877857385000000000;0.0000563272024077000000000;0.0000326356542721000000000;0.0000321679350733000000000;0.0000168494319525000000000;0.0000264827827985000000000;0.0000513254524575000000000;0.0000747882498500000000000;-0.0000001285431603000000000
14;ldhp*vp;;;FE3;;-0.0065911765055140000000000;0.0000275145923683000000000;0.0000025179791151000000000;-0.0000403307352104000000000;-0.0000491764909384000000000;0.0002177387156518000000000;0.0001075427290643000000000;-0.0000277041375160000000000;0.0002098182156355000000000;0.0000110185964476000000000;0.0000633110874010000000000;-0.0000176379087747000000000;0.0083725857333629000000000;0.0059622082712049000000000;0.0059593564922561000000000;0.0059423499912134000000000;0.0059909482768523000000000;0.0059781738877227000000000;0.0059519479504302000000000;0.0059711027788021000000000;0.0059316654398679000000000;0.0059623461162710000000000;0.0059906962130437000000000;0.0059629868763868000000000;0.0000004854498462000000000
15;ldhp*vp;;;MF1;;-0.0069714884946807000000000;0.0001330545050185000000000;0.0000005666949677000000000;-0.0001301777455772000000000;-0.0000075251423412000000000;0.0001119133570310000000000;-0.0000161439433247000000000;-0.0000625241271918000000000;0.0002150573476440000000000;0.0000041846650635000000000;0.0000826499549257000000000;-0.0000203566455395000000000;0.0059622082712049000000000;0.0092705678691761000000000;0.0059405700762225000000000;0.0059140255966562000000000;0.0059820565804641000000000;0.0059598879663427000000000;0.0059611812247446000000000;0.0059679703321905000000000;0.0059421426689296000000000;0.0059572859198040000000000;0.0059860610134171000000000;0.0059456290624001000000000;0.0000007187809798000000000
16;ldhp*vp;;;MJ1;;-0.0067895998409513000000000;0.0000262674065118000000000;0.0000025319088059000000000;-0.0000583294808130000000000;0.0000614803415766000000000;0.0000105066619424000000000;0.0002253281737525000000000;-0.0001456529834160000000000;0.0002037232627965000000000;0.0000138402525428000000000;0.0000471951521827000000000;0.0000098643521068000000000;0.0059593564922561000000000;0.0059405700762225000000000;0.0076349058052816000000000;0.0059877628797536000000000;0.0060103517745326000000000;0.0060296977579897000000000;0.0059758957319527000000000;0.0060027340215705000000000;0.0059094568417291000000000;0.0059881576014066000000000;0.0060606360633089000000000;0.0060279931949424000000000;0.0000006081339800000000000
17;ldhp*vp;;;MJ2;;-0.0068668767464839000000000;0.0000544752995297000000000;0.0000017104915744000000000;-0.0000652775437086000000000;0.0001409219039941000000000;0.0000685816445149000000000;0.0002251338009981000000000;-0.0000564066854891000000000;0.0001858802760654000000000;0.0000075232609096000000000;-0.0000748335143310000000000;0.0000189971012502000000000;0.0059423499912134000000000;0.0059140255966562000000000;0.0059877628797536000000000;0.0066365506523138000000000;0.0060111736544036000000000;0.0060675741408717000000000;0.0060060560437489000000000;0.0060405926683946000000000;0.0059482546940618000000000;0.0060312163927564000000000;0.0060733541747078000000000;0.0060519860958458000000000;0.0000005901019607000000000
18;ldhp*vp;;;MS1;;-0.0071227909932026000000000;0.0001896661780242000000000;0.0000019042778825000000000;-0.0001652348151454000000000;0.0003051360459250000000000;0.0002189945789741000000000;0.0003816737381597000000000;0.0001281609122304000000000;0.0004585465490438000000000;-0.0000805480210557000000000;0.0001824761051874000000000;-0.0000119877857385000000000;0.0059909482768523000000000;0.0059820565804641000000000;0.0060103517745326000000000;0.0060111736544036000000000;0.0077431500017609000000000;0.0061602628835017000000000;0.0061922292919266000000000;0.0060704808051960000000000;0.0059256810713429000000000;0.0061156509732387000000000;0.0061455400291139000000000;0.0061176625095734000000000;0.0000004210051535000000000
19;ldhp*vp;;;MS2;;-0.0074453726791210000000000;0.0001647777413456000000000;0.0000026463169398000000000;-0.0001660886869309000000000;0.0001415159598161000000000;0.0000362944479142000000000;0.0002507145034143000000000;0.0000123587438703000000000;0.0003447191924521000000000;0.0000073593056977000000000;0.0001061290536131000000000;0.0000563272024077000000000;0.0059781738877227000000000;0.0059598879663427000000000;0.0060296977579897000000000;0.0060675741408717000000000;0.0061602628835017000000000;0.0088660756658383000000000;0.0061242431023411000000000;0.0061094693598617000000000;0.0059605230390260000000000;0.0061058322858771000000000;0.0061682570872901000000000;0.0061466331391630000000000;0.0000006363396123000000000
20;ldhp*vp;;;RC3;;-0.0074286528482111000000000;0.0002160574915710000000000;-0.0000011018860812000000000;-0.0001637268275153000000000;0.0001915690399261000000000;0.0001069414075664000000000;0.0002205111546538000000000;0.0000032616883886000000000;0.0003472105957127000000000;-0.0000990472900393000000000;0.0001345343026157000000000;0.0000326356542721000000000;0.0059519479504302000000000;0.0059611812247446000000000;0.0059758957319527000000000;0.0060060560437489000000000;0.0061922292919266000000000;0.0061242431023411000000000;0.0064647790698362000000000;0.0060420136615731000000000;0.0059477477281501000000000;0.0061133165719562000000000;0.0061174041391327000000000;0.0060833406137802000000000;0.0000006738941059000000000
21;ldhp*vp;;;RE3;;-0.0072556856360104000000000;0.0002283210914075000000000;0.0000027587280715000000000;-0.0002160586485192000000000;0.0001301789462837000000000;0.0000629139499902000000000;0.0000185071374303000000000;-0.0000420959413168000000000;0.0002141942832783000000000;0.0000035954542543000000000;-0.0000073847102594000000000;0.0000321679350733000000000;0.0059711027788021000000000;0.0059679703321905000000000;0.0060027340215705000000000;0.0060405926683946000000000;0.0060704808051960000000000;0.0061094693598617000000000;0.0060420136615731000000000;0.0136746555851170000000000;0.0059756986394141000000000;0.0060458158350835000000000;0.0061194585183135000000000;0.0061040141120641000000000;0.0000005074597408000000000
22;ldhp*vp;;;RP1;;-0.0072948334944668000000000;0.0000662632195705000000000;0.0000007543966773000000000;-0.0000495645765762000000000;0.0000766915756071000000000;0.0000890247204215000000000;-0.0001374864278578000000000;-0.0000584976568679000000000;0.0001371764493148000000000;-0.0000094748858778000000000;0.0000320104547864000000000;0.0000168494319525000000000;0.0059316654398679000000000;0.0059421426689296000000000;0.0059094568417291000000000;0.0059482546940618000000000;0.0059256810713429000000000;0.0059605230390260000000000;0.0059477477281501000000000;0.0059756986394141000000000;0.0123762679849242000000000;0.0059650308789845000000000;0.0059636362039158000000000;0.0059275173769747000000000;0.0000010611933683000000000
