ESSENCE,DHP,GROUPE,DER,ScF1,ScF2,ScF3,ScF4,PATE,CARIE,NU,BM,AUTRE
CHG,86,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,88,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,90,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,92,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,94,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,96,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,98,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,100,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,102,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,104,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,106,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,108,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,110,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,112,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,114,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,116,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,118,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,120,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,122,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,124,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,126,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,128,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,130,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,132,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,134,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,136,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,138,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,140,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,142,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,144,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,146,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,148,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,150,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,152,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,154,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,156,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,158,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHG,160,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,10,Tous FD 10-22 ,0,0,0,0,0,57,1,42,0,0
CHR,12,Tous FD 10-22 ,0,0,0,0,0,75,1,24,0,0
CHR,14,Tous FD 10-22 ,0,0,0,0,0,79,1,18,2,0
CHR,16,Tous FD 10-22 ,0,0,0,0,0,79,1,15,5,0
CHR,18,Tous FD 10-22 ,0,0,0,0,0,79,1,13,7,0
CHR,20,Tous FD 10-22 ,0,0,0,0,0,79,1,12,8,0
CHR,22,Tous FD 10-22 ,0,0,0,0,0,79,1,12,8,0
CHR,24,CHE 24 - 32  ,0,0.1897832,12.77874,34.03445,6.705673,20.29136,2,12,12,0
CHR,26,CHE 24 - 32  ,0,0.3844765,13.0722,33.06498,6.536101,20.94224,2,12,12,0
CHR,28,CHE 24 - 32  ,0,0.5842731,13.37336,32.0701,6.362085,21.61018,2,12,12,0
CHR,30,CHE 24 - 32  ,0,0.7893761,13.68252,31.0488,6.183446,22.29586,2,12,12,0
CHR,32,CHE 24 - 32  ,0,1,14,30,6,22,3,12,12,0
CHR,34,CHE 34 +  ,0,1.678223,14.23133,28.73117,5.773086,22.5862,3,12,12,0
CHR,36,CHE 34 +  ,0,2.365916,14.46588,27.44462,5.543002,23.18058,3,12,12,0
CHR,38,CHE 34 +  ,0,3.063279,14.70374,26.13998,5.309684,23.78332,3,12,12,0
CHR,40,CHE 34 +  ,6.259497,3.278784,12.99591,21.58036,4.411455,25.47399,3,11,12,0
CHR,42,CHE 34 +  ,6.3,3.9,13.2,20.4,4.2,25,4,11,12,0
CHR,44,CHE 34 +  ,6.34103,4.529307,13.40675,19.20426,3.98579,25.53286,4,11,12,0
CHR,46,CHE 34 +  ,6.382598,5.166865,13.61621,17.99285,3.768772,26.07271,4,11,12,0
CHR,48,CHE 34 +  ,6.424715,5.812838,13.82843,16.76545,3.54889,25.61968,5,11,12,0
CHR,50,CHE 34 +  ,6.467391,6.467391,14.04348,15.52174,3.326087,26.17391,5,11,12,0
CHR,52,CHE 34 +  ,6.541457,7.164453,14.32891,14.32891,3.114979,26.5213,5,11,12,0
CHR,54,CHE 34 +  ,6.617238,7.877665,14.62094,13.10843,2.898981,25.87674,6,11,12,0
CHR,56,CHE 34 +  ,6.694796,8.607594,14.91983,11.85935,2.677918,26.24051,6,11,12,0
CHR,58,CHE 34 +  ,6.774194,9.354838,15.22581,10.58065,2.451613,25.6129,7,11,12,0
CHR,60,CHE 34 +  ,6.956313,10.26884,15.76764,9.407585,2.25252,26.3471,7,10,12,0
CHR,62,CHE 34 +  ,7.040816,11.06414,16.09329,8.046647,2.011662,26.74344,7,10,12,0
CHR,64,CHE 34 +  ,7.030568,11.04803,16.06987,8.034934,2.008734,25.80786,8,10,12,0
CHR,66,CHE 34 +  ,7.030568,11.04803,16.06987,8.034934,2.008734,25.80786,8,10,12,0
CHR,68,CHE 34 +  ,7.010159,11.01597,16.02322,8.011611,2.002903,24.93614,9,10,12,0
CHR,70,CHE 34 +  ,7.010159,11.01597,16.02322,8.011611,2.002903,24.93614,9,10,12,0
CHR,72,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,74,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,76,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,78,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,80,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,82,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,84,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,86,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,88,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,90,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,92,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,94,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,96,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,98,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,100,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,102,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,104,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,106,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,108,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,110,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,112,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,114,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,116,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,118,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,120,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,122,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,124,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,126,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,128,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,130,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,132,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,134,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,136,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,138,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,140,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,142,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,144,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,146,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,148,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,150,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,152,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,154,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,156,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,158,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
CHR,160,CHE 34 +  ,7,11,16,8,2,24,10,10,12,0
EPB,10,SEPM  ,0,0,0,0,0,69,4,27,0,0
EPB,12,SEPM  ,0,0,0,0,0,83,4,13,0,0
EPB,14,SEPM  ,0,0,0,3,0,86,4,7,0,0
EPB,16,SEPM  ,0,0,0,38,0,54,4,4,0,0
EPB,18,SEPM  ,0,0,0,57,0,36,4,3,0,0
EPB,20,SEPM  ,0,0,0,68,0,25,4,3,0,0
EPB,22,SEPM  ,0,0,0,76,0,18,4,2,0,0
EPB,24,SEPM  ,0,0,0,81,0,13,4,2,0,0
EPB,26,SEPM  ,0,0,0,85,0,9,4,2,0,0
EPB,28,SEPM  ,0,0,0,86,0,8,4,2,0,0
EPB,30,SEPM  ,0,0,0,88,0,6,4,2,0,0
EPB,32,SEPM  ,0,0,0,90,0,4,4,2,0,0
EPB,34,SEPM  ,0,0,0,92,0,3,4,1,0,0
EPB,36,SEPM  ,0,0,0,93,0,2,4,1,0,0
EPB,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
EPB,40,SEPM  ,0,0,0,94,0,1,4,1,0,0
EPB,42,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,44,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,46,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,48,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,50,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,52,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,54,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,56,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,58,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,60,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,62,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,64,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,66,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,68,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,70,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,72,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,74,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,76,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,78,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,80,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,82,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,84,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,86,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,88,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,90,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,92,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,94,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,96,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,98,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,100,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,102,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,104,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,106,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,108,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,110,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,112,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,114,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,116,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,118,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,120,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,122,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,124,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,126,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,128,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,130,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,132,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,134,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,136,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,138,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,140,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,142,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,144,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,146,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,148,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,150,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,152,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,154,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,156,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,158,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPB,160,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPN,10,SEPM  ,0,0,0,0,0,67,2,31,0,0
EPN,12,SEPM  ,0,0,0,0,0,85,2,13,0,0
EPN,14,SEPM  ,0,0,0,3,0,88,2,7,0,0
EPN,16,SEPM  ,0,0,0,38,0,55,2,5,0,0
EPN,18,SEPM  ,0,0,0,58,0,37,2,3,0,0
EPN,20,SEPM  ,0,0,0,69,0,26,2,3,0,0
EPN,22,SEPM  ,0,0,0,78,0,18,2,2,0,0
EPN,24,SEPM  ,0,0,0,83,0,13,2,2,0,0
EPN,26,SEPM  ,0,0,0,86,0,10,2,2,0,0
EPN,28,SEPM  ,0,0,0,88,0,8,2,2,0,0
EPN,30,SEPM  ,0,0,0,90,0,6,2,2,0,0
EPN,32,SEPM  ,0,0,0,92,0,4,2,2,0,0
EPN,34,SEPM  ,0,0,0,94,0,3,2,1,0,0
EPN,36,SEPM  ,0,0,0,95,0,2,2,1,0,0
EPN,38,SEPM  ,0,0,0,96,0,1,2,1,0,0
EPN,40,SEPM  ,0,0,0,96,0,1,2,1,0,0
EPN,42,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,44,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,46,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,48,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,50,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,52,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,54,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,56,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,58,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,60,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,62,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,64,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,66,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,68,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,70,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,72,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,74,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,76,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,78,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,80,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,82,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,84,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,86,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,88,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,90,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,92,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,94,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,96,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,98,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,100,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,102,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,104,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,106,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,108,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,110,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,112,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,114,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,116,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,118,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,120,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,122,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,124,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,126,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,128,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,130,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,132,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,134,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,136,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,138,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,140,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,142,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,144,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,146,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,148,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,150,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,152,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,154,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,156,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,158,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPN,160,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPO,10,SEPM  ,0,0,0,0,0,69,4,27,0,0
EPO,12,SEPM  ,0,0,0,0,0,83,4,13,0,0
EPO,14,SEPM  ,0,0,0,3,0,86,4,7,0,0
EPO,16,SEPM  ,0,0,0,38,0,54,4,4,0,0
EPO,18,SEPM  ,0,0,0,57,0,36,4,3,0,0
EPO,20,SEPM  ,0,0,0,68,0,25,4,3,0,0
EPO,22,SEPM  ,0,0,0,76,0,18,4,2,0,0
EPO,24,SEPM  ,0,0,0,81,0,13,4,2,0,0
EPO,26,SEPM  ,0,0,0,85,0,9,4,2,0,0
EPO,28,SEPM  ,0,0,0,86,0,8,4,2,0,0
EPO,30,SEPM  ,0,0,0,88,0,6,4,2,0,0
EPO,32,SEPM  ,0,0,0,90,0,4,4,2,0,0
EPO,34,SEPM  ,0,0,0,92,0,3,4,1,0,0
EPO,36,SEPM  ,0,0,0,93,0,2,4,1,0,0
EPO,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
EPO,40,SEPM  ,0,0,0,94,0,1,4,1,0,0
EPO,42,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,44,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,46,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,48,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,50,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,52,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,54,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,56,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,58,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,60,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,62,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,64,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,66,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,68,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,70,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,72,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,74,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,76,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,78,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,80,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,82,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,84,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,86,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,88,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,90,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,92,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,94,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,96,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,98,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,100,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,102,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,104,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,106,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,108,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,110,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,112,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,114,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,116,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,118,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,120,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,122,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,124,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,126,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,128,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,130,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,132,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,134,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,136,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,138,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,140,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,142,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,144,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,146,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,148,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,150,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,152,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,154,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,156,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,158,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPO,160,SEPM  ,0,0,0,95,0,0,4,1,0,0
EPR,10,SEPM  ,0,0,0,0,0,67,2,31,0,0
EPR,12,SEPM  ,0,0,0,0,0,85,2,13,0,0
EPR,14,SEPM  ,0,0,0,3,0,88,2,7,0,0
EPR,16,SEPM  ,0,0,0,38,0,55,2,5,0,0
EPR,18,SEPM  ,0,0,0,58,0,37,2,3,0,0
EPR,20,SEPM  ,0,0,0,69,0,26,2,3,0,0
EPR,22,SEPM  ,0,0,0,78,0,18,2,2,0,0
EPR,24,SEPM  ,0,0,0,83,0,13,2,2,0,0
EPR,26,SEPM  ,0,0,0,86,0,10,2,2,0,0
EPR,28,SEPM  ,0,0,0,88,0,8,2,2,0,0
EPR,30,SEPM  ,0,0,0,90,0,6,2,2,0,0
EPR,32,SEPM  ,0,0,0,92,0,4,2,2,0,0
EPR,34,SEPM  ,0,0,0,94,0,3,2,1,0,0
EPR,36,SEPM  ,0,0,0,95,0,2,2,1,0,0
EPR,38,SEPM  ,0,0,0,96,0,1,2,1,0,0
EPR,40,SEPM  ,0,0,0,96,0,1,2,1,0,0
EPR,42,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,44,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,46,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,48,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,50,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,52,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,54,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,56,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,58,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,60,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,62,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,64,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,66,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,68,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,70,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,72,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,74,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,76,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,78,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,80,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,82,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,84,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,86,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,88,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,90,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,92,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,94,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,96,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,98,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,100,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,102,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,104,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,106,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,108,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,110,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,112,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,114,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,116,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,118,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,120,SEPM  ,0,0,0,97,0,0,2,1,0,0
EPR,122,SEPM  ,0,0,0,97,0,0,2,1,0,0
