ESSENCE,DHP,GROUPE,DER,ScF1,ScF2,ScF3,ScF4,PATE,CARIE,NU,BM,AUTRE
FRP,96,AUF 24 +  ,0.006433744,0.003084153,0.3226503,1.914691,0.4729961,52.28014,25,5,15,0
FRP,98,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,100,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,102,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,104,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,106,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,108,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,110,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,112,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,114,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,116,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,118,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,120,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,122,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,124,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,126,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,128,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,130,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,132,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,134,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,136,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,138,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,140,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,142,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,144,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,146,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,148,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,150,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,152,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,154,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,156,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,158,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
FRP,160,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
HEG,10,Tous FD 10-22 ,0,0,0,0,0,61,2,37,0,0
HEG,12,Tous FD 10-22 ,0,0,0,0,0,79,2,19,0,0
HEG,14,Tous FD 10-22 ,0,0,0,0,0,83,2,13,2,0
HEG,16,Tous FD 10-22 ,0,0,0,0,0,83,2,10,5,0
HEG,18,Tous FD 10-22 ,0,0,0,0,0,83,2,8,7,0
HEG,20,Tous FD 10-22 ,0,0,0,0,0,83,2,7,8,0
HEG,22,Tous FD 10-22 ,0,0,0,0,0,83,2,7,8,0
HEG,24,HEG 24 +  ,0,0,1.695218,17.97156,5.114373,52.21885,3,7,13,0
HEG,26,HEG 24 +  ,0,0,1.753926,15.73056,3.850889,54.66462,4,7,13,0
HEG,28,HEG 24 +  ,0,0,1.848854,14.03663,2.939182,56.17533,5,7,13,0
HEG,30,HEG 24 +  ,0,0,1.993564,12.82169,2.284989,56.89976,6,7,13,0
HEG,32,HEG 24 +  ,0,0,2.186456,11.92395,1.800715,58.08887,6,7,13,0
HEG,34,HEG 24 +  ,0,0,2.428466,11.24294,1.433396,60.8952,7,5,12,0
HEG,36,HEG 24 +  ,0,0.3133519,2.665854,10.4921,1.152524,61.37617,7,5,12,0
HEG,38,HEG 24 +  ,0,0.3128078,3.018562,10.11655,0.932691,61.61939,7,5,12,0
HEG,40,HEG 24 +  ,0,0.3155927,3.433577,9.818471,0.7580544,58.6743,8,6,13,0
HEG,42,HEG 24 +  ,0,0.3208495,3.910272,9.562512,0.6171391,58.58923,8,6,13,0
HEG,44,HEG 24 +  ,0,0.329273,4.464526,9.361973,0.5042946,58.33993,8,6,13,0
HEG,46,HEG 24 +  ,0,0.3423659,5.127754,9.248525,0.4153111,57.86604,8,6,13,0
HEG,48,HEG 24 +  ,0,0.3601696,5.91542,9.208454,0.3443961,57.17156,8,6,13,0
HEG,50,HEG 24 +  ,0,0.3820994,6.831084,9.213647,0.2867813,56.28639,8,6,13,0
HEG,52,HEG 24 +  ,0,0.3560686,6.365711,8.58596,0.2672442,57.42501,8,6,13,0
HEG,54,HEG 24 +  ,0,0.3334425,5.961206,8.040371,0.2502623,58.41472,8,6,13,0
HEG,56,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,59.28709,8,6,13,0
HEG,58,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,59.28709,8,6,13,0
HEG,60,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,62,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,64,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,66,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,68,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,70,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,72,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,74,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,76,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,78,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,80,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,82,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,84,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,86,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,88,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,90,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,92,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,94,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,96,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,98,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,100,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,102,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,104,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,106,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,108,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,110,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,112,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,114,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,116,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,118,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,120,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,122,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,124,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,126,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,128,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,130,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,132,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,134,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,136,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,138,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,140,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,142,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,144,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,146,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,148,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,150,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,152,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,154,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,156,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,158,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
HEG,160,HEG 24 +  ,0,0.3134986,5.604653,7.559459,0.2352936,60.28709,8,5,13,0
MEH,10,SEPM  ,0,0,0,0,0,67,4,29,0,0
MEH,12,SEPM  ,0,0,0,0,0,84,4,12,0,0
MEH,14,SEPM  ,0,0,0,20,0,69,4,7,0,0
MEH,16,SEPM  ,0,0,0,48,0,44,4,4,0,0
MEH,18,SEPM  ,0,0,0,64,0,29,4,3,0,0
MEH,20,SEPM  ,0,0,0,73,0,20,4,3,0,0
MEH,22,SEPM  ,0,0,0,80,0,14,4,2,0,0
MEH,24,SEPM  ,0,0,0,84,0,10,4,2,0,0
MEH,26,SEPM  ,0,0,0,86,0,8,4,2,0,0
MEH,28,SEPM  ,0,0,0,89,0,5,4,2,0,0
MEH,30,SEPM  ,0,0,0,90,0,4,4,2,0,0
MEH,32,SEPM  ,0,0,0,91,0,3,4,2,0,0
MEH,34,SEPM  ,0,0,0,93,0,2,4,1,0,0
MEH,36,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEH,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEH,40,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,42,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,44,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,46,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,48,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,50,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,52,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,54,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,56,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,58,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,60,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,62,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,64,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,66,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,68,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,70,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,72,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,74,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,76,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,78,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,80,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,82,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,84,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,86,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,88,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,90,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,92,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,94,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,96,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,98,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,100,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,102,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,104,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,106,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,108,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,110,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,112,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,114,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,116,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,118,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,120,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,122,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,124,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,126,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,128,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,130,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,132,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,134,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,136,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,138,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,140,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,142,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,144,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,146,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,148,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,150,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,152,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,154,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,156,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,158,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEH,160,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,10,SEPM  ,0,0,0,0,0,67,4,29,0,0
MEJ,12,SEPM  ,0,0,0,0,0,84,4,12,0,0
MEJ,14,SEPM  ,0,0,0,20,0,69,4,7,0,0
MEJ,16,SEPM  ,0,0,0,48,0,44,4,4,0,0
MEJ,18,SEPM  ,0,0,0,64,0,29,4,3,0,0
MEJ,20,SEPM  ,0,0,0,73,0,20,4,3,0,0
MEJ,22,SEPM  ,0,0,0,80,0,14,4,2,0,0
MEJ,24,SEPM  ,0,0,0,84,0,10,4,2,0,0
MEJ,26,SEPM  ,0,0,0,86,0,8,4,2,0,0
MEJ,28,SEPM  ,0,0,0,89,0,5,4,2,0,0
MEJ,30,SEPM  ,0,0,0,90,0,4,4,2,0,0
MEJ,32,SEPM  ,0,0,0,91,0,3,4,2,0,0
MEJ,34,SEPM  ,0,0,0,93,0,2,4,1,0,0
MEJ,36,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEJ,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEJ,40,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,42,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,44,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,46,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,48,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,50,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,52,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,54,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,56,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,58,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,60,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,62,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,64,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,66,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,68,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,70,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,72,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,74,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,76,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,78,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,80,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,82,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,84,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,86,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,88,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,90,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,92,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,94,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,96,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,98,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,100,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,102,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,104,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,106,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,108,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,110,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,112,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,114,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,116,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,118,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,120,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,122,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,124,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,126,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,128,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,130,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,132,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,134,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,136,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,138,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,140,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,142,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,144,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,146,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,148,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,150,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,152,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,154,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,156,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,158,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEJ,160,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,10,SEPM  ,0,0,0,0,0,67,4,29,0,0
MEL,12,SEPM  ,0,0,0,0,0,84,4,12,0,0
MEL,14,SEPM  ,0,0,0,20,0,69,4,7,0,0
MEL,16,SEPM  ,0,0,0,48,0,44,4,4,0,0
MEL,18,SEPM  ,0,0,0,64,0,29,4,3,0,0
MEL,20,SEPM  ,0,0,0,73,0,20,4,3,0,0
MEL,22,SEPM  ,0,0,0,80,0,14,4,2,0,0
MEL,24,SEPM  ,0,0,0,84,0,10,4,2,0,0
MEL,26,SEPM  ,0,0,0,86,0,8,4,2,0,0
MEL,28,SEPM  ,0,0,0,89,0,5,4,2,0,0
MEL,30,SEPM  ,0,0,0,90,0,4,4,2,0,0
MEL,32,SEPM  ,0,0,0,91,0,3,4,2,0,0
MEL,34,SEPM  ,0,0,0,93,0,2,4,1,0,0
MEL,36,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEL,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEL,40,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,42,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,44,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,46,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,48,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,50,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,52,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,54,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,56,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,58,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,60,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,62,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,64,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,66,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,68,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,70,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,72,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,74,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,76,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,78,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,80,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,82,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,84,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,86,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,88,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,90,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,92,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,94,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,96,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,98,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,100,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,102,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,104,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,106,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,108,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,110,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,112,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,114,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,116,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,118,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,120,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,122,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,124,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,126,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,128,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,130,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,132,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,134,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,136,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,138,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,140,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,142,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,144,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,146,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,148,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,150,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,152,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,154,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,156,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,158,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEL,160,SEPM  ,0,0,0,95,0,0,4,1,0,0
MEU,10,SEPM  ,0,0,0,0,0,67,4,29,0,0
MEU,12,SEPM  ,0,0,0,0,0,84,4,12,0,0
MEU,14,SEPM  ,0,0,0,20,0,69,4,7,0,0
MEU,16,SEPM  ,0,0,0,48,0,44,4,4,0,0
MEU,18,SEPM  ,0,0,0,64,0,29,4,3,0,0
MEU,20,SEPM  ,0,0,0,73,0,20,4,3,0,0
MEU,22,SEPM  ,0,0,0,80,0,14,4,2,0,0
MEU,24,SEPM  ,0,0,0,84,0,10,4,2,0,0
MEU,26,SEPM  ,0,0,0,86,0,8,4,2,0,0
MEU,28,SEPM  ,0,0,0,89,0,5,4,2,0,0
MEU,30,SEPM  ,0,0,0,90,0,4,4,2,0,0
MEU,32,SEPM  ,0,0,0,91,0,3,4,2,0,0
MEU,34,SEPM  ,0,0,0,93,0,2,4,1,0,0
MEU,36,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEU,38,SEPM  ,0,0,0,94,0,1,4,1,0,0
MEU,40,SEPM  ,0,0,0,95,0,0,4,1,0,0
