estimate;effect;pert;sdom;vp;milieu;StdErr;DF;tValue;Probt
1.314128253;ldhp;;;;;0.441877794;264.4786352;2.973963095;0.00321121
0.980669746;ldhp2;;;;;0.141938676;270.4873639;6.90910872;3.48864E-11
0.041901409;ldhp*st;;;;;0.006233187;326.1529708;6.722309054;8.00391E-11
-0.123808305;ldhp*milieu;;;;0;0.254462739;105.2211959;-0.486547877;0.627590664
0.436885398;ldhp*milieu;;;;2;0.224607605;99.99125129;1.945105098;0.054571006
-0.001324696;ldhp*is;;;;;0.000473813;298.1941728;-2.795819017;0.005512876
