"sp","parmEst"
1,-1.9151593108136
1,0.00177389820700597
1,-0.109882253988134
1,0.187685979039793
2,-0.203186177295894
2,0.0714447950747621
2,0.0012575904485021
2,0.0433178302524927
2,-0.0558572486712662
2,0.0156003730790558
3,-28.7803501609152
3,0.117430607347665
3,-0.00416691848468416
3,4.67764015515219
3,0.000543114511276327
3,-0.532135152543233
3,-0.313877006424999
3,-0.554762748862664
3,-0.0943266564094396
3,0.000764136713101849
3,0.0792596660417016
3,0.0294102618809576
3,-2.31032537654091
3,-0.504273231867363
3,-0.508320993415863
3,-0.00693762969056337
4,1.26731631498254
4,-0.102195000359459
5,-0.95325772073236
5,0.148796792667138
5,-0.0498992888815045
6,4.50961175035967
6,0.0774661888154854
6,0.0977137531843293
6,-0.0123822715159977
6,-0.0371827550669532
6,-0.710159833448257
6,0.000342839834519632
6,0.125467577164259
7,-5.15054532603759
7,0.106120656126181
7,0.673887253174354
7,0.000749065542748356
7,-0.126757539099777
7,0.00133758076307763
7,0.0323143310797762
7,-1.13279770861542
7,-0.658275570912518
7,-1.0265254003187
7,0.00562994564937942
8,-1.42965933668652
8,0.00190382653802907
8,-0.0242650824462462
8,-0.111760540643031
8,0.000597927725582403
8,0.0938340121054159
8,0.0277426668519899
9,3.48464779075142
9,-0.00343220867975619
9,1.29960506470423
10,-1.61392237147076
10,0.142161918332246
10,-0.0262649171320785
10,0.660236234729022
11,-1.92138346830176
11,0.0948973313317773
11,0.0130050806751736
11,-0.00712864738739195
11,-0.0608723750075321
11,0.000567603618157837
11,0.0253116610898691
12,-75.0489705375555
12,0.0650821333780913
12,-0.0106332056106593
12,12.4597085863629
12,-0.0659437348919017
12,0.0004881378021908
12,0.016598822532196
13,0.848596713251721
13,-0.0621507233595811
14,-2.16607582418624
14,0.00154218667439775
14,-0.0616701022133866
14,-0.0193542025515834
14,0.0818049508776369
15,-0.850406997410975
15,-0.0255429091348038
15,-0.000507580337352293
15,0.0683086687943118
15,0.04361746300142
16,-8.56110815211151
16,1.33314018439727
16,-0.0985250110862962
16,0.216008692314844
17,0.0572157513485229
17,-0.0457203994075941
18,-1.29947174032311
18,0.137088709660881
18,-0.0463551429167259
18,0.25510699568617
19,6.21335645314441
19,0.0986304420477346
19,-0.0299151142085982
19,-0.0934842019224715
19,0.102506877145675
20,1.30739818652885
20,0.0539306481112547
20,-0.107702400021638
20,0.0882706148547342
21,0.486702101380482
21,-0.079830662256349
21,0.0947268490695494
21,0.0244188196898583
22,3.54360625168281
22,0.0883947471396158
22,-0.00435241065684021
22,-0.0365620142563555
23,-1.43973342616928
23,0.055806035316764
23,0.00223626932763183
23,0.139506595409901
23,-0.906930882116094
23,-1.34523908593308
23,-0.399593924251103
23,0.00260633375123057
23,0.137496844710495
24,2.44106874888286
24,-0.285554958163033
24,0.290189893429716
25,0.523499852472463
25,0.082980509083974
25,-0.0744330486508651
25,0.188345378912161
25,-0.0112095378428554
26,-1.68864435103472
26,0.188916802288414
27,-25.993673559893
27,0.0602564769899552
27,-0.000771158601083681
27,2.39113817836466
27,-0.000234451529757393
27,1.26219081258592
27,0.0162656673210006
27,0.0479341304425234
27,-0.261679291634586
27,-0.1467328161948
27,-0.401025627513149
27,-0.0671432347639916
27,0.121349139370678
27,0.000368576872928531
27,0.0345807685762144
27,-0.387141430879213
27,-0.596844061177881
27,-0.628204748880238
27,-0.786307997008036
27,0.14265437455375
27,0.123940942975749
27,0.0309098243403035
28,-0.122518113270992
28,0.755004920765778
28,1.28603475464722
28,-0.0923207497858282
28,0.205794313146206
29,-0.176708684530831
29,-0.079048829047224
29,1.70962386286412
30,2.34182800440615
30,-0.00181346948378601
30,-0.0821993736007438
30,0.000858668867905513
31,0.945463141751657
31,-0.0861970759405025
31,0.0813005894843617
32,0.305622861093431
32,0.0936828431216192
32,-0.343845596055506
32,-0.0314034551940823
32,0.0573782339041821
33,-1.93926993863267
33,0.22975889686599
33,-0.0717610137150306
