ModelID;ParameterEstimate
1;-12.147742248673
1;-15.625650415071
1;-10.686117246764
1;-11.379005030626
1;5.1882850140895
1;2.64202916853434
1;1.34191880559716
1;-0.2190211432677
1;-1.1316601088193
1;2.61725800634111
1;0.41534352350986
1;0.46302270082803
1;0.40172517881823
1;0.41101950654256
1;-0.1502959296538
1;-0.0933339739928
1;-0.12147896904
1;-0.0935664468942
1;0.02504202451047
1;-0.0181390809591
1;-0.0038125906882
1;-0.0036118541061
1;0.00091489845761
1;0.00109888242149
1;0.00012666844661
2;-16.18322539989
2;-15.05040034069
2;-11.900825415123
2;-11.03421200933
2;3.48612905819118
2;3.93450736208115
2;-0.0089551472743
2;0.11556907377954
2;2.59590079584599
2;1.93995048802408
2;-1.9855588275833
2;0
2;-2.3015078273238
2;0
2;-1.6484421677141
2;0
2;-0.7523625167947
2;0
2;1.140649537874
2;0
2;2.12630901757116
2;0
2;-0.5764887522168
2;0
2;1.61396792117813
2;0
2;1.23769911498966
2;0
2;-2.9286152704029
2;0
2;0.45651831391603
2;0.48017093782002
2;0.44933332591599
2;0.43539457839546
2;-0.1560256964089
2;-0.1158295103996
2;-0.1198807965098
2;-0.0979439092734
2;0.00938027398674
2;-0.0188293753166
2;-0.0040094844866
2;-0.0038873196522
2;0.0010428826656
2;0.00111221431564
2;0.00017933038323
3;-12.208264836888
3;-13.001274333707
3;-14.208235944378
3;-15.753101774526
3;-11.521955277751
3;-11.000923137508
3;-11.8329133254
3;-13.410626181672
3;1.71101059557527
3;2.12697315600821
3;2.34009688203996
3;1.27666763963945
3;0.29976773131876
3;0.28249554194543
3;0.04358646930766
3;-0.0291527506721
3;2.4199669129253
3;2.17052694920142
3;2.44581687097597
3;3.45999016861583
3;4.25338449612686
3;0
3;0.71308369276808
3;0
3;2.25597354352794
3;0
3;1.59327066942933
3;0
3;-3.653506011939
3;0
3;0.29842767681759
3;0.37083738121355
3;0.40968262948329
3;0.42667305312453
3;-0.1167079556389
3;-0.0623050335715
3;-0.1360762647433
3;-0.1063899067521
3;0.02722243538593
3;-0.0169967479767
3;-0.0026095398159
3;-0.003501870364
3;0.00068042096005
3;0.00123449277189
3;0.00003282071955
4;-17.012397662881
4;-18.364776609592
4;-16.066949539798
4;-17.398972380773
4;-12.439128783189
4;-14.064127604644
4;-12.164390723198
4;-12.930856096593
4;2.50163266913903
4;1.61002031855701
4;2.86238663256704
4;1.88113451001072
4;-0.1539599804132
4;-0.4315823591533
4;-0.2903059165357
4;-0.9236528614937
4;3.13867365178492
4;3.92048985347276
4;2.65148022807519
4;3.64137020273449
4;2.48965282041603
4;0
4;-0.0400429021241
4;0
4;1.98219363586266
4;0
4;1.5210273163807
4;0
4;-3.2636795107859
4;0
4;0.48734653535273
4;0.52293225903127
4;0.47369773984285
4;0.47441554563312
4;-0.1197334676324
4;-0.0689635034532
4;-0.1139171676651
4;-0.0851645861302
4;-0.0112659297981
4;-0.0490453872701
4;-0.0042069647996
4;-0.0040597281471
4;0.00074945595065
4;0.00105193319485
4;0.00033289129563
