row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col14;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col30;Col31;Col32;Col33;Col34;Col35;Col36;Col37;Col38;Col39;Col40;Col42;Col43
11;ldhp*sdom;;5OUEST;;;-0.0001921121949875000000000;0.0000034126653887000000000;0.0000000291440190000000000;-0.0000026303778831000000000;0.0002635703564928000000000;0.0001859784239240000000000;0.0002122993330243000000000;0.0001642612713877000000000;0.0001656436534080000000000;0.0001217018546726000000000;0.0001898753300399000000000;0.0000389164847643000000000;0.0000108399733085000000000;0.0000138956983358000000000;0.0000062853083829000000000;-0.0000030588119016000000000;-0.0000054590789213000000000;0.0000648393802207000000000;0.0000312637752869000000000;0.0000098348668266000000000;0.0000254107126804000000000;0.0000191175291447000000000;0.0000214185410264000000000;-0.0000085246823296000000000;0.0000252896188126000000000;0.0000204754857285000000000;0.0000060914497374000000000;-0.0000391231808873000000000;0.0000001002817390000000000;-0.0000085684781316000000000;-0.0000174075532279000000000;-0.0000122537221762000000000;0.0000202828731518000000000;-0.0000235186077205000000000;-0.0000123076320275000000000;0.0000197118936180000000000;0.0000034401081644000000000;-0.0000020343584032000000000;0.0000005076894410000000000;0.0000018909433530000000000
12;ldhp*sdom;;6EST;;;0.0002981403293670000000000;0.0000063030827688000000000;-0.0000000409817221000000000;-0.0000038783934558000000000;-0.0000504901115342000000000;0.0000446733724313000000000;-0.0000291147195870000000000;0.0000537454626774000000000;0.0000257808922644000000000;0.0001162940815761000000000;0.0000389164847643000000000;0.0003065510311790000000000;0.0000109534221249000000000;0.0000012586051216000000000;0.0000071603670263000000000;0.0000003498962114000000000;-0.0000042399726167000000000;0.0000516495540130000000000;-0.0000770907425806000000000;0.0000008410138406000000000;-0.0000084454506868000000000;0.0000012939963120000000000;0.0000159577484280000000000;-0.0000728880004273000000000;-0.0000128670883461000000000;-0.0000023728660687000000000;-0.0000282186727220000000000;0.0000401119859538000000000;-0.0000004278855962000000000;-0.0000142181472551000000000;0.0000049047868824000000000;-0.0000038395444890000000000;0.0000097336212673000000000;0.0000097962264592000000000;0.0000049348989108000000000;0.0000274707782529000000000;0.0000088742949330000000000;-0.0000075973557546000000000;0.0000022385925538000000000;-0.0000003132095056000000000
14;ldhp*vp;;;ME1;;-0.0003147323644217000000000;0.0000072084069310000000000;-0.0000011804350943000000000;0.0000013491774169000000000;-0.0001048836471117000000000;0.0000584721245218000000000;0.0000349336559424000000000;0.0000190607367655000000000;0.0000390977413649000000000;0.0000585994448315000000000;0.0000108399733085000000000;0.0000109534221249000000000;0.0060816225593501000000000;0.0050822281757921000000000;0.0051566943204432000000000;0.0052796589258079000000000;0.0052084080098035000000000;0.0008979151264948000000000;0.0053449532033681000000000;0.0003642154824129000000000;0.0052893455974351000000000;0.0052971524960466000000000;0.0002551593108152000000000;0.0052716246725010000000000;0.0052590261300731000000000;0.0048642434902212000000000;0.0052936298074769000000000;0.0000032633777397000000000;0.0000000677815545000000000;-0.0050573994209751000000000;-0.0050579519751647000000000;-0.0050447183032740000000000;-0.0051532152452977000000000;-0.0050271550262581000000000;-0.0050307674694379000000000;-0.0052547582773031000000000;0.0000175752197822000000000;-0.0001400352330150000000000;-0.0000008863072745000000000;0.0000009036204716000000000
15;ldhp*vp;;;MJ2;;-0.0001685975285402000000000;-0.0000272781998379000000000;-0.0000001058149157000000000;0.0000257353046074000000000;-0.0002330705939946000000000;0.0000010516442734000000000;-0.0000766579964840000000000;-0.0000126419383684000000000;-0.0000357703381172000000000;0.0000158544273126000000000;0.0000138956983358000000000;0.0000012586051216000000000;0.0050822281757921000000000;0.0059727841271417000000000;0.0050099430375324000000000;0.0051036541411434000000000;0.0050309042231658000000000;0.0008370473570540000000000;0.0050741554877724000000000;0.0003635465025302000000000;0.0050873933863708000000000;0.0050943780831325000000000;0.0002323157840576000000000;0.0050899933197310000000000;0.0051699076551006000000000;0.0047027375881219000000000;0.0050966080846911000000000;-0.0000036702316627000000000;0.0000000243827477000000000;-0.0049006907847513000000000;-0.0048921851757689000000000;-0.0049062959575099000000000;-0.0048769368570850000000000;-0.0048625553417931000000000;-0.0048761850573371000000000;-0.0048890982623089000000000;0.0000028802205578000000000;-0.0001320428762340000000000;-0.0000014241137330000000000;-0.0000000066745848000000000
16;ldhp*vp;;;MS1;;-0.0001267049894848000000000;-0.0000071828500563000000000;-0.0000002384826049000000000;0.0000083971753243000000000;-0.0001449105629352000000000;-0.0000585107270384000000000;0.0000020654730825000000000;-0.0001384764648068000000000;0.0000288687636691000000000;0.0000149159567660000000000;0.0000062853083829000000000;0.0000071603670263000000000;0.0051566943204432000000000;0.0050099430375324000000000;0.0066003954390614000000000;0.0051835478821001000000000;0.0051849934153460000000000;0.0008690331429505000000000;0.0051604705568486000000000;0.0004420103804875000000000;0.0051618215961176000000000;0.0051699512268508000000000;0.0002322681792189000000000;0.0051863473484844000000000;0.0051792616203214000000000;0.0047901574799730000000000;0.0051751122977684000000000;-0.0000042383454058000000000;-0.0000000638383906000000000;-0.0049719228775994000000000;-0.0049735588071717000000000;-0.0049801500542529000000000;-0.0049426133758000000000000;-0.0049336023768370000000000;-0.0049414704892764000000000;-0.0049616410366342000000000;0.0000040992556360000000000;-0.0001349105300507000000000;-0.0000027620993211000000000;0.0000007229088628000000000
17;ldhp*vp;;;MS2;;-0.0001627854472687000000000;-0.0000194242863719000000000;-0.0000002133697724000000000;0.0000170599178136000000000;-0.0001104893102742000000000;0.0000444204869090000000000;0.0000171453045586000000000;-0.0000223520344834000000000;0.0000179034548338000000000;-0.0000197205247372000000000;-0.0000030588119016000000000;0.0000003498962114000000000;0.0052796589258079000000000;0.0051036541411434000000000;0.0051835478821001000000000;0.0055105698646772000000000;0.0052279574483966000000000;0.0008774135177878000000000;0.0053049560154909000000000;0.0003743824471691000000000;0.0052700863012397000000000;0.0052747816803141000000000;0.0002376986221176000000000;0.0052816863671631000000000;0.0052764815145208000000000;0.0048541813653235000000000;0.0052803894669275000000000;-0.0000032945851463000000000;-0.0000000084182282000000000;-0.0050641345598195000000000;-0.0050676297771215000000000;-0.0050736553316699000000000;-0.0050614804776521000000000;-0.0050301014545017000000000;-0.0050437296263892000000000;-0.0050647014746044000000000;0.0000079811773158000000000;-0.0001370177154935000000000;0.0000001788394914000000000;-0.0000002177297534000000000
18;ldhp*vp;;;MS6;;-0.0001921020626032000000000;-0.0000172603247261000000000;0.0000000915877963000000000;0.0000073704922566000000000;-0.0000803116699650000000000;0.0000676727897346000000000;0.0000515683510924000000000;-0.0001446828335555000000000;0.0000473644260368000000000;0.0000135622354282000000000;-0.0000054590789213000000000;-0.0000042399726167000000000;0.0052084080098035000000000;0.0050309042231658000000000;0.0051849934153460000000000;0.0052279574483966000000000;0.0070847424102499000000000;0.0008888893596547000000000;0.0052120370300005000000000;0.0004397460964223000000000;0.0052094031471834000000000;0.0052170181566189000000000;0.0002421550973074000000000;0.0052261976301662000000000;0.0052030913712890000000000;0.0048267250696897000000000;0.0052212088227051000000000;-0.0000096450535835000000000;0.0000000203732137000000000;-0.0050052258866713000000000;-0.0050114430164354000000000;-0.0050177275173950000000000;-0.0049930859882696000000000;-0.0049623582911486000000000;-0.0049757655035505000000000;-0.0049896328316599000000000;0.0000076293052641000000000;-0.0001349648810472000000000;-0.0000025741190192000000000;0.0000008050143946000000000
19;ldhp*vp;;;RB1;;-0.0002486902230959000000000;-0.0000183063147112000000000;0.0000002144394954000000000;0.0000205395952818000000000;0.0002158861931238000000000;0.0001643358609103000000000;0.0001550549016972000000000;0.0000890162737780000000000;0.0001195852858642000000000;0.0001064460110245000000000;0.0000648393802207000000000;0.0000516495540130000000000;0.0008979151264948000000000;0.0008370473570540000000000;0.0008690331429505000000000;0.0008774135177878000000000;0.0008888893596547000000000;0.0206221745425740000000000;0.0008679259510083000000000;0.0004289727495001000000000;0.0008940960501337000000000;0.0008925585966506000000000;0.0003226580817261000000000;0.0008750817704193000000000;0.0008542158412881000000000;0.0008415607745744000000000;0.0008818588572574000000000;-0.0000145462624608000000000;-0.0000000639814516000000000;-0.0006126333968823000000000;-0.0006097925275826000000000;-0.0006104780582718000000000;-0.0005962075507283000000000;-0.0006083964840036000000000;-0.0006132316093789000000000;-0.0005875508216567000000000;-0.0000206472492549000000000;-0.0001587199954342000000000;0.0000035740025656000000000;0.0000019868269485000000000
20;ldhp*vp;;;RB5;;-0.0003898549964742000000000;-0.0000226750354942000000000;-0.0000000629460864000000000;0.0000326651375054000000000;-0.0000047119280145000000000;0.0000858726874681000000000;0.0001058715999244000000000;0.0000226347788713000000000;0.0000648114976036000000000;-0.0001388107017117000000000;0.0000312637752869000000000;-0.0000770907425806000000000;0.0053449532033681000000000;0.0050741554877724000000000;0.0051604705568486000000000;0.0053049560154909000000000;0.0052120370300005000000000;0.0008679259510083000000000;0.0105588198521853000000000;0.0003677641055711000000000;0.0052441419589041000000000;0.0052668048910665000000000;0.0002346134091385000000000;0.0052557717267103000000000;0.0052570323241683000000000;0.0048595683553150000000000;0.0052885142213545000000000;-0.0000331982788326000000000;0.0000002434469087000000000;-0.0050457864662420000000000;-0.0050556530079183000000000;-0.0050502125304778000000000;-0.0051545527261962000000000;-0.0050262121764294000000000;-0.0050371029069382000000000;-0.0051286500920894000000000;0.0000049482388259000000000;-0.0001350005521692000000000;0.0000035690765949000000000;-0.0000096109682434000000000
21;ldhp*vp;;;RC3;;-0.0001811605969883000000000;-0.0000341264789687000000000;-0.0000013672878463000000000;0.0000459362807458000000000;-0.0000048407997180000000000;-0.0000022360590035000000000;0.0000074829710911000000000;-0.0001402876191246000000000;0.0000216711674212000000000;-0.0000036515918559000000000;0.0000098348668266000000000;0.0000008410138406000000000;0.0003642154824129000000000;0.0003635465025302000000000;0.0004420103804875000000000;0.0003743824471691000000000;0.0004397460964223000000000;0.0004289727495001000000000;0.0003677641055711000000000;0.0016715790060401000000000;0.0003397763080869000000000;0.0003614272558497000000000;0.0002844390418316000000000;0.0003631984794615000000000;0.0003713932532055000000000;0.0004244226752096000000000;0.0003690133283471000000000;-0.0000027803075100000000000;-0.0000000078189271000000000;-0.0001024620957318000000000;-0.0001046077221334000000000;-0.0001011364374694000000000;-0.0000733826884112000000000;-0.0001013263148684000000000;-0.0001025054863129000000000;-0.0000974017776654000000000;0.0000037050175534000000000;-0.0001831384348441000000000;-0.0000012019414470000000000;-0.0000017437799051000000000
22;ldhp*vp;;;RE1;;-0.0004296392050963000000000;0.0000326358303043000000000;0.0000005635973455000000000;-0.0000276917715471000000000;-0.0001789797869592000000000;0.0000131640166970000000000;0.0000006729508795000000000;-0.0000315116244273000000000;0.0000217487430932000000000;0.0000019272177304000000000;0.0000254107126804000000000;-0.0000084454506868000000000;0.0052893455974351000000000;0.0050873933863708000000000;0.0051618215961176000000000;0.0052700863012397000000000;0.0052094031471834000000000;0.0008940960501337000000000;0.0052441419589041000000000;0.0003397763080869000000000;0.0058141882902100000000000;0.0053009326131124000000000;0.0002604625936580000000000;0.0053463083438749000000000;0.0052611935368368000000000;0.0048299150397998000000000;0.0052893537819850000000000;0.0000178735407170000000000;0.0000001170762073000000000;-0.0050940177184396000000000;-0.0051060757479327000000000;-0.0050775978005383000000000;-0.0050600569812571000000000;-0.0050526911705648000000000;-0.0050445889859100000000000;-0.0050589590996973000000000;0.0000131879889845000000000;-0.0001500865645700000000000;0.0000057089876664000000000;0.0000051307059810000000000
23;ldhp*vp;;;RE2;;-0.0003558886142601000000000;0.0000280251705504000000000;-0.0000003245390405000000000;-0.0000212122704221000000000;-0.0000901935191496000000000;0.0000600868974338000000000;0.0000394748209509000000000;-0.0000046779048731000000000;0.0000395630644476000000000;0.0000194525125204000000000;0.0000191175291447000000000;0.0000012939963120000000000;0.0052971524960466000000000;0.0050943780831325000000000;0.0051699512268508000000000;0.0052747816803141000000000;0.0052170181566189000000000;0.0008925585966506000000000;0.0052668048910665000000000;0.0003614272558497000000000;0.0053009326131124000000000;0.0053410900528038000000000;0.0002529237807913000000000;0.0052914155826350000000000;0.0052717984923187000000000;0.0048460569717120000000000;0.0052837681751339000000000;-0.0000021542269567000000000;0.0000000758994749000000000;-0.0050800046878873000000000;-0.0050889990839956000000000;-0.0050671229745818000000000;-0.0050509178332175000000000;-0.0050605070588681000000000;-0.0050559463030925000000000;-0.0050680099766986000000000;0.0000120736882377000000000;-0.0001423025163193000000000;0.0000023702190816000000000;0.0000023093760371000000000
24;ldhp*vp;;;RE3;;-0.0006421660800108000000000;0.0000307443335707000000000;0.0000000381609856000000000;-0.0000231939000830000000000;0.0001096626468241000000000;0.0000489934728640000000000;0.0000369700022573000000000;0.0000225717537908000000000;0.0000326982576937000000000;0.0000188324248360000000000;0.0000214185410264000000000;0.0000159577484280000000000;0.0002551593108152000000000;0.0002323157840576000000000;0.0002322681792189000000000;0.0002376986221176000000000;0.0002421550973074000000000;0.0003226580817261000000000;0.0002346134091385000000000;0.0002844390418316000000000;0.0002604625936580000000000;0.0002529237807913000000000;0.0005312562052222000000000;0.0002387626183437000000000;0.0002360156671019000000000;0.0002414965642975000000000;0.0002435167875563000000000;-0.0000033978074432000000000;0.0000001078158899000000000;0.0002104881114289000000000;0.0002122274067555000000000;0.0002112822000714000000000;0.0002144465068380000000000;0.0002134265895961000000000;0.0002112176453853000000000;0.0002232262513222000000000;0.0000252229114367000000000;0.0001582278945091000000000;0.0000016780610112000000000;0.0000009480622867000000000
25;ldhp*vp;;;RE4;;-0.0001083389284337000000000;0.0000350767932681000000000;-0.0000000813844905000000000;-0.0000265134868721000000000;-0.0001793001724912000000000;0.0000282049450648000000000;-0.0000264224990605000000000;-0.0000518958935968000000000;-0.0000003598699803000000000;0.0000049712143551000000000;-0.0000085246823296000000000;-0.0000728880004273000000000;0.0052716246725010000000000;0.0050899933197310000000000;0.0051863473484844000000000;0.0052816863671631000000000;0.0052261976301662000000000;0.0008750817704193000000000;0.0052557717267103000000000;0.0003631984794615000000000;0.0053463083438749000000000;0.0052914155826350000000000;0.0002387626183437000000000;0.0182431030317055000000000;0.0052600251928336000000000;0.0048380403626887000000000;0.0052992332572673000000000;0.0000194441744833000000000;-0.0000001839742862000000000;-0.0051090655719340000000000;-0.0050823003642257000000000;-0.0050886110205723000000000;-0.0050600059844166000000000;-0.0050505524877491000000000;-0.0050311130157932000000000;-0.0050796846427834000000000;0.0000065470089500000000000;-0.0001508030100069000000000;0.0000045129948674000000000;-0.0000002412283183000000000
26;ldhp*vp;;;RP1;;-0.0002560106497465000000000;-0.0000314885791005000000000;-0.0000004473660306000000000;0.0000396483332873000000000;-0.0000965738256807000000000;0.0000514416272756000000000;-0.0001453166979803000000000;-0.0000069255204956000000000;-0.0000053283777290000000000;0.0000103315854077000000000;0.0000252896188126000000000;-0.0000128670883461000000000;0.0052590261300731000000000;0.0051699076551006000000000;0.0051792616203214000000000;0.0052764815145208000000000;0.0052030913712890000000000;0.0008542158412881000000000;0.0052570323241683000000000;0.0003713932532055000000000;0.0052611935368368000000000;0.0052717984923187000000000;0.0002360156671019000000000;0.0052600251928336000000000;0.0076481020533189000000000;0.0048724300472591000000000;0.0052700441655192000000000;-0.0000114008423808000000000;0.0000001155877359000000000;-0.0051277245335255000000000;-0.0050872354679225000000000;-0.0050694398891777000000000;-0.0050383302156601000000000;-0.0050178715252890000000000;-0.0050308993880904000000000;-0.0050532389270987000000000;0.0000032630766482000000000;-0.0001217858910535000000000;0.0000003798443149000000000;0.0000006344072302000000000
27;ldhp*vp;;;RS1;;-0.0001971284105510000000000;-0.0000287379423274000000000;-0.0000007067863528000000000;0.0000299103861991000000000;-0.0000954364288372000000000;0.0000546138414178000000000;-0.0000002074981111000000000;-0.0000700811608782000000000;0.0000254861822364000000000;0.0000155851217771000000000;0.0000204754857285000000000;-0.0000023728660687000000000;0.0048642434902212000000000;0.0047027375881219000000000;0.0047901574799730000000000;0.0048541813653235000000000;0.0048267250696897000000000;0.0008415607745744000000000;0.0048595683553150000000000;0.0004244226752096000000000;0.0048299150397998000000000;0.0048460569717120000000000;0.0002414965642975000000000;0.0048380403626887000000000;0.0048724300472591000000000;0.0054317180809579000000000;0.0048502273048790000000000;-0.0000086718626718000000000;0.0000000409671853000000000;-0.0046338469056670000000000;-0.0046300785763997000000000;-0.0046312684719441000000000;-0.0046327974930735000000000;-0.0046126553043644000000000;-0.0046226744536856000000000;-0.0046403135550597000000000;0.0000075469831834000000000;-0.0001350875102616000000000;-0.0000029722069139000000000;-0.0000001056803416000000000
