"Model","Estimate"
0,0.935234415418
0,72.7709638030864
0,7.633650217822
1,0.940862041032
1,78.4969127383176
1,5.568887371756
2,0.73287989193
2,58.0169037999824
2,7.77769673074
3,0.481930386472
3,46.5779320701574
3,6.230647091982
4,0.570890632302
4,57.5037490560514
4,7.468014621131
5,0.600165348756
5,55.6065137494863
5,6.920945944494
6,0.764046424519
6,78.7131483333818
6,5.798446631309
7,0.725927970241
7,82.5663355458322
7,4.374291192986
