RealID;Mean1;Var1;Mean2;Var2;Mean3;Var3;Mean4;Var4;Mean5;Var5
37;281.79465490543254;4756.665608205978;1465.2308384272656;23947.221542955667;1775.4784593608601;32467.97213805812;109.89726415789967;157.26529927742115;3881.2062560998647;155547.76933179662
38;277.0944427492352;5378.295322157806;1471.7590065283948;25168.90215043679;1781.3712672807192;33355.12374117268;110.51904199581085;156.58551453127862;3890.8472510323713;158166.73786107407
39;273.21607948062444;5773.380135323934;1461.3064036883245;28968.162206439934;1778.772059842514;33168.080131731804;110.25413717245306;150.9483466402508;3898.353298342602;160891.937437466
40;272.82394149998373;5561.628967950577;1458.8531078106673;28885.042148973953;1781.8387092788832;33306.34950445518;110.8054333304574;146.74090461789405;3899.7810598229053;160561.77853785694
41;272.04419308655247;5342.509272395273;1457.0062622449404;28476.759410498446;1786.978616971401;33909.437562613835;110.62122148992914;129.4418478453793;3903.1455460486336;159005.315526931
42;274.94175972326633;5467.310501249325;1457.643528104159;27624.38684930019;1787.5093354309024;33540.57338192772;110.19429715112327;129.69597754841618;3899.093719524743;158734.7408293745
43;273.17763352994564;5443.93966834108;1457.822435332714;27047.96931166157;1787.5027454045403;33247.06989927772;110.83822952016043;137.8627675661102;3901.791112342712;157740.53938642924
44;272.1139862610682;5262.017735019762;1458.976267061043;26686.104452139425;1785.9448169318928;33010.81635731517;110.3285489643828;134.11178514469802;3904.977601143494;156792.3312181387
45;272.2065863999924;5081.895621850957;1456.4317365531358;26094.301681179033;1787.4038722399177;32666.214300153035;110.56839807700908;120.7094342949557;3904.2744919203947;154524.54416053314
46;271.74101585483135;4904.846425437709;1463.2889491436088;27982.689249031377;1789.348535964378;32312.027608967834;111.21220545867958;127.99842930363684;3906.328242664407;154511.71037727044
47;271.9662341045698;4704.166534234257;1467.983132697742;28452.52450642063;1790.271015612668;32042.46861731669;111.48634415383202;118.13746304598739;3904.1788519213424;153205.7340273166
48;270.1467431297697;4722.866510549422;1465.4425977054193;27955.855729108614;1793.572082560535;32487.87142477112;110.87136691696865;129.209710349603;3905.1952433074525;152291.77912604215
49;270.32500773449783;4477.947220043639;1462.9249906810408;27786.881594217877;1790.8040787504974;32518.800772929528;111.36552411030844;128.35943033721747;3909.077053320386;152848.29196717968
50;267.88043083127246;4607.469137957583;1458.6455284578058;28320.541682817726;1790.7429415768077;32164.14692806915;110.30167837257868;180.98157078357963;3908.740001150926;152615.26704582624
51;267.35889972635323;4473.775441659394;1460.363775591577;28078.240339890588;1792.373438163375;32096.8134903172;110.83822105634442;189.7277648062361;3908.9778675611497;151598.11693384705
52;266.8028402714027;4328.277092804301;1459.741922871481;27845.39639354724;1794.5681637962373;32110.28016386381;111.01385900217399;179.66479861860967;3909.074881097546;151860.2010316599
53;268.9630490810279;4458.892979755565;1453.2670416301285;29652.995756513996;1792.780397533926;31923.518553640537;110.71141339750405;169.71603224604246;3906.9875649507976;152179.50414489655
54;266.5591927348112;4639.695028561578;1452.8832487697453;28945.858223766514;1795.4479972533957;32148.55336697304;110.24001467210373;173.93616810177934;3903.500270019606;152010.61026652524
55;269.63993243857425;5031.140752860273;1451.5692396053198;28811.03179301569;1791.6404376328583;32517.97114690185;110.24066254310549;167.37944649336706;3900.601909090467;151450.68909350387
56;267.1723077606745;5244.325806304895;1452.2142984877437;28582.95478171071;1795.530675851499;33232.89485814869;109.44163626379897;196.4331353016463;3897.73005940516;151800.2327343858
57;268.34425443642596;5022.312802965396;1449.035630581662;28679.094509620212;1796.3872601648154;33109.25903340948;109.11029881767845;189.87094599272638;3897.7451677116405;151359.7780687665
58;265.6831360870195;5283.615421545001;1447.577945673588;28430.63217662675;1797.4335551197719;33068.818567964;109.55830582867536;194.23115731565358;3898.4755683301537;151068.65820128005
59;266.90344224664915;5185.064433280323;1446.717285831121;27805.31844197036;1792.0566178490228;34161.460555476406;109.51744925252558;187.25381507712459;3899.4294941262265;150954.1157670627
60;266.3568857942808;5080.339581649918;1446.7744487570874;27575.92102884751;1793.021914753615;33789.680627891285;109.49117054329933;174.24538670495974;3896.7094608714397;150780.12410473012
61;265.9810522948795;4939.409562547954;1446.4244510311237;27510.24324075713;1790.5144454919443;33958.2179950804;109.72217030423805;164.41591891316165;3896.5499831922284;150529.09877748057
62;264.74334162787756;4901.530108345734;1448.8693742476453;27462.197177960985;1787.8844132702511;34173.15150136437;110.13500645263626;167.90787302469994;3892.9451237277394;150889.86351974783
63;265.61493865040853;4828.775700956255;1446.1970438905332;27591.43997923691;1784.3540858937552;34806.84127107002;109.77267132618867;169.37445807118064;3890.4294321824914;150154.41219744092
64;265.5194456535195;4686.570768558394;1445.8190315309257;27312.949469744544;1786.204952965089;34684.34469083535;109.38074163941658;170.949521735274;3892.1402288364843;149778.2993259656
65;264.22254864695947;4674.936067400597;1445.456908956406;26746.48187253455;1788.8867244760768;34926.82722017533;109.16425793872966;166.82028266647131;3888.7613676776236;149814.6230864077
66;264.84789834156356;4565.842535025699;1444.279757732539;26454.847053859783;1787.5226529591698;34595.76154874985;109.38661942021113;161.50156817879272;3890.4424914139963;149750.01243171675
67;264.6285055458324;4456.870474244937;1447.4070797575018;27021.52692060328;1786.619680258657;34338.37604744027;108.94412915865105;168.91470856011517;3886.571968317399;150144.4583806048
68;265.15395645935047;4316.26994140893;1449.6583534811841;27114.500412580517;1784.4452888365413;34256.02044411774;108.36947161231203;186.154567536478;3890.7664102263357;151067.84475760846
69;264.7414319631762;4242.332858636837;1448.9085065451636;26637.26375255475;1782.8865618665561;34342.1930743703;108.2775845828768;179.20564544743985;3891.309680789624;150627.5569371955
70;265.31970381323174;4141.320168516126;1447.482909544181;26343.864729687266;1786.8509368541672;35407.77403894025;108.11595716973355;174.16498528280758;3887.5924546913043;151034.44461958206
71;266.3364379485024;4040.4075263640675;1448.4878039721027;26056.70761554837;1787.2891699188106;35209.76498031477;108.26589053692551;170.565229511155;3892.6709966154044;153396.62608162235
72;268.230970363583;4085.53115866137;1446.6670561367;26150.216897772294;1784.1921899815238;35440.95551056853;108.6413045058436;170.9944800445915;3892.465971256748;153004.61155966838
73;270.8121897629146;4421.839691186284;1449.2463044186215;26360.936908544332;1782.251097152501;35220.90969009181;108.72326602982277;165.13808251834791;3895.401311322932;153063.66058264923
74;270.96795593207503;4313.469856706392;1449.6181439358697;26104.451897181993;1785.0008346357686;35462.38477667021;109.66511990300626;221.86827297589718;3891.9713003863103;153543.87283211583
75;268.86333131169806;4547.465014086748;1449.135688671149;25821.22517318964;1785.500903270291;35259.797950425804;109.77020209583468;210.74094865468305;3891.3797161657617;153174.28201757133
76;268.81028093755174;4440.9320558193285;1451.292656970966;26000.012182048475;1784.9047339074334;35008.50391391648;109.27905957332325;224.14270573246415;3894.8929904381052;153667.3164274999
77;267.7121960796793;4435.621101057903;1450.8968276498142;25761.07676375137;1783.3324671466416;35030.01722851658;108.9203188119677;227.82186349171698;3895.103354276327;153385.4487743744
78;266.7618228292336;4392.974138817476;1449.0228293098266;25862.660166396778;1782.3423259075332;34909.76667069405;108.70433768552564;222.7929574650596;3897.909329320177;154239.08849797642
79;265.0655999467555;4538.516079030492;1454.573425786316;28134.22653307661;1780.5655819296462;34840.08848843137;108.51759375300225;217.54467779089057;3898.0086213776467;153432.52848550046
80;265.08678098212533;4342.129388913372;1456.1804609398234;28273.66404743008;1779.7663273467056;34574.34311934527;108.82573860448665;211.81381397624824;3897.6487295308616;152559.56531117155
81;265.34395989935797;4216.092454237676;1456.857554734702;28074.28011245541;1782.3250910600952;34996.58944338528;108.73050133293849;207.77271572073346;3897.9738293211785;152403.0407792195
82;267.2686847850011;4318.706138784171;1457.944450948189;28086.096762880035;1781.0292572291178;34641.24184145112;108.4856655630314;206.4301738010306;3898.7737645246552;152186.55891957652
83;266.0319527574084;4373.514429345964;1457.8973638929322;27818.53016475344;1777.5813794884386;35320.581751195554;108.01476315312603;217.83758856110495;3898.0734410210152;151255.85414953812
84;266.74248429737025;4311.826484760774;1456.043861363698;27774.17349853228;1778.1711533140394;35164.9827351251;107.76500874513651;221.03117783027375;3899.7549872925756;151086.1780192668
85;270.39445569782873;5283.870078777995;1453.9946298297837;27784.008628105887;1776.4918677199692;35336.354749942606;107.90021900914091;215.3238438500078;3899.7130172038605;150905.2443671339
86;269.7486838391401;5191.012590617258;1452.6970086086346;27475.617837408077;1775.8650160088273;35231.04210809844;107.50842880990733;223.6062114278617;3901.9500370842534;151122.98353569634
87;268.1479704512905;5314.082862125617;1453.5341117845985;27437.912747486746;1777.3201128282685;35297.75459073842;106.90771373129813;248.51245845404537;3902.981021067472;150779.9417128615
88;269.99678029512813;5508.267307659096;1455.5669942820932;27675.32641352622;1777.2294005733754;35130.06546858599;106.97739062387355;243.7757615056802;3900.174585827412;150862.832179389
89;270.6338349442423;5448.732374849942;1452.89324812289;27975.311968769627;1775.946373324305;35183.47257219211;106.7531121828705;241.88831256216966;3906.4605708602753;153572.38843138493
90;269.56985506327254;5450.148298580291;1452.6420269851362;27732.43466831685;1774.8349505780984;34982.259217997285;106.64094562980381;234.01878808698257;3905.602031795655;153418.53485524724
91;269.789178702731;5319.291379859114;1452.4614156483028;27432.026596606516;1775.6147555123114;34682.15948576137;106.84567420363749;229.32681513491457;3906.7970095885044;152869.78240876328
92;268.5698113854201;5358.064585028828;1451.9905909523382;27188.74551261296;1774.9578714236425;34617.909110102584;106.93876438895217;222.42488342378977;3907.3288298200605;152484.81452141458
93;269.8074368141752;5413.334393116342;1452.1182876345335;26874.350238651317;1777.699376803003;35287.811803381584;106.55450847358424;232.65084316195214;3906.1991267668436;152221.40083575647
94;271.3449850760239;5538.961942576342;1455.0905085483748;27587.624086339125;1775.5775831278554;35493.849443251864;106.69680281986096;230.4410818721158;3906.238388049678;151920.63787030676
95;270.543051872544;5496.053293854002;1456.8215160799148;27751.203639096955;1775.737292090161;35338.84876288842;106.28250868521798;242.52048241460744;3905.753726795753;151543.99953741065
96;273.3127824648137;6150.153815083019;1457.0042681477423;27575.323138717453;1777.4257511094497;35432.582781036355;105.93937043797139;250.8326803834505;3907.4416732048276;152023.774215079
97;273.7622803849727;6067.566464043546;1456.5023234865146;27258.053684443035;1777.4009583153875;35252.75521564113;105.91082546479157;244.93466214850878;3904.222818959187;152203.63343968362
98;272.58643547142066;6086.13859853123;1455.901366612828;27031.084639928384;1779.9448220136896;35900.66813308636;106.26010536211196;245.8679158844974;3904.514831619652;152092.3528852897
99;274.1567605317578;6176.059663767542;1456.623046265775;26863.12982340317;1781.5970125512417;35861.23944678964;106.13905526798615;241.1955505212649;3903.7567416353695;151558.45761403666
100;274.8999997331806;6101.754932576119;1457.2828128896256;26804.66802489671;1782.7512421937708;35745.61985040864;106.32047414342857;238.2214632361152;3903.8877455320685;151240.79936758237
101;275.36507109998075;6013.777761414625;1459.6137782589933;27173.266618531245;1782.6860447062872;35460.80856252764;106.4168640296093;233.1519441841599;3903.0322327969734;150482.77483916524
102;273.5707096299873;6277.892123103587;1458.1003541713276;27145.42672416871;1783.307373493077;35410.173705965724;106.44418003705596;229.41770948208352;3903.697067965971;149882.58421771173
103;274.02087208191887;6181.28398879585;1457.9459950442567;26800.07100517334;1785.175757578047;35605.14114725364;106.33869422892988;226.60234767954904;3903.193607901481;149650.72046135113
104;273.6895991734305;6103.307589535537;1460.1322289498353;27242.66974248161;1786.1505066575521;35565.211910662096;106.33434374034103;220.39661298407896;3904.3703190754522;149684.816954785
105;273.8203261904889;6029.697572747534;1460.8694896210814;27183.44950405888;1785.1076013059421;35421.77317328151;106.3169916401599;216.41935299895272;3904.9976413095096;149753.36698035148
106;272.7361332437111;6036.626437560032;1461.7992365800126;26944.824385587057;1784.1150547502439;35427.44068343426;106.53329845758687;217.50972379833757;3902.156578242343;150155.0670559045
107;272.7324310786036;5929.513006815909;1462.396891716781;26758.935568797424;1783.6087648826995;35403.27280465672;106.16163631570828;227.52667224163542;3899.412804190027;150487.96074448992
108;271.2318640136881;6102.692648118044;1461.5643150174267;26488.41774243347;1783.9430286214665;35292.96301340313;106.07974377345877;224.05451353978697;3895.829412500347;151436.1833524151
109;270.46157479378775;6079.200947490195;1461.7279173458712;26368.249083552815;1782.816465356945;35235.266629774975;106.2516888058091;221.64797548650455;3893.671154832524;151660.01651104284
110;270.78600251023977;6013.746170101713;1460.8589060972413;26193.448911007752;1785.2323564933665;35688.06743019754;105.89322705457779;232.36931335327753;3889.4716002686314;153283.31653203347
111;269.315720203094;6179.706218218596;1460.9602064079595;25988.721972887328;1785.8658797876908;35590.143656208194;105.54057645505169;242.51026807985704;3889.2624618390682;153083.50036034244
112;270.1737472593022;6109.174910760858;1462.2172390759426;25979.945493869174;1785.4587808467645;35559.1365620367;105.32457743440337;242.95542227313953;3887.858320233341;153054.3993211314
113;269.12120558082825;6160.337074741702;1463.3978156974292;25994.343365013556;1785.3861906654483;35469.27597351145;105.1512829308514;241.30286056273724;3889.6640432759623;153243.79780328117
114;268.42776696736763;6122.831319405469;1462.3805189239217;25944.967179845873;1781.9097484822169;36678.50026345252;105.24302501272531;238.14533299257792;3888.8809998222746;153057.02139486096
115;267.7902090735384;6089.116521533905;1459.7349292167428;26423.415191292006;1780.6069836016259;36730.473189684155;105.1566001788847;233.61141368918572;3891.9667833324174;153885.54264398335
116;268.09194001262665;6009.634228881721;1459.5214547821406;26210.425690595202;1780.1956251166082;36600.39752600508;105.4316024343937;236.28029264037178;3892.8141514958443;153516.0932569909
117;269.01963813562213;6016.124783122864;1458.737279353535;26046.427008094382;1782.1511717215392;36820.598959984185;105.37778681972229;231.99106640333764;3892.183545357411;153346.20170238562
118;269.391563394261;5945.91063545408;1459.703712457857;25988.72152820952;1781.6673833875957;36664.55205533179;105.41993832118683;226.80364805213708;3895.1602224291128;153973.80662225606
119;269.2062003474293;5848.356920490645;1460.4629371048911;25953.31496227828;1778.4735273593715;37717.62429037003;105.39606791936652;224.67997465435678;3894.177489237291;153981.59252435822
120;268.2691107305271;5871.759443507281;1460.0013975251636;25724.794154710802;1778.7705815785484;37628.43535769934;105.12316170980817;229.17225410608955;3896.4785941302603;154148.08811813974
121;267.55540495873544;5872.985665837569;1460.4417827664074;25525.417837160116;1778.7121755623002;37525.95738619691;105.02987286149954;225.4580772494508;3898.433354439439;154566.0528893157
122;267.80120450227633;5765.834741245584;1460.4832469052947;25379.141662797374;1779.236333419331;37526.19889822553;104.89560159325711;223.83294635565915;3896.889762001295;154548.6301723159
123;268.6057844110886;5760.715582454011;1460.2041789673347;25285.062039097706;1779.7664234347774;37432.412787978785;104.94796014146942;221.04943177913685;3899.6578362626246;155072.1146700178
124;267.20012341031486;5936.222320748586;1460.4773273119533;25122.761567348407;1779.5050150337047;37344.94185813336;104.86982868139722;217.00306146585928;3899.275418452566;154530.5882174704
125;266.9479863271604;5852.666614937439;1459.2208921541358;25178.11435068142;1780.1875211646843;37231.02025524681;104.88072988159746;214.3582823542854;3896.2677818276184;155268.1311296061
126;266.25132191491673;5840.774704152973;1459.2657718429746;25087.50742961202;1780.2851546366358;37162.38977965279;105.15062470471625;216.22660624051275;3894.9688563320688;155019.17834462321
127;266.3343176239901;5760.4501070740225;1461.9258804698322;25981.908687022144;1779.3028466470234;37131.21727083002;105.60031573797912;234.41402749263756;3896.7569442117924;155116.6081418963
128;266.3357728504644;5698.263274841228;1462.0646421772228;25898.745075054063;1778.6725034483868;36896.30912652108;105.60924290753299;228.36326539724746;3894.6735335782137;155211.9870296839
129;265.46484871888623;5744.8482712359255;1461.5292643093649;25847.30959101485;1780.1555552260195;37107.42801109025;105.72809552371179;224.51273566868542;3896.4026558421424;155586.9206869778
130;265.12409387328853;5687.23015391825;1462.137480716399;25805.165920620006;1781.9449352888735;37341.02200133774;105.64152096947394;221.41697738580243;3897.8094386076104;155876.17953817334
131;265.39779532268085;5607.816319635338;1463.1432773081613;25704.14401256064;1781.4917668726453;37143.870781841906;105.50633166212185;220.46266640667025;3897.210141207561;155875.67344367126
132;265.40120749939706;5530.264419456573;1462.5847840944048;25525.63831819392;1780.1501862381242;37130.09719980521;105.34797161899918;221.1649246413469;3898.838333656335;155889.25773129286
133;265.5884462798699;5456.143501662147;1461.0862393948307;25578.504719937304;1779.7508120393331;36979.1123663482;105.17863533179163;219.4709154270269;3899.323713389158;155717.53932825054
134;265.31049042717603;5387.918821864996;1460.1593691258743;25559.28097786935;1778.722426213375;36992.55206600219;105.08406043523786;216.0226975313247;3901.648083315557;156328.34719388062
135;265.0070297292443;5328.8864352417095;1461.2420950735175;25549.416126641943;1780.2344052203573;37043.3881928632;105.07988781106722;212.41009565771586;3903.6763889659846;156814.24734881803
136;264.5137639453324;5291.02459055649;1461.0481269770114;25459.63925947222;1779.9635139062798;36917.26212623034;104.97825089773966;211.20686563443016;3904.2250269736232;156649.66145509403
137;265.2439496942329;5298.87980644322;1461.1759117568806;25379.755861346675;1779.9660993104383;36727.489756287374;104.58982805068734;228.79648171379557;3905.5303347008835;156969.37052231902
138;266.55000472086147;5416.571134498168;1460.3707795167477;25290.06462845586;1780.3096612335448;36681.524831990144;104.6639629454211;226.0389448160765;3905.8566353508404;156943.2030331008
139;266.6426428454798;5359.208378627778;1458.443859765556;25607.14793731356;1781.6450233803691;36916.81986203286;104.71238980841999;222.48061322196742;3905.1650000588434;156856.53076777724
140;266.86780450103254;5267.620896551158;1459.9052357095616;25862.762865449826;1781.7954961343962;36820.07281206935;104.71151922977414;219.21180713338475;3904.0250162561347;156575.26285032707
141;266.5075214766468;5229.540664625881;1459.148288516559;25847.899474145677;1780.524873152105;36968.76293830165;104.94174241463142;220.66016355715988;3905.413275475659;156748.9601943068
142;267.1190436186028;5196.771360355694;1460.392684970964;25955.856706906205;1782.2244032680549;37336.091857932726;105.05115215248453;218.52117436145946;3904.962076685083;156172.1908889318
143;266.8857495614468;5154.861063749435;1461.8228633712017;26177.324703262377;1781.3396875423168;37232.15582648397;105.19319724637961;218.6034382757005;3905.266039936356;156017.80178230375
144;266.6415401483199;5103.663069694216;1461.4863873872505;26074.628471167944;1780.1213437881017;37305.30080076269;105.41117562327707;219.3382548258379;3905.4380064004945;155867.09511838606
145;267.0693160083601;5048.230175856426;1461.823456498473;25933.47295090172;1780.6001951705564;37304.11844545353;105.60514447200107;220.00386972164262;3906.440035972043;155550.75155783293
146;268.53527274438215;5270.647837365246;1463.3271511736239;26270.860001588848;1781.6977330451562;37302.49945453505;105.34904120029867;226.4789822030978;3905.006205286383;155698.9357864121
147;269.14848506658575;5255.336218241235;1463.3573049362212;26130.520283642836;1781.5068133649468;37084.944603116994;105.35743717575876;222.79594986255458;3906.6787196292025;155886.90376241715
148;269.0884462367866;5149.2209332836655;1463.5900432294786;26063.714269084056;1781.0169497192994;36948.65520824949;105.33139708003705;220.37377903780424;3905.065058530242;155887.30770124006
149;270.8925399986054;5542.406285203009;1462.7090488357594;25949.711766326916;1781.9113243727368;36930.09548809793;105.37796208698028;217.15288825618921;3902.9025584712963;155977.6564092715
150;271.2987626473661;5502.0473910443225;1460.9874237779113;26191.059168949298;1782.6038680020554;36877.67347702557;105.23738808828044;217.24385247440853;3902.010790829204;155903.30691958277
151;270.75266483284236;5493.971796145888;1459.5878363040297;26313.336515425603;1783.370735439763;36897.49588119316;105.24104351118667;215.0734194044393;3902.5263090219087;155839.81212446734
152;271.1357130499573;5458.933014045042;1458.1112451201232;26521.047017169894;1783.9646863691944;36958.24250932965;105.07325624299966;215.76368293875367;3902.91471899135;155714.78948821482
153;270.6443142353346;5446.661398768004;1458.4077961528399;26459.770546486114;1783.2217902303519;36933.73704704868;105.2231551564699;215.44762025501407;3902.785683949636;155309.48188100144
154;270.19303436489764;5422.999152864068;1457.9352904828863;26376.80184340645;1783.9724235762726;36896.64256934446;105.21856884691978;212.0429745506845;3902.558764474652;155065.05930080693
155;269.90351517525863;5383.877015034439;1459.1730684579827;26569.43718577917;1784.0279986612786;36678.53002458159;105.32087842534428;209.49655692803523;3902.816634909631;154877.16791741605
156;269.4168800594657;5369.284679806509;1459.8747696780779;26554.167722766793;1782.855148050503;36762.49631005874;105.31017513535731;205.58785888381135;3902.928591921789;154533.10625191414
157;269.1405852781571;5305.65692947387;1459.0256408108826;26584.482984153714;1783.5371301945913;36761.61459376289;105.30564855630807;201.91663898993573;3902.6240050128845;154185.41432402164
158;268.8878668538464;5250.8359559010205;1459.4621664872361;26606.38657641434;1783.6644720817758;36706.90085886388;105.56089953137035;206.0174502502565;3903.1467234851484;154179.91701868668
159;268.4925244423089;5204.046194672808;1458.2700396006394;26760.50590378391;1782.4258522793837;36834.600770504636;105.79860816917687;210.7085429208239;3904.518130480321;153865.49231763268
160;268.1219856282287;5178.799879697587;1458.4748429561732;26675.0194609205;1783.020734013312;36832.90975698737;105.82288487826148;206.91416799650713;3906.341581144699;154241.06985044642
161;268.24906994344633;5110.5187746055735;1458.844032317367;26573.803424486414;1782.5132293068557;36755.70199198189;105.80997975031379;202.46886558024;3906.739255599482;153873.12099868097
162;268.5651859010482;5063.352132618111;1458.2613680796978;26527.267940284197;1782.7194071421022;36614.19589841579;105.60927217188392;206.97151307317625;3905.8729275663654;153779.1526752046
163;268.62100414642345;5013.497271449935;1459.3872429290968;26682.58618348331;1780.994681791835;37001.824076156525;105.34836793951727;215.30678247345728;3907.3140533449828;153902.49973572668
164;268.3022812620574;4970.0935709486475;1459.3534710088961;26413.75405116954;1780.6822635065125;36893.256588633674;105.480650550886;214.9422779804855;3908.2565482057325;153945.099077197
