estimate;effect;pert;sdom;vp;milieu;StdErr;DF;tValue;Probt
0.857755414;ldhp;;;;;0.423421745;170.120498;2.025770814;0.044350811
1.023832674;ldhp2;;;;;0.153216772;160.1865626;6.682249331;3.69583E-10
0.027406294;ldhp*st;;;;;0.006301641;194.9891034;4.349072893;2.20151E-05
0.6005637;ldhp*vp;;;FE2;;0.138396215;73.41466484;4.339451773;4.49229E-05
