"sp","Theta"
1,1.33830330417204
2,0
3,1.08918637937373
4,4.92277168433388
5,1.18408248253224
6,0.955955985026107
7,1.66858332962764
8,1.75582236290839
9,1.77669388863317
10,1.5633097240308
11,0.947272904221428
12,1.18469398580057
13,0
14,0
15,2.17482256906263
16,1.09764242070622
17,1.69771156017777
18,0.200994427740541
19,2.01227772618629
20,1.46552379165188
21,0
22,1.02378950389524
23,0
24,1.36639759967246
25,0
26,0
27,0.938428799024149
28,2.15982991470009
29,0
30,0
