"sp","Estimate"
1,4.69600108261857
1,-0.00963738246798128
1,0.0172249406677568
1,-0.00786622621928037
1,-0.00016806044189733
1,0.00871335395473444
1,0.000527405241108906
1,0.000244355408359003
1,-0.000748054530720156
1,0.00047025784255706
1,1.53529488990904e-05
1,-1.09832726892523e-05
1,3.60211519893684e-05
1,-2.54860581108686e-05
1,1.59627152950104e-06
1,0.398133543272085
1,0.00845647558779615
1,-0.0219748239015872
1,0.000113735364826566
1,-7.69055946929776e-06
1,0.448214573213153
1,-0.340359541459412
1,-0.0100675880688055
1,0.01544422333892
1,-0.000404873482311397
1,1.7310830073568e-05
1,-0.417873720798202
1,0.427144370907758
1,0.199153882066512
1,0.000163471694492733
1,1.07898920027088e-05
1,-2.74519517846501e-05
1,-8.00718840378815e-07
1,0.0216209337649627
1,-0.0228100107026931
1,0.0182526594780349
1,0.00475076848377786
1,8.83080567900928e-06
1,2.53712974367927e-06
1,-1.20553266031585e-06
1,-1.65752776405647e-08
1,0.000510578181775136
1,-0.000564720074205721
1,0.000437239844159888
1,1.06361826805128e-05
1,-0.00629119722916019
1,-6.19585769641914e-05
1,1.71557070818865e-05
1,-2.4552529878032e-06
1,4.99274576012806e-09
1,-0.000691812370849689
1,0.000549184881533612
1,-3.08827087987215e-05
1,-9.55731630751559e-07
1,1.51703309158241e-05
1,3.58624717106774e-06
1,4.1089184357518e-08
1,-9.31896850756492e-09
1,1.4859243030985e-09
1,-1.24714620460618e-11
1,4.37426210853292e-07
1,-3.6180080818152e-07
1,1.39744674703027e-08
1,5.08745993516904e-10
1,-8.91971358444252e-09
1,5.29504534808458e-12
2,0.151620236759842
2,-0.976807863254567
2,30.916767238366
3,0.201837463719208
3,-0.0934992338438638
3,0.0521544828087711
3,-0.000328687424540385
3,3.33930774670517e-05
3,3.02788319940737e-05
3,6.04168599248629e-05
3,0.00122071962372006
3,-7.55691901952692e-05
3,0.0346237210524486
3,-0.272431449335299
3,0.0576582152641122
3,-0.0011485717220461
3,-0.136729445438502
3,2.08378492122753
3,0.386713066518503
3,-0.108963566148268
3,0.00168125211345738
3,0.133010309526555
3,-2.71589812236371
3,3.88904732741301
4,18.5215968868558
4,0.136187879919599
4,0.0209642806350887
4,-0.00636542626474909
4,-0.000939322328389779
4,4.67114449451256e-05
4,-0.00811027143578837
4,-8.83488906937026e-05
4,3.76224339294743e-06
4,3.63212776959331e-06
5,0.172242952008539
5,-0.0103968499202183
5,0.0054539309801919
5,-0.000260244858698401
5,-1.66797091942084e-05
5,1.27049398996343e-05
5,-0.000684542367687324
5,-4.72756673867941e-05
5,6.50299190139048e-06
5,5.11634054595399e-05
5,-0.00348147360421827
5,9.76646754154054e-05
5,-9.782037390733e-05
5,0.000399886993259246
5,0.0520090067336308
5,-0.315214151674021
5,-0.00274653879718583
5,-8.65115378399555e-05
5,0.000103090718734198
5,-0.0965888607783593
5,1.10772054158595
5,0.201389770125296
5,0.00346235805322757
5,0.000102783586251219
5,0.000124900106587807
5,0.0522146293312986
5,-0.747948510478622
5,0.533472999224728
5,0.00236699381087226
5,0.000110203912247132
5,-5.29344410602492e-05
5,-5.28007470570756e-05
5,0.00029812474730526
5,-0.00172634144340088
5,0.000260443870330857
5,0.00498732463715935
5,0.00184206338484878
5,-7.94609648548454e-05
5,-5.77962745061528e-06
5,1.70767918162407e-06
5,0.0001314406714917
