row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col14;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col29;Col31;Col32;Col33;Col34;Col35;Col36;Col37;Col38;Col40
1;ldhp;;;;;0.0405903747716487000000000;-0.0024021965928343000000000;0.0000198241527685000000000;0.0016046162794953000000000;-0.0029745746100292000000000;-0.0010424417755516000000000;-0.0015292122754365000000000;0.0002753011742488000000000;-0.0013436206452146000000000;-0.0004739813205602000000000;-0.0012849561748560000000000;0.0009348236672931000000000;-0.0016749564870658000000000;-0.0002855798361962000000000;0.0007709727874566000000000;0.0004822002117081000000000;0.0001658836614757000000000;-0.0010077587054772000000000;-0.0047747737868491000000000;0.0001258987352924000000000;-0.0002213706689512000000000;0.0000167417411498000000000;-0.0002562815648423000000000;0.0000680954621112000000000;-0.0004559153225541000000000;-0.0193108367603807000000000;0.0002301405337083000000000;-0.0000032367997424000000000;-0.0000157019344170000000000;-0.0197520826610907000000000;-0.0200877221798458000000000;-0.0194354130530544000000000;-0.0197540559048815000000000;-0.0197583276923075000000000;-0.0189820915566360000000000;-0.0199533770983490000000000;0.0001899170435097000000000
2;ldhp2;;;;;-0.0024021965928343000000000;0.0012199485484991000000000;-0.0000127582764028000000000;-0.0009561734718891000000000;0.0000183551295769000000000;0.0000708023974963000000000;0.0000054482926745000000000;0.0000603460032739000000000;-0.0000184907508353000000000;0.0000223758515139000000000;-0.0000314626053975000000000;0.0000434468945647000000000;0.0000192452301884000000000;-0.0000809315256124000000000;-0.0000879667509346000000000;-0.0000870971688420000000000;-0.0000787777769053000000000;-0.0001057092590620000000000;-0.0000846160400106000000000;-0.0000641146120417000000000;-0.0000718951646743000000000;-0.0000509193300808000000000;-0.0000465014275446000000000;-0.0000156728142334000000000;0.0000465527938503000000000;-0.0000028456146992000000000;-0.0001806906488407000000000;-0.0000175955759580000000000;0.0000001862258633000000000;0.0000461663373054000000000;0.0000414084490749000000000;0.0000273392027137000000000;0.0000410536063751000000000;-0.0000233234901833000000000;0.0000007679177838000000000;-0.0000099382244662000000000;-0.0000053958392230000000000
3;ldhp*st;;;;;0.0000198241527685000000000;-0.0000127582764028000000000;0.0000007028460582000000000;0.0000071686946700000000000;0.0000020414670396000000000;0.0000023311943418000000000;0.0000034365315769000000000;0.0000029333946056000000000;0.0000023595302814000000000;0.0000008729874048000000000;0.0000025994765553000000000;0.0000000237593978000000000;0.0000016008441323000000000;0.0000038953815006000000000;0.0000000443303376000000000;0.0000005486539504000000000;-0.0000010851318986000000000;0.0000012878558748000000000;-0.0000002073108315000000000;-0.0000000187447927000000000;0.0000003833022243000000000;-0.0000005360894831000000000;0.0000004761323439000000000;0.0000000723055222000000000;-0.0000005503567530000000000;0.0000013270762729000000000;-0.0000022281766973000000000;-0.0000050888116487000000000;-0.0000000042616831000000000;-0.0000001906060156000000000;-0.0000021806691775000000000;-0.0000029457216677000000000;-0.0000042582837041000000000;-0.0000006212677320000000000;-0.0000010095836537000000000;-0.0000017097050787000000000;0.0000001522782212000000000
4;ldhp*rdhp;;;;;0.0016046162794953000000000;-0.0009561734718891000000000;0.0000071686946700000000000;0.0010963775965922000000000;0.0000020976263826000000000;-0.0000202392755303000000000;0.0000289314373364000000000;-0.0000149272725896000000000;0.0000223070257711000000000;0.0000099047500040000000000;0.0000272427235393000000000;-0.0000379563995359000000000;-0.0000044411435853000000000;0.0000490677498830000000000;0.0000750543655810000000000;0.0000594201313344000000000;0.0000773935770076000000000;0.0000814173191279000000000;0.0000803597255161000000000;0.0000319256249274000000000;0.0000517686126781000000000;0.0000307841023961000000000;0.0000401755319498000000000;0.0000064795752135000000000;-0.0000146897997542000000000;0.0000123228479577000000000;0.0001918187001881000000000;0.0000000477451533000000000;-0.0000002570354642000000000;0.0000042272355672000000000;0.0000266089685198000000000;0.0000316621785871000000000;0.0000281556349652000000000;0.0000507109474745000000000;0.0000443965011445000000000;0.0000569113617531000000000;0.0000038226164500000000000
5;ldhp*sdom;;1;;;-0.0029745746100292000000000;0.0000183551295769000000000;0.0000020414670396000000000;0.0000020976263826000000000;0.0136111639527871000000000;0.0081085264787904000000000;0.0077402444511137000000000;0.0057263703551173000000000;0.0064456501040915000000000;0.0044175532465038000000000;0.0044777233085038000000000;0.0033205863952032000000000;0.0028668717989193000000000;0.0005252250434932000000000;-0.0008690835459255000000000;-0.0002712153114195000000000;-0.0006787213803633000000000;0.0002872559394086000000000;-0.0014692686930002000000000;-0.0005963949247287000000000;-0.0005974197730234000000000;0.0002071083513390000000000;-0.0000673706477309000000000;0.0002612737695675000000000;-0.0000058937296744000000000;0.0005104737502535000000000;-0.0008005745699791000000000;0.0000149281987694000000000;0.0000011132062887000000000;0.0003864422033602000000000;0.0004244393456606000000000;0.0004598944183838000000000;0.0007216545204306000000000;0.0005980701533673000000000;0.0004750537061489000000000;0.0006877020316793000000000;-0.0012843463297339000000000
6;ldhp*sdom;;2EST;;;-0.0010424417755516000000000;0.0000708023974963000000000;0.0000023311943418000000000;-0.0000202392755303000000000;0.0081085264787904000000000;0.0106124021936477000000000;0.0068115746469628000000000;0.0056323097591594000000000;0.0058072754098187000000000;0.0043673130869083000000000;0.0041859778991683000000000;0.0036411591094335000000000;0.0027292325367460000000000;0.0009773776988712000000000;-0.0002720854041434000000000;0.0000003570096460000000000;-0.0000162329818135000000000;0.0003780039614405000000000;0.0004370569499573000000000;-0.0002623499080405000000000;-0.0003694585416157000000000;0.0003204157124295000000000;0.0000536608947554000000000;0.0003631693521791000000000;0.0001669562480952000000000;0.0007655429715881000000000;-0.0000818055618876000000000;0.0002230311882357000000000;-0.0000020206879684000000000;0.0010866913088552000000000;0.0011064088694840000000000;0.0011592611495404000000000;0.0013310654140865000000000;0.0006584824841007000000000;0.0009840883931245000000000;0.0012563535071168000000000;-0.0011013140111661000000000
7;ldhp*sdom;;2OUEST;;;-0.0015292122754365000000000;0.0000054482926745000000000;0.0000034365315769000000000;0.0000289314373364000000000;0.0077402444511137000000000;0.0068115746469628000000000;0.0106828555093392000000000;0.0050749275441687000000000;0.0055240872337030000000000;0.0039286036611222000000000;0.0039635343416488000000000;0.0031595106235175000000000;0.0026233731274020000000000;0.0009473552951316000000000;-0.0008706978325836000000000;-0.0003461592952938000000000;-0.0009208216317498000000000;0.0003528347451825000000000;-0.0008430593808946000000000;-0.0006583399005365000000000;-0.0006799168291552000000000;0.0001116722702326000000000;-0.0001061569169011000000000;0.0001739118728187000000000;-0.0000135831644367000000000;0.0000679682304145000000000;-0.0006462773977013000000000;-0.0002341385407225000000000;-0.0000001365514864000000000;-0.0000899717915043000000000;-0.0000624892611251000000000;0.0000311540893509000000000;0.0002651959955866000000000;0.0001382555084278000000000;0.0001675370431342000000000;0.0002183239867917000000000;-0.0009638646201557000000000
8;ldhp*sdom;;3EST;;;0.0002753011742488000000000;0.0000603460032739000000000;0.0000029333946056000000000;-0.0000149272725896000000000;0.0057263703551173000000000;0.0056323097591594000000000;0.0050749275441687000000000;0.0055675024696595000000000;0.0044809343383443000000000;0.0035393006331217000000000;0.0034171091266960000000000;0.0031965215338523000000000;0.0023846472820282000000000;0.0014764657926303000000000;-0.0001938074605430000000000;-0.0003251735153773000000000;-0.0002497831412103000000000;0.0004190776667180000000000;-0.0001178431767624000000000;-0.0007126734999201000000000;-0.0004631737253252000000000;0.0001424912008697000000000;-0.0000965647674684000000000;0.0001720664725287000000000;0.0000793999004039000000000;0.0000689358398222000000000;-0.0002257349139452000000000;-0.0001479747822896000000000;-0.0000023905784139000000000;-0.0000042607834301000000000;0.0000099570501959000000000;0.0000383114148695000000000;0.0002383100330799000000000;0.0000712909598273000000000;0.0000091068431427000000000;0.0001881201741145000000000;-0.0006456359541485000000000
9;ldhp*sdom;;3OUEST;;;-0.0013436206452146000000000;-0.0000184907508353000000000;0.0000023595302814000000000;0.0000223070257711000000000;0.0064456501040915000000000;0.0058072754098187000000000;0.0055240872337030000000000;0.0044809343383443000000000;0.0055992923454331000000000;0.0035286948962578000000000;0.0035757914358512000000000;0.0029392004494591000000000;0.0024533579408995000000000;0.0011836634768254000000000;-0.0004090056845013000000000;-0.0004181197546942000000000;-0.0007178379819892000000000;0.0003791676582645000000000;-0.0002955807872196000000000;-0.0005303531877828000000000;-0.0005992253989939000000000;0.0000933555192888000000000;-0.0001171715776572000000000;0.0001377463432966000000000;-0.0000185257531623000000000;-0.0000118631759807000000000;-0.0006474158853596000000000;-0.0000994553127059000000000;-0.0000002643140342000000000;-0.0001158941520387000000000;-0.0000506946661779000000000;-0.0000376858299512000000000;0.0002314057986910000000000;0.0001571066324503000000000;0.0000224343277656000000000;0.0002119057349741000000000;-0.0007631265213683000000000
10;ldhp*sdom;;4EST;;;-0.0004739813205602000000000;0.0000223758515139000000000;0.0000008729874048000000000;0.0000099047500040000000000;0.0044175532465038000000000;0.0043673130869083000000000;0.0039286036611222000000000;0.0035393006331217000000000;0.0035286948962578000000000;0.0036785066416556000000000;0.0028568828615417000000000;0.0028393240884964000000000;0.0022354516652506000000000;0.0014969682981006000000000;0.0001286370965962000000000;-0.0001483220887344000000000;0.0000406392313796000000000;0.0004835811478674000000000;-0.0000219637990986000000000;-0.0000503973845534000000000;-0.0001056883548756000000000;-0.0004688105035920000000000;-0.0001166330125330000000000;-0.0004040911976469000000000;0.0001143184540294000000000;0.0001372905280099000000000;0.0000241755751196000000000;-0.0002420688978243000000000;-0.0000014734740695000000000;0.0000707812093702000000000;0.0000108654471212000000000;0.0000712146813558000000000;0.0001364561498725000000000;0.0000236923624144000000000;0.0000855778001887000000000;0.0002070816563880000000000;-0.0004654122527351000000000
11;ldhp*sdom;;4OUEST;;;-0.0012849561748560000000000;-0.0000314626053975000000000;0.0000025994765553000000000;0.0000272427235393000000000;0.0044777233085038000000000;0.0041859778991683000000000;0.0039635343416488000000000;0.0034171091266960000000000;0.0035757914358512000000000;0.0028568828615417000000000;0.0033806875082772000000000;0.0025573334310444000000000;0.0021828109152785000000000;0.0014993218457447000000000;-0.0000168109251654000000000;-0.0000913515464748000000000;-0.0000705322228783000000000;0.0004966259383188000000000;-0.0000992402080948000000000;-0.0002167551200991000000000;-0.0003881683039064000000000;0.0000689897374051000000000;-0.0001207697188633000000000;0.0000985125624542000000000;-0.0000455164665482000000000;0.0000309812283231000000000;-0.0001486171084199000000000;-0.0000278374684634000000000;-0.0000003777758790000000000;-0.0001131754841085000000000;-0.0000653805593850000000000;-0.0000766489745637000000000;0.0001489744705893000000000;0.0000725852302520000000000;-0.0000055697150986000000000;0.0001533252443625000000000;-0.0004534117183011000000000
