ParameterEstimate
-10.83351446247
-7.5357342174547
-5.8213641609883
4.83839350738592
1.28847622817703
-3.7992259219674
5.92685628003175
6.38961159747284
-6.9515686286439
3.70242286462752
-15.33008654718
21.570764803803
0
0.01289074208356
-0.0148657469682
0.00029451934236
-0.6051961982782
-0.5886881112977
-0.580853114868
-0.5705772463718
-0.559596949188
-0.5099466294552
-0.5140642178961
-0.5120500294042
-0.1049374366436
-0.0975830913285
-0.1102244684192
-0.1550446606956
-0.2685720017327
-0.2281881697815
-0.2746046832391
-0.2567643748909
-0.4517757000459
-0.3990644380997
-0.4535554434342
-0.4433704474848
-0.1916760899327
-0.1065345946936
-0.1860319781293
-0.1897290104988
-0.1181515076547
-0.0988183237524
-0.0874063878406
-0.0802726814018
-0.4769143656787
-0.4739007044997
-0.3884990537332
-0.1328754867741
-0.003464418005
-0.11890195918
-0.2890752744934
-0.9455804436794
-3.774598736011
-0.9261341671789
-0.8863066694346
0.67713089510432
0.65257627257425
0.69447249083409
0.63011438976944
-0.3156777630722
-0.2546611540191
-0.2965117675039
-0.3105053510593
0.5227115780038
0.4988047358426
0.15734822339953
0.24142030329693
0.39291583801752
0.20729760193718
0.14639510813427
0.37978135453239
0.09861954168415
0.79096352223995
-0.4786105378075
0.24194990039846
9.09438292850411
9.04557378439493
8.7961063517042
8.69687490181635
8.28433933060306
8.095773541971
8.16171899877416
8.05293097338748
2.04048518424242
2.03465772337684
2.10778084718176
2.36718463980059
4.31327282898218
3.93144564049896
4.35969776381288
4.2954926843488
7.04474105676996
6.57103614177832
6.99755007434507
6.96204217492272
2.09701609803752
1.4839663167775
2.12123237230768
2.02095887717793
1.60633064962075
1.505719052307
1.3230692093611
1.13288359700451
8.43030988788081
8.28707678889597
7.87466086935327
2.5193607761163
0.68530309171638
2.39231040626297
7.0929209930571
13.9310569145755
50.1204173309302
14.0897953478705
13.3206916991491
-8.0604831115767
-7.5707113806892
-7.6447726913041
-7.3916153528073
5.05304138631099
4.54907313140595
4.96873893778536
5.33923848208454
-3.5432260644512
-3.3060834139184
-1.0803511971005
-1.5643256967484
-2.6263226110266
-1.3659528645144
-0.8574344215006
-2.475629962879
-0.5447207924966
-5.4834220961244
3.59143183227179
-1.5786474109812
