TrueTau1;EstTau1;UncorrVar1;CorrVar1;Samp1;Model1;TrueTau2;EstTau2;UncorrVar2;CorrVar2;Samp2;Model2;TrueTau3;EstTau3;UncorrVar3;CorrVar3;Samp3;Model3;TrueTau4;EstTau4;UncorrVar4;CorrVar4;Samp4;Model4;TrueTau5;EstTau5;UncorrVar5;CorrVar5;Samp5;Model5
226.4094480217604;272.1662482960342;8321.356642812689;3038.4183467819876;524.3755875344987;2514.042759247489;1111.040888500077;1060.569597023059;23256.751220417224;11530.519067699453;6468.719922203273;5061.799145496181;2010.277831526885;1948.0824070743395;37023.928319973755;23567.982148835705;19085.66930531727;4482.3128435184335;106.86667463549752;102.88653986850188;617.7902538683054;201.307515884897;53.3040179019042;148.00349798299277;3796.59633853541;3606.4108454797074;101573.95648901016;74868.87031538345;66348.75073688064;8520.11957850281
230.98281164274712;155.46050460192663;4281.062561488719;950.9153758184725;243.9397374275636;706.9756383909089;1153.040659502719;990.4672167751961;22879.192576320063;12245.508579864818;8882.127837023672;3363.3807428411455;1979.9320785002958;1630.421387463467;38238.993507891806;26956.411264286424;22743.427115211158;4212.984149075266;117.07731681535954;91.58952385349077;606.9408398529289;207.96951825952567;71.05852128605069;136.910996973475;3797.381033130774;3252.5630625445374;121151.25041237671;97862.3326980661;90569.33852311115;7292.994174954947
226.0113219688083;205.48920667885605;5840.223582792122;1760.5093394081332;320.39329950609056;1440.1160399020428;1127.7328506561769;1027.2851463253298;22768.230131784934;11512.041173823458;6477.365034697348;5034.67613912611;1990.1893507128034;1993.0943034713994;40715.40197591099;26867.641746422432;21418.369840477386;5449.2719059450465;117.89403654833323;102.92645277948992;611.6447502917911;182.9915311110291;56.92565752394345;126.06587358708566;3835.8436011688264;3640.5758962977784;107410.27320604488;80918.36414417806;72698.10537617902;8220.25876799904
239.03574293850008;233.44182853431235;7949.076594686472;2496.4337282602537;274.6787782883834;2221.7549499718702;1143.743111246198;1374.0431489933599;29576.745781889364;15145.106795410838;8593.574457621613;6551.5323377892255;1998.640137745833;2159.003318488357;40358.06443651314;25589.54593779435;18704.413577078863;6885.132360715488;113.61400478435516;113.01417859901812;729.6429225533109;265.20156483891054;51.352961226987205;213.84860361192335;3872.3559939858214;4245.253982837475;111537.91821994813;84340.45322135914;72883.3473174852;11457.105903873948
231.00643713878057;168.70894796581683;4423.398855201212;1406.0056390782556;210.46204334673754;1195.543595731518;1135.9834590356722;1179.3787738312549;28551.60571282419;15003.223479685548;8391.834194817662;6611.389284867886;1981.0323758834877;2239.117272846607;44106.25937873901;29069.952962999585;22365.498257540738;6704.4547054588475;113.58728920813137;128.76823227594153;876.147903694442;305.2149502127539;72.15977331293583;233.05517689981804;3823.033951442429;4259.9117043450315;124648.42884443133;96243.81961822478;85187.5955314809;11056.224086743881
233.64479877763176;222.705150526189;6566.057518463356;2300.795056807521;292.65299526227864;2008.1420615452425;1122.189387145226;1281.343920014093;28016.935401795447;14819.036735885762;8996.59095332004;5822.445782565723;1985.011109687248;1991.5929544732721;40267.71424110507;25871.280218011492;20408.524572239632;5462.75564577186;117.99619775749707;106.28181211430177;659.4263523579298;199.07552799879653;58.74128600209594;140.3342419967006;3869.8814258531856;3830.7039184341647;113380.14993350714;85072.43546191216;74580.35405487358;10492.081407038582
201.02820636785148;478.55347168363176;16912.916492767767;7982.696711157188;1163.4295005621068;6819.2672105950805;1106.8202245775612;1263.2452778498289;27131.18651059902;14006.70645927417;7108.183809082085;6898.522650192084;1964.3439301304518;2556.1612940864857;50253.739099362916;32860.80351182157;24873.175001453434;7987.628510368137;110.62022844981081;147.16158421020123;979.7594934069609;375.36752645543726;82.08742178146134;293.2801046739759;3821.3713107773196;4442.95045821599;113701.79910556668;86667.20538471387;75450.79494080039;11216.410443913483
216.55329177271378;242.33231800637103;7284.88515252957;2498.867771856527;421.9162151678847;2076.951556688642;1140.8251162221193;1081.6681600438467;24160.00280621431;12077.453974244652;7340.54568685457;4736.9082873900825;1967.2219749287;1803.6467413869323;37356.305286223884;23911.095923203353;19658.51059103536;4252.585332167993;109.26187420043826;111.34152143312924;735.1250759720853;255.11081526715031;73.14684103300708;181.96397423414322;3788.7487277391588;3422.215329464779;99267.73466117862;77795.18790316793;69916.5523620624;7878.6355411055265
234.11573139643863;230.3109326944495;7032.868082365875;2544.2736240006266;429.3409863025439;2114.9326376980825;1130.8833742167328;878.0401230791883;17262.747043166004;8333.607827472024;5412.245500008227;2921.3623274637957;1980.767258672792;1647.9969498269131;32634.17953652796;20552.077807271628;17231.20810930548;3320.869697966147;118.3562568843759;102.83237222546354;612.2421785987156;192.48752262063383;66.16772926475457;126.31979335587926;3865.6668129066807;2935.995953757394;79463.04540519221;60094.734367646684;54617.19698591482;5477.537381731861
222.8744396445526;232.47975050144612;6625.959314974138;2089.2231179173473;285.19143320624323;1804.031684711104;1177.4825337161035;1260.9909097580646;26238.84685107794;13865.968334146148;7825.780564528743;6040.187769617405;1995.1170974691884;2162.886042778135;42216.32795049003;27357.10918845376;20328.95091610859;7028.158272345168;117.54160529587415;125.43629953118668;725.8202079230977;273.56642021089124;67.57122846590049;205.99519174499073;3791.7220490768163;4232.231192282989;120923.3445234042;89796.20818612323;78192.37052240917;11603.83766371406
194.01352325169313;253.9732817398931;7708.9593323543195;2890.498657036971;466.72580502990786;2423.772852007063;1123.8252789827889;1019.9359495613293;22574.11738505326;11396.313838003121;6279.824443139494;5116.489394863627;1959.0331439740335;1889.6518584127064;37712.2713214042;24458.380928240487;19285.951039864172;5172.429888376315;110.3343730147594;126.21262996010728;823.0853346025146;329.33624786301044;88.45650118857769;240.87974667443274;3869.150762365499;3808.67744350234;113333.43148985915;87588.39229872904;78595.63867913032;8992.75361959872
233.5888020467548;294.51288702148526;10408.583560767247;4407.586271400333;433.842021649788;3973.744249750545;1159.553471447312;1145.2070253302395;24060.851588623453;11298.040968898324;6251.867884974594;5046.17308392373;2009.172326356295;2091.7699226231252;41147.541364230405;26133.827689988073;19963.08249737562;6170.745192612452;114.96903718363774;103.58811692406539;558.5402072229363;189.46637579569892;49.355798805335624;140.1105769903633;3818.0560007403337;3969.399419597006;105670.29240973447;80484.60697047516;70564.05635231514;9920.550618160021
231.52764447003688;214.2861730882362;6900.54896009816;2186.5934547851057;257.47343284778026;1929.1200219373254;1164.336128775713;1320.4018342060106;27583.5840945883;14227.138511230183;7861.6134832841435;6365.52502794604;2000.2671645044832;2366.666569955969;46383.24208100999;29105.69376630849;22376.977513149377;6728.716253159113;113.17500263438293;148.39597353722485;997.1696142873772;370.51956796288744;89.15532669014715;281.3642412727403;3805.6546991994;4358.33558779523;116155.5979058668;86508.26191866127;75811.63448012825;10696.627438533018
236.1578603777023;224.92696235293775;6056.460841320299;2305.196003489299;302.3545452586052;2002.8414582306937;1139.4197247625373;1222.2354197709392;25925.931639398477;12896.347188514294;8114.867038647098;4781.480149867197;1975.4309073532647;1996.6709785186636;40686.08149863404;25670.556405993902;19286.720889884673;6383.8355161092295;120.87955432748397;94.96590968848005;531.1779367914708;173.4462391742787;43.288443848034994;130.1577953262437;3810.370508246453;3649.5468275516178;93092.21364224692;71249.52605679698;64270.356279182604;6979.169777614385
219.6661793965791;233.06150974175807;6638.090338061949;1903.3370492125193;449.9812271111752;1453.355822101344;1148.3656259451561;1126.1811820051366;25618.447190406518;13719.10404306884;8664.161744721576;5054.942298347265;1973.5328462737996;1940.1434684656433;38706.24250016042;25161.444254538772;19949.20065437602;5212.24360016275;111.36787622020357;126.30600860851966;861.3637251547556;330.17259617006965;87.04083889055879;243.13175727951085;3846.51002798741;3746.576990547712;108132.62874635919;83598.68878299966;75916.7084516349;7681.980331364757
219.9949826038229;240.93885870782253;7318.946504891742;2515.323460678822;248.97754856686225;2266.3459121119595;1143.654123439775;1213.454836839085;23177.158864738765;10242.578667530926;5249.290262523276;4993.28840500765;1987.8794910331608;2209.728501221698;38016.84318243728;22562.33216957962;15441.54585184598;7120.78631773364;115.81390662521014;150.37163054848574;974.2535442636927;352.0042957240662;71.96889087413058;280.0354048499356;3784.197490834939;4247.190498113091;96200.43680521986;68569.83022665678;57477.83112372545;11091.999102931324
235.10427393546084;272.18189970197915;8820.055399145094;3493.5997347463162;620.8405677025079;2872.7591670438082;1151.3383384065228;1141.6586659758575;27205.23726220142;14285.662336013502;8480.369056322266;5805.2932796912355;1980.458597548835;2030.6317599051595;39656.09763361256;25587.40586541766;20800.976490237415;4786.429375180243;114.09202685347277;120.23319291107303;750.9910929370192;259.49113783072056;75.67965624335245;183.81148158736812;3836.677603834742;4020.6836519632443;123149.14966571411;96065.87962172269;85194.81242673048;10871.06719499221
