"sp","Estimate"
1,8.57237418699943
1,-0.0094794992193092
1,0.0210361227586224
1,-0.0205482735458313
1,-0.000108448409466551
1,0.0126132796194982
1,0.0018485104471944
1,0.00025992088831814
1,-0.00104550129092577
1,0.000653216979917384
1,-3.49616040637362e-05
1,-9.86062132282945e-06
1,4.94029572942083e-05
1,-3.4960073108285e-05
1,2.16020200054347e-06
1,0.713279653198559
1,0.0169450284909919
1,-0.0367322261120169
1,0.00139999102522469
1,-6.63883769876709e-05
1,0.725172145135666
1,-0.598103761061765
1,-0.0180196154069781
1,0.0260966484716032
1,-0.00172859263227251
1,7.7048581343687e-05
1,-0.64614540552475
1,0.62290121119611
1,0.404413891177971
1,-0.000146972760323684
1,-0.000265563619313425
1,-4.54765563274069e-06
1,-3.58498734837697e-06
1,0.0369854249099373
1,-0.0366408920049786
1,0.0372085256468254
1,0.00953126981462674
1,3.38333704704588e-06
1,-1.1475373746598e-06
1,-1.238773500872e-06
1,-6.49275695437467e-08
1,0.000849932378733504
1,-0.000878565726611375
1,0.000877564002043886
1,2.09252259171394e-05
1,-0.0103432674738776
1,-9.79912643553892e-05
1,3.92332613469393e-05
1,-5.31182762239728e-06
1,7.39215358269566e-08
1,-0.00121243754600309
1,0.000959631506064024
1,-3.54368859000569e-05
1,-1.1935617841614e-06
1,2.53232774255891e-05
1,5.86774885935873e-06
1,6.51679043500751e-08
1,-2.15676194342721e-08
1,3.34351646936943e-09
1,-6.33034183865844e-11
1,7.44525587574645e-07
1,-6.07116480469741e-07
1,9.91607516749112e-09
1,5.14482737886945e-10
1,-1.49035732820405e-08
1,8.84869032611308e-12
2,2.38861007632066
2,-0.963811400585261
2,0.494302745754402
2,-0.33468247302161
2,0.201549908618557
2,0.427021381280213
2,-11.3885347454286
2,-1.42267175965289
2,-7.97661087467931
2,885.803245610001
2,40.942890473301
2,10.8476249235225
2,45.1192979850909
2,-4514.9593936193
2,23375.4638804078
3,0.218362830979183
3,-0.09458275740723
3,0.0517158903824589
3,-0.000600052619299595
3,0.00012388069444711
3,4.21974800490292e-05
3,-0.00543240171208787
3,0.0036123189214366
3,-7.60074659925091e-05
3,0.0542464264400171
3,-0.237392366316106
3,0.0251544995809309
3,-0.000820103751456511
3,-0.188140881141588
3,2.06814467832106
3,0.297717485842063
3,-0.0560060971283819
3,0.000729175091252635
3,0.158964248386192
3,-2.34056884132075
3,2.99317669315848
4,22.9676767219512
4,0.177743416036698
4,0.0237909289849035
4,-0.00945318444263971
4,-0.00108499115979379
4,5.46283561665648e-05
4,-0.00996884998012261
4,-0.000104589121124741
4,5.03343073208954e-06
4,4.40292467329922e-06
5,0.209760007697904
5,-0.0168534828479212
5,0.0086047490111127
5,-0.000384037294148105
5,-3.33075328865096e-05
5,2.11493485867432e-05
5,-0.000898277709822747
5,-5.96697103137443e-05
5,1.0657072508171e-05
5,7.65585194092628e-05
5,-0.00327823641709786
5,-0.000334930180991954
5,-0.000144770545413177
5,0.000508022610212524
5,0.125104697973353
5,-0.336073181105142
5,0.00248639388512138
5,-8.33309443575523e-05
5,5.68853299131956e-05
5,-0.264455956723157
5,1.51875840202442
5,0.212713344689508
5,-0.000160983505782689
5,7.4895546564107e-05
5,0.00022929973610432
5,0.152285009837524
5,-0.995081374793215
5,0.685989215069027
5,0.00118344769182894
5,0.00112610486746636
5,-7.56107643607986e-05
5,-6.93936542287924e-05
5,-2.13589782253093e-05
5,0.000711721775025897
5,-0.00195048187465901
5,0.00696677209388773
