"sp","Estimate"
1,1.65185485351751
1,0.145619771394957
1,-0.0234719717036631
1,-0.0136710859976642
1,0.400410791001913
2,2.09186406372103
3,1.66316872430096
3,0.107220946257114
3,-0.0470854164203265
4,0.435298097075908
4,0.151766931885413
5,-1.10439882658007
5,0.108469135939707
5,0.0206551215517416
5,0.218602565123196
5,-0.0530407775203385
5,0.00460283083104982
6,1.75990359318042
6,0.165318682668411
6,-0.0400839916195206
7,1.3689630633109
7,0.115434215339577
7,-0.0270296752040743
8,8.90193717941788
8,0.135822883265242
8,-0.225258363182005
9,2.84825257844655
9,-0.0466813651411146
10,0.930770258782759
10,0.267419624392524
10,-1.43494604031415
11,2.07202776478211
12,1.57408899239144
12,0.141368123812139
13,1.72276659988912
14,6.38752461426852
14,0.0994063368460472
14,-0.00283515847830451
15,1.52514661501835
15,0.154912256855327
15,-0.085061499761038
16,3.81970077866492
16,0.0662723730559311
16,-0.0276288028042424
16,0.000605949087412868
16,0.0515126884922908
17,9.19691984966841
17,0.018586845109381
17,0.198610010885894
17,-0.00880831744684415
18,5.38714797674901
18,0.204593215528913
18,-0.145742987843844
18,-0.0280818944173677
18,-0.214590011057655
19,2.59876070973148
19,0.189418685974664
19,-0.0576357071660965
19,-0.0545100117325011
20,2.0918640616798
21,2.07217838683266
22,1.461362333899
22,0.151444166965804
22,-0.0196790962082997
23,2.53008278784327
24,8.18735335073855
24,0.0453250209121746
24,-0.00167445924245841
24,-0.0247905668537269
25,2.69719787711222
26,3.3357695763397
27,2.21206465972865
27,-0.071616060018594
27,0.0015944212543048
28,1.23193023339094
28,0.173179308595387
29,-5.0213484815195
29,0.0284075665623871
30,2.38535208010299
