"sp","parmEst"
1,6684.43665587156
1,0.581390840673227
1,5.15208335695408e-05
1,-1034.32987686716
1,-0.0908803424844862
1,161.212232149114
1,2.49352794858998
1,0.000969692022576192
1,-1.41055825941499
1,0.918646754371976
1,0.0699837251997791
1,7.12158095189064e-06
1,-0.0103669950138089
1,-0.000953061913797773
1,0.000204601845698037
1,0.22758763760744
1,1.30091895217521e-05
1,-0.0221824338839683
1,-0.0138413528159685
1,0.000599408512153883
1,0.0249814729303836
1,-0.121433127193384
1,-1.34014873192828e-05
1,0.0209356268252748
1,-0.001766733566992
1,-3.06058708242105e-05
1,3.61264828415829e-05
1,0.000177340710079226
1,0.0212335882121456
1,2.59528991310068e-06
1,-0.00358851819617288
1,6.28699433352004e-05
1,1.02844337082351e-05
1,-8.06031502322406e-05
1,1.28791860389398e-05
1,0.000146869665083463
1,2.8110046915388
1,0.000178998826431808
1,-0.382967082391267
1,-0.0424415260526729
1,0.000776709052569559
1,-0.000130347341228828
1,-0.00039363920761742
1,-0.00042479222748855
1,0.0613930742933671
1,2.88953893959368
1,0.000181882269638252
1,-0.383214104003419
1,-0.0543734187637436
1,0.000457438920104674
1,-7.29254018727048e-05
1,6.4444076525268e-05
1,1.76877190953252e-06
1,0.0291977579287452
1,0.0533773869993473
1,-0.0670413991915453
1,-7.83111704796916e-06
1,0.0124278074198298
1,-0.00187865183487168
1,8.77802631052982e-08
1,1.86451240660478e-05
1,1.08976391990296e-05
1,-3.39709533363234e-06
1,0.000192698380769196
1,0.000204771178694054
1,3.69892455439192e-05
1,-2.79280162997619
1,-0.000176851957776047
1,0.370859523945832
1,0.0524253066492528
1,-0.000535875510474421
1,-0.00123438235819598
1,-0.000227750291608251
1,0.000228501084963292
1,-0.0575097856997001
1,-0.0529976858442705
1,-0.000170885802314083
1,0.0973606891961364
2,118.179313276776
2,-0.0308096823510963
2,0.00539944806179736
2,0.0117909578078258
2,-2.4946140992268e-06
2,1.21264561788872e-06
2,-17.9787999101765
2,0.00295469552834502
2,-0.00182234148456185
2,2.76824512512314
2,-0.685649339946166
2,2.33848544679545e-05
2,-4.65227690141358e-05
2,0.0767113151845576
2,0.0284319646149209
2,-0.00515362174885015
2,-4.77917937798541e-05
2,4.99360401287794e-07
2,0.000417901953032141
2,-3.53980587401106e-06
2,0.000786460987951281
2,0.00749194777595434
2,-6.98115057035962e-05
2,1.24266301029555e-06
2,-0.00134136566310681
2,6.36516557634865e-05
2,-0.000152757785714166
2,0.00168682156423979
2,-0.00338549850118744
2,0.000105066475514522
2,-9.61566681519358e-07
2,0.000753403417590678
2,-0.000480647048325098
2,0.000624146020636427
2,0.000233528828839495
2,0.00467900039486234
2,0.00195995229800276
2,4.21499612794725e-06
2,5.93723983442723e-08
2,-0.000157218887874811
2,-0.000103498081498827
2,5.53979720969959e-06
2,-1.10829319001943e-06
2,1.21075065859135e-05
2,4.40490404772474e-05
2,-0.000476106460416643
2,1.27656636519176e-05
2,4.95906440972403e-07
2,-0.00121002576882778
2,0.000832438152252295
2,-0.000161995296514133
2,-7.16202627353806e-05
2,3.56748566624517e-05
2,-0.000383738003875739
2,0.00420589043137391
2,-0.00136268625331554
2,5.50837529243991e-06
2,-1.20422405547099e-07
2,0.000184411133887257
2,1.74380974649584e-05
2,1.684739368683e-06
2,5.2411293911825e-06
2,-6.94777390778207e-06
2,3.87232157152023e-06
2,-1.51200304386835e-05
2,8.38389084223394e-06
2,0.23023779971465
2,0.00045897777983648
2,2.06532009363401e-05
2,-0.0352656314674902
2,-0.00335384976452579
2,-7.09291616596283e-05
2,-9.90262780940797e-05
2,-0.000142351416848227
2,0.000158559588747759
2,-0.00219155824430673
2,-9.02334207524331e-06
2,0.0292274179657134
2,0.288146631503362
2,0.000181677027942529
2,2.66254447533719e-05
2,-0.0445017274137267
2,-0.00332005877959238
2,-0.000167825425019213
2,-5.2818767468729e-05
2,0.000159449849726026
2,0.0001051572308975
2,-0.00121096843475751
2,1.79216831773393e-06
2,0.0216010616486906
2,0.0232794518585368
2,0.0260149995889958
2,-0.000142383097930588
2,2.61249630141433e-06
2,-0.00349069538185335
2,-0.000671538017280639
2,0.000117361868168994
2,-9.60174536117867e-06
2,1.86334212672693e-05
2,-3.8646118640914e-06
2,-1.47482982434005e-05
2,-2.21223978081204e-05
