row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5
1;ldhp;;;;;0.1157659514463800000000000;-0.0344711878490984000000000;0.0001179740797493000000000;-0.0204179795870992000000000;-0.0187588313640216000000000
2;ldhp2;;;;;-0.0344711878490984000000000;0.0127661502577307000000000;-0.0001985944582399000000000;0.0019370598890980000000000;0.0017912409520391000000000
3;ldhp*st;;;;;0.0001179740797493000000000;-0.0001985944582399000000000;0.0000263251229955000000000;-0.0000284591650444000000000;-0.0000964864512274000000000
4;ldhp*milieu;;;;0;-0.0204179795870992000000000;0.0019370598890980000000000;-0.0000284591650444000000000;0.0318350937153721000000000;0.0154242326066118000000000
5;ldhp*milieu;;;;2;-0.0187588313640216000000000;0.0017912409520391000000000;-0.0000964864512274000000000;0.0154242326066118000000000;0.0198727219434461000000000
