PopSize;speciesRichness;averageSpecies;scale1;scale2;Simpson;Sorensen;Nestedness;SimpsonCorr;SorensenCorr;NestednessCorr
400;40.0;15.0;0.5;0.5;0.9819811903695599;0.9861005279263068;0.0041193375567468715;0.21413785409072955;0.26184329584588006;0.04770544175515051
500;100.0;50.0;0.5;0.5;0.9829710378636393;0.9855539107545029;0.0025828728908636744;0.18758231883701176;0.2143871154475049;0.026804796610493148
500;80.0;38.0;0.5;0.5;0.980764172823566;0.984195598701793;0.003431425878226979;0.16939748537540755;0.19941977421547866;0.030022288840071104
500;60.0;31.0;0.5;0.5;0.9768518788019909;0.9819461517245137;0.005094272922522847;0.14442177628926267;0.17868484238246457;0.0342630660932019
500;40.0;21.0;0.5;0.5;0.9794527482581991;0.9842818509809321;0.00482910272273307;0.16013901274222161;0.20030893075196357;0.040169918009741956
600;100.0;48.0;0.5;0.5;0.9862242464085592;0.9882984393887223;0.002074192980163092;0.1926614215839047;0.219682086727085;0.0270206651431803
600;80.0;41.0;0.5;0.5;0.9825267427582466;0.9854554649874581;0.002928722229211478;0.15784820061654273;0.18423805768321294;0.026389857066670214
600;60.0;33.0;0.5;0.5;0.9802721822659615;0.9841505453817356;0.003878363115774164;0.14209690302642747;0.17148506474017736;0.02938816171374989
600;40.0;20.0;0.5;0.5;0.9835971959672338;0.9874330479158422;0.0038358519486083598;0.16658607108197074;0.20755211187837844;0.0409660407964077
700;100.0;53.0;0.5;0.5;0.9864697546112083;0.9885117978667141;0.002042043255505721;0.1723977913805379;0.19733206419795762;0.024934272817419723
700;80.0;37.0;0.5;0.5;0.9870402146976852;0.989388998018828;0.0023487833211427445;0.17871563591238218;0.21036329486286798;0.031647658950485796
700;60.0;36.0;0.5;0.5;0.9823649539363685;0.9860951846097341;0.003730230673365642;0.1373047671463043;0.16848319745004284;0.03117843030373854
700;40.0;18.0;0.5;0.5;0.9888389608032181;0.9913872136298088;0.002548252826590658;0.2020016382382939;0.24748408805537173;0.04548244981707783
800;100.0;49.0;0.5;0.5;0.988431338335369;0.9902917380250933;0.0018603996897242903;0.17600599042402135;0.20319526500359794;0.027189274579576594
800;80.0;41.0;0.5;0.5;0.9883652735047016;0.9904316619586478;0.002066388453946244;0.17517200495556598;0.20557899270275928;0.030406987747193304
800;60.0;29.0;0.5;0.5;0.9878883208808494;0.9902106868620041;0.0023223659811546504;0.16937473874408382;0.20183930213449508;0.03246456339041126
800;40.0;22.0;0.5;0.5;0.9892758187048035;0.9916700724205159;0.0023942537157123356;0.18740017056268432;0.22935994189109532;0.041959771328411
900;100.0;56.0;0.5;0.5;0.9887360829799161;0.990450796777019;0.0017147137971028625;0.16322514045633638;0.1873160316620061;0.024090891205669734
900;80.0;41.0;0.5;0.5;0.9890216730095959;0.990965617453966;0.0019439444443701825;0.16680331137825935;0.1959809778876528;0.029177666509393463
900;60.0;28.0;0.5;0.5;0.989563377001287;0.9916893172412408;0.0021259402399537164;0.17403372619224572;0.2095931604179995;0.03555943422575378
900;40.0;21.0;0.5;0.5;0.9865339319786498;0.989949888548195;0.0034159565695451866;0.1400080746551935;0.17958274485819187;0.039574670202998374
1000;100.0;47.0;0.5;0.5;0.9924585308313713;0.993552761285379;0.0010942304540076941;0.20835991882747867;0.23559691977100916;0.027237000943530487
1000;80.0;37.0;0.5;0.5;0.9923915150201293;0.9936991835667554;0.0013076685466260063;0.20689331602012495;0.23978605948325823;0.032892743463133284
1000;60.0;28.0;0.5;0.5;0.9913906631210844;0.9930779739529885;0.0016873108319040986;0.1871940331327365;0.22295861816015353;0.03576458502741703
1000;40.0;19.0;0.5;0.5;0.9881618535946622;0.9912785872855975;0.003116733690935236;0.14306185406251518;0.1852169984720762;0.04215514440956103
20;100.0;50.0;2.0;2.0;0.7894495412844037;0.8133767025818256;0.023927161297421895;0.27269846300110917;0.30354297852970186;0.030844515528592686
20;80.0;37.0;2.0;2.0;0.8021390374331551;0.8294930875576036;0.02735405012444858;0.28846153846153844;0.32727272727272727;0.038811188811188835
20;60.0;27.0;2.0;2.0;0.8100152905198776;0.8338626107304028;0.023847320210525158;0.29891381012836793;0.3341817938241007;0.03526798369573275
20;40.0;20.0;2.0;2.0;0.7997852925389157;0.8180931480126798;0.018307855473764123;0.28544061302681994;0.3102172907998151;0.024776677772995137
30;100.0;54.0;2.0;2.0;0.838817159516868;0.8569580484198854;0.01814088890301746;0.2575776953574626;0.2854065365913707;0.027828841233908108
30;80.0;40.0;2.0;2.0;0.8454929769534979;0.8636992481203007;0.018206271166802845;0.2672989868506144;0.2969864940329686;0.029687507182354245
30;60.0;28.0;2.0;2.0;0.8456402199528672;0.8674536256323777;0.02181340567951051;0.26751988071570576;0.3037675682059761;0.03624768749027035
30;40.0;20.0;2.0;2.0;0.8421757770632369;0.8623027469316189;0.020126969868382028;0.26239772917014526;0.29452629057372137;0.03212856140357612
40;100.0;49.0;2.0;2.0;0.8864486545191264;0.8984294889092773;0.011980834390150963;0.28074600626767565;0.3066480004420948;0.02590199417441913
40;80.0;34.0;2.0;2.0;0.8948427065733365;0.9064457249203679;0.011603018347031369;0.2984810262465783;0.3263494272423879;0.027868400995809617
40;60.0;31.0;2.0;2.0;0.8698667841021689;0.8868358066060316;0.016969022503862674;0.2504993500523129;0.2815244810503601;0.031025130998047212
40;40.0;18.0;2.0;2.0;0.8836376045043508;0.9039707124753591;0.02033310797100829;0.27520059514320633;0.3200398803589232;0.044839285215716895
50;100.0;50.0;2.0;2.0;0.9048558242278412;0.9146798726565264;0.009824048428685228;0.27557995651077016;0.3001230297824926;0.02454307327172245
50;80.0;40.0;2.0;2.0;0.8984851672627814;0.9129728998511972;0.014487732588415847;0.2614645196840752;0.295589587865162;0.03412506818108679
50;60.0;31.0;2.0;2.0;0.8924316748423265;0.9091312712742341;0.01669959643190755;0.24916846018391703;0.28581398594891355;0.03664552576499652
50;40.0;21.0;2.0;2.0;0.8937003814826271;0.910924877964491;0.01722449648186386;0.2516621664779491;0.290306593058634;0.0386444265806849
60;100.0;47.0;2.0;2.0;0.9231223462587521;0.9318748131167148;0.008752466857962715;0.2858448919886111;0.31316886901472135;0.027323977026110224
60;80.0;38.0;2.0;2.0;0.9209640262271841;0.930848424708509;0.00988439848132494;0.27975453517790816;0.30972574753915677;0.02997121236124861
60;60.0;31.0;2.0;2.0;0.9114257018508776;0.9232776834168772;0.011851981565999647;0.25539756355790233;0.28629234267216463;0.030894779114262305
60;40.0;21.0;2.0;2.0;0.8962335374549115;0.9183471401696426;0.022113602714731062;0.2235427041051178;0.2726738203733647;0.04913111626824687
70;100.0;46.0;2.0;2.0;0.9349860654714862;0.942356629172045;0.007370563700558774;0.2912299340528355;0.31837721320258666;0.02714727914975118
70;80.0;40.0;2.0;2.0;0.9248584944354816;0.9338357450701852;0.00897725063470356;0.2601709191326354;0.2873707998369948;0.027199880704359414
70;60.0;28.0;2.0;2.0;0.9302096985583224;0.9395678010182369;0.00935810245991453;0.275791723333981;0.3075815664683513;0.03178984313437028
70;40.0;19.0;2.0;2.0;0.9205407389283092;0.9360649686231082;0.015524229694798941;0.24868625442046471;0.29493591383842377;0.046249659417959055
80;100.0;52.0;2.0;2.0;0.9324281915332904;0.940307436400645;0.007879244867354585;0.2564927393998873;0.28254345448048634;0.02605071508059903
80;80.0;38.0;2.0;2.0;0.9414378266230843;0.9480979062223532;0.006660079599268953;0.28668069305455385;0.31350560702096536;0.026824913966411512
80;60.0;28.0;2.0;2.0;0.9333090820904572;0.9437599059256608;0.010450823835203682;0.2591844294036435;0.2955378728445861;0.0363534434409426
80;40.0;19.0;2.0;2.0;0.9308965021131194;0.9434645872032075;0.01256808509008811;0.2519316176917929;0.29438364732954964;0.04245202963775674
90;100.0;47.0;2.0;2.0;0.9410989384770192;0.9487059230095158;0.007606984532496641;0.26202436242961374;0.2912875586898938;0.029263196260280067
90;80.0;40.0;2.0;2.0;0.9366845262464621;0.9461855592117705;0.009501032965308354;0.24741521578657838;0.28094768547946924;0.033532469692890865
90;60.0;29.0;2.0;2.0;0.942002858085083;0.9496430343985034;0.007640176313420399;0.2652128969961066;0.29531396549881866;0.030101068502712047
90;40.0;20.0;2.0;2.0;0.9408172851103804;0.9496230294722413;0.008805744361860879;0.26104522351101267;0.29522693373108894;0.03418171022007627
100;100.0;48.0;2.0;2.0;0.9472271126760563;0.9536403356145845;0.006413222938528196;0.2641553436192019;0.2914884061739192;0.02733306255471729
100;80.0;41.0;2.0;2.0;0.9419581117495259;0.9503569882507881;0.008398876501262142;0.24504298674420846;0.27686959672735084;0.03182660998314238
100;60.0;29.0;2.0;2.0;0.9491807384087007;0.9573721050617812;0.008191366653080512;0.2719603511811104;0.30995285527955285;0.03799250409844246
100;40.0;22.0;2.0;2.0;0.9390583259127337;0.9501422879908936;0.01108396207815987;0.23558074920067573;0.27596125235560554;0.0403805031549298
200;100.0;48.0;2.0;2.0;0.9732704271220408;0.9764847045283411;0.0032142774063003143;0.2669253001232097;0.2934136186559996;0.02648831853278988
200;80.0;38.0;2.0;2.0;0.9746658880453825;0.97817148837557;0.0035056003301875416;0.2778347980515237;0.30944779472626227;0.03161299667473855
200;60.0;29.0;2.0;2.0;0.9720922178557857;0.9762697445377876;0.004177526682001886;0.2583379458185318;0.29148512143178135;0.033147175613249535
200;40.0;21.0;2.0;2.0;0.9669992325402916;0.973616506844946;0.006617274304654419;0.2266187050359712;0.2695530784982361;0.04293437346226492
300;100.0;49.0;2.0;2.0;0.983212073204793;0.9851470007393078;0.001934927534514852;0.2808053254209605;0.3066035773317145;0.025798251910754022
300;80.0;39.0;2.0;2.0;0.9819400789657041;0.9844368360237077;0.0024967570580035625;0.26604149869157717;0.29661437373512406;0.030572875043546888
300;60.0;28.0;2.0;2.0;0.9820266189942605;0.9848226160176026;0.0027959970233421005;0.2669977168352441;0.30196035223387907;0.03496263539863498
300;40.0;20.0;2.0;2.0;0.9791491519543083;0.983260751953805;0.004111599999496729;0.23842280816053316;0.28140215111787;0.042979342957336825
400;100.0;51.0;2.0;2.0;0.9860407749074954;0.9877111540160873;0.0016703791085919129;0.26100333065333;0.2866686364318255;0.025665305778495517
400;80.0;38.0;2.0;2.0;0.9856031749271299;0.98766854047534;0.0020653655482101296;0.25500938859068406;0.28595247574089216;0.030943087150208104
400;60.0;30.0;2.0;2.0;0.9858636440768945;0.9879936821237633;0.002130038046868732;0.25854413451556973;0.29150743277897617;0.03296329826340644
400;40.0;19.0;2.0;2.0;0.9863514605971593;0.9889079847136714;0.0025565241165120822;0.26542941595971775;0.3083293050690111;0.04289988910929332
500;100.0;52.0;2.0;2.0;0.9878917990155535;0.9894183454803581;0.0015265464648046567;0.24605381295964807;0.27220469946866643;0.026150886509018367
500;80.0;37.0;2.0;2.0;0.9890117762586572;0.9905481861645605;0.0015364099059033132;0.2647199817041317;0.2953772775493441;0.03065729584521243
500;60.0;29.0;2.0;2.0;0.9884022147440606;0.9902188192144773;0.0018166044704166495;0.25422858103662077;0.2882301788668254;0.03400159783020462
500;40.0;20.0;2.0;2.0;0.9882758780357929;0.9905212294324811;0.0022453513966882443;0.2521558115054588;0.29477922161117326;0.042623410105714465
600;100.0;47.0;2.0;2.0;0.9910643437121027;0.9921943797790623;0.0011300360669596055;0.26991524819007895;0.29760946615573414;0.027694217965655188
600;80.0;42.0;2.0;2.0;0.9899619997393038;0.9913234122123439;0.0013614124730401134;0.24740625328436647;0.2758043239503088;0.028398070665942327
600;60.0;26.0;2.0;2.0;0.9913969969841279;0.9927136850243089;0.0013166880401810355;0.2775236064438057;0.3123108069685838;0.03478720052477813
600;40.0;20.0;2.0;2.0;0.9903655665686848;0.9922747315125906;0.0019091649439058056;0.255203105236824;0.2997939934677435;0.0445908882309195
700;100.0;46.0;2.0;2.0;0.9923571524322966;0.9932733825859567;9.16230153660047E-4;0.2705921507019421;0.29671301970019326;0.026120868998251168
700;80.0;39.0;2.0;2.0;0.9921961324412699;0.9932574121801148;0.0010612797388448447;0.2664651183943747;0.29621505665027736;0.029749938255902664
700;60.0;34.0;2.0;2.0;0.990626746368441;0.9920956976976022;0.00146895132916125;0.23192815860536484;0.2639534137268979;0.032025255121533064
700;40.0;20.0;2.0;2.0;0.9909554595489729;0.9927339383421903;0.001778478793217353;0.23840847404804652;0.28076202014671375;0.04235354609866723
800;100.0;53.0;2.0;2.0;0.9921743852248684;0.9931981180228768;0.001023732798008381;0.24067763938613276;0.26742359885539996;0.026745959469267194
800;80.0;39.0;2.0;2.0;0.9924448396542865;0.9935213384941736;0.00107649883988703;0.24721450247288415;0.2771339566998711;0.02991945422698697
800;60.0;28.0;2.0;2.0;0.9929218782113843;0.9940403631013375;0.0011184848899531419;0.2596437198325131;0.29427804210396097;0.03463432227144786
800;40.0;22.0;2.0;2.0;0.9915971544174558;0.9932048989136363;0.0016077444961805076;0.2278101162041367;0.26762038336816324;0.03981026716402655
900;100.0;50.0;2.0;2.0;0.9935596291413996;0.9943737858841938;8.141567427941698E-4;0.25530047529837563;0.28199824369479637;0.02669776839642074
900;80.0;42.0;2.0;2.0;0.9930208024448902;0.9940184792026789;9.976767577887236E-4;0.24022799987762558;0.2696957738846992;0.029467774007073594
900;60.0;31.0;2.0;2.0;0.9928034495031185;0.9939969743176333;0.0011935248145148458;0.2346359052884582;0.2689852597186898;0.0343493544302316
900;40.0;20.0;2.0;2.0;0.9928603709270514;0.9942760485551583;0.001415677628106904;0.23607530644936459;0.27850446889791364;0.04242916244854905
1000;100.0;50.0;2.0;2.0;0.9944750539125345;0.9951576465253719;6.825926128373183E-4;0.26470289928568325;0.2912939820038834;0.026591082718200154
1000;80.0;39.0;2.0;2.0;0.9942206095317146;0.995055107528573;8.344979968583077E-4;0.2559840762644153;0.28696603376026586;0.030981957495850587
1000;60.0;32.0;2.0;2.0;0.9929261098657356;0.9941330930301335;0.0012069831643979345;0.21919522014393525;0.2531155133811561;0.03392029323722087
1000;40.0;16.0;2.0;2.0;0.9949614948887605;0.9959255912437641;9.640963550036075E-4;0.2831248980820612;0.32834913152545847;0.045224233443397266
