PopSize;speciesRichness;averageSpecies;scale1;scale2;Simpson;Sorensen;Nestedness;SimpsonCorr;SorensenCorr;NestednessCorr
300;40.0;4.0;1.0;5.0;0.9873891745273471;0.9916701764237915;0.004281001896444425;0.34296099951486686;0.44248397402434697;0.09952297450948011
400;100.0;15.0;1.0;5.0;0.9919919527440034;0.9933456429015604;0.0013536901575569305;0.38247664087310274;0.42738936000875877;0.04491271913565603
400;80.0;15.0;1.0;5.0;0.9911344728617518;0.9928332955443828;0.001698822682630996;0.35855588101394126;0.4092176485102129;0.05066176749627166
400;60.0;9.0;1.0;5.0;0.9916440381887993;0.993353790703733;0.00170975251493366;0.3724014130305055;0.42769123016400384;0.05528981713349834
400;40.0;7.0;1.0;5.0;0.9909033905271654;0.9930291959894886;0.002125805462323216;0.35260638916854115;0.41598247176943637;0.06337608260089522
500;100.0;15.0;1.0;5.0;0.9932452806913543;0.9943739593876214;0.0011286786962670936;0.3703478809990235;0.41416991108310286;0.043822030084079366
500;80.0;13.0;1.0;5.0;0.9936110678853398;0.9947530189431448;0.001141951057805013;0.3835086291793072;0.43128279184392615;0.047774162664618924
500;60.0;10.0;1.0;5.0;0.9926897962480951;0.9941569524222272;0.0014671561741321781;0.35198761020701436;0.40496530208793763;0.05297769188092327
500;40.0;6.0;1.0;5.0;0.9931444035487793;0.9948113920079324;0.0016669884591531403;0.36687419228724594;0.4340433168948462;0.06716912460760027
600;100.0;16.0;1.0;5.0;0.9946185899222637;0.9955236926226916;9.051027004278733E-4;0.38121990269289346;0.4257256761498265;0.04450577345693302
600;80.0;11.0;1.0;5.0;0.994464084977436;0.995501753693877;0.0010376687164409537;0.3745290867903783;0.42452541270148175;0.04999632591110348
600;60.0;12.0;1.0;5.0;0.9940435752435554;0.9951690589392088;0.001125483695653462;0.35744478258328366;0.4071134603988993;0.049668677815615625
600;40.0;6.0;1.0;5.0;0.9939991074621858;0.995472746939448;0.0014736394772622008;0.3557280510886814;0.4229487440917682;0.0672206930030868
700;100.0;18.0;1.0;5.0;0.9952574080577615;0.9960100094468006;7.526013890390981E-4;0.37483831044423155;0.41630395775701323;0.041465647312781684
700;80.0;10.0;1.0;5.0;0.9954927587773892;0.9963494195577097;8.566607803205395E-4;0.3868955461980804;0.4381382518556831;0.051242705657602694
700;60.0;10.0;1.0;5.0;0.994884195970111;0.9959677753993358;0.001083579429224768;0.35717621229414354;0.41373736454398125;0.05656115224983771
700;40.0;6.0;1.0;5.0;0.9949273471213802;0.996269257793087;0.0013419106717067475;0.35913341076945204;0.43277875505377417;0.07364534428432212
800;100.0;17.0;1.0;5.0;0.9957812412790169;0.9964881743165436;7.069330375266691E-4;0.37110532112655853;0.41499271974667357;0.04388739862011504
800;80.0;11.0;1.0;5.0;0.9958322704096237;0.996691496199947;8.592257903232703E-4;0.3739619420457307;0.42959117984990103;0.05562923780417034
800;60.0;7.0;1.0;5.0;0.9959989289676012;0.9968824836412352;8.835546736339905E-4;0.38360362059211767;0.444265501359783;0.06066188076766532
800;40.0;7.0;1.0;5.0;0.9951122002514725;0.9962948341802494;0.0011826339287769327;0.33729963156638654;0.40199743662215204;0.0646978050557655
900;100.0;14.0;1.0;5.0;0.9963556847213185;0.9970016768262885;6.459921049699613E-4;0.3779374907409748;0.42493464337286097;0.04699715263188614
900;80.0;12.0;1.0;5.0;0.9962112237610101;0.9969052915593438;6.940677983336974E-4;0.36880859623666484;0.4171982595998786;0.048389663363213764
900;60.0;10.0;1.0;5.0;0.9960971843250109;0.996890530557421;7.933462324101193E-4;0.3619060190316468;0.4160381404030976;0.05413212137145079
900;40.0;5.0;1.0;5.0;0.9960635911793517;0.9971679032187437;0.0011043120393919859;0.3599213966713059;0.43896939378372773;0.07904799711242183
1000;100.0;14.0;1.0;5.0;0.9967527400159668;0.9973118114654029;5.590714494361215E-4;0.3803844101975185;0.4259456830281675;0.04556127283064898
1000;80.0;13.0;1.0;5.0;0.996587016139062;0.9972079979841022;6.209818450402249E-4;0.3686858711210129;0.41668236894977584;0.04799649782876292
1000;60.0;9.0;1.0;5.0;0.9964796769277964;0.997254028210912;7.743512831156485E-4;0.36148326892082294;0.4207396975458136;0.05925642862499064
1000;40.0;5.0;1.0;5.0;0.9965325727420163;0.9974729238433309;9.403511013145183E-4;0.3649973295848439;0.44116234856111436;0.07616501897627048
20;100.0;83.0;5.0;1.0;0.5539772727272727;0.5946294861864188;0.04065221345914605;0.11048158640226628;0.1279231239237905;0.017441537521524206
20;80.0;67.0;5.0;1.0;0.5545040308447249;0.5845726425886583;0.030068611743933382;0.11069129582983486;0.12335758871607408;0.012666292886239217
20;60.0;49.0;5.0;1.0;0.563229118058796;0.6225806451612903;0.05935152710249425;0.11422352607173275;0.14159941305942772;0.02737588698769497
20;40.0;34.0;5.0;1.0;0.49291338582677163;0.569806279225117;0.07689289339834532;0.08859326351542599;0.11696146990264637;0.028368206387220388
30;100.0;84.0;5.0;1.0;0.6363907977293098;0.6743377040406744;0.03794690631136455;0.10448859455481972;0.12129963898916968;0.016811044434349956
30;80.0;70.0;5.0;1.0;0.5817466887417219;0.6360853515800846;0.05433866283836275;0.08485781561311356;0.1043651672944826;0.019507351681369037
30;60.0;51.0;5.0;1.0;0.5795422435716304;0.6414457831325301;0.06190353956089967;0.08415740018874891;0.10655672083900408;0.02239932065025517
30;40.0;32.0;5.0;1.0;0.6692689850958127;0.7198677487225729;0.05059876362676019;0.11887054077902433;0.14625954198473282;0.027389001205708488
40;100.0;83.0;5.0;1.0;0.6955457199359638;0.7397464278526866;0.044200707916722815;0.10251783582711045;0.12443550734940657;0.021917671522296123
40;80.0;65.0;5.0;1.0;0.7060717571297148;0.7475306203081786;0.04145886317846381;0.1072301781348236;0.12895310796074153;0.02172292982591792
40;60.0;48.0;5.0;1.0;0.7357962496501539;0.7758784425451092;0.04008219289495529;0.12222790459807521;0.1475528264403106;0.02532492184223538
40;40.0;33.0;5.0;1.0;0.6808195507282152;0.7415292353823089;0.060709684654093654;0.0963729121531903;0.12545021052097602;0.02907729836778572
50;100.0;83.0;5.0;1.0;0.7464947421131698;0.7801064176349224;0.03361167552175259;0.10537569802785043;0.12427130723589752;0.018895609208047087
50;80.0;66.0;5.0;1.0;0.7418463239358761;0.7777928831186487;0.035946559182772564;0.10309595144810631;0.12281643276893765;0.019720481320831346
50;60.0;50.0;5.0;1.0;0.7527055729746132;0.7874559916547138;0.03475041868010065;0.10853617629471904;0.12906879822180428;0.020532621927085243
50;40.0;32.0;5.0;1.0;0.7178850248403122;0.7771860986547086;0.05930107381439631;0.09238286601516121;0.12243906746732601;0.030056201452164796
60;100.0;83.0;5.0;1.0;0.7899076658793215;0.8210483959468852;0.031140730067563682;0.11136945741221776;0.1326497443928962;0.021280286980678437
60;80.0;66.0;5.0;1.0;0.7771227751955561;0.810843315533747;0.03372054033819094;0.10412394622920938;0.1250231799132144;0.020899233684005022
60;60.0;48.0;5.0;1.0;0.8062517025333696;0.8364613571695456;0.030209654636175975;0.12181419707991645;0.14565847359649253;0.023844276516576085
60;40.0;33.0;5.0;1.0;0.7764464224580623;0.8189547617947415;0.04250833933667919;0.10376063683777106;0.13102622298780894;0.02726558615003788
70;100.0;84.0;5.0;1.0;0.7808624630025102;0.8140961462058005;0.03323368320329034;0.09240236392574826;0.11120421484966038;0.018801850923912122
70;80.0;67.0;5.0;1.0;0.7864459484177794;0.8220070892251401;0.035561140807360725;0.09520171825871307;0.11656766675494686;0.021365948496233786
70;60.0;50.0;5.0;1.0;0.8047939397365594;0.8362769967520922;0.03148305701553278;0.10538081737495465;0.12735346679423074;0.021972649419276083
70;40.0;33.0;5.0;1.0;0.7652076774652178;0.8174928954846858;0.05228521801946806;0.08518455711943926;0.11345808317630042;0.028273526056861162
80;100.0;82.0;5.0;1.0;0.8323192740022688;0.857211855104281;0.0248925811020122;0.110393784792986;0.13049871994545564;0.02010493515246964
80;80.0;66.0;5.0;1.0;0.8300113067355839;0.8547692647383528;0.02475795800276892;0.10878889627518812;0.12826672188858976;0.01947782561340164
80;60.0;50.0;5.0;1.0;0.8211860570393843;0.8522370193027083;0.031050962263324045;0.10298626092880662;0.12601918332577358;0.023032922396966957
80;40.0;33.0;5.0;1.0;0.8194310842380101;0.8546781685467817;0.03524708430877155;0.10189156400047843;0.12818471337579618;0.02629314937531775
90;100.0;82.0;5.0;1.0;0.8543545940767941;0.874535827258974;0.020181233182179903;0.11532245029901406;0.13412254798565704;0.01880009768664298
90;80.0;65.0;5.0;1.0;0.8480305088287535;0.8702700292104265;0.022239520381672984;0.11032500101945113;0.1297338443486383;0.019408843329187173
90;60.0;50.0;5.0;1.0;0.8386155730029533;0.8640617652858464;0.025446192282893132;0.10352109545191839;0.1237683458083019;0.020247250356383514
90;40.0;33.0;5.0;1.0;0.8287571834910316;0.868409313944152;0.03965213045312044;0.09710461343834806;0.12789551826984982;0.030790904831501764
100;100.0;84.0;5.0;1.0;0.8485867737210437;0.870076265992195;0.021489492271151267;0.10079127790092272;0.11811637324963531;0.017325095348712585
100;80.0;67.0;5.0;1.0;0.8558709565065958;0.8792570506332577;0.023386094126661816;0.10615686602748085;0.1271263194947062;0.020969453467225355
100;60.0;48.0;5.0;1.0;0.8692103316990332;0.8942519571692744;0.025041625470241247;0.11732302095502875;0.1446622445853985;0.027339223630369752
100;40.0;31.0;5.0;1.0;0.8695037231166022;0.8938427437776011;0.02433902066099891;0.11759080066609659;0.14412853623334707;0.026537735567250476
200;100.0;83.0;5.0;1.0;0.9219899759723682;0.9339881700510487;0.011998194078680524;0.10569652430511657;0.12395049158219346;0.018253967277076885
200;80.0;67.0;5.0;1.0;0.9128944691713151;0.9281394559550183;0.01524498678370323;0.09486147913569874;0.11438467849265571;0.01952319935695697
200;60.0;49.0;5.0;1.0;0.9208486266284839;0.9368300424266226;0.01598141579813872;0.10421571858569793;0.12914978499443072;0.02493406640873279
200;40.0;33.0;5.0;1.0;0.9104293325817665;0.9328077964702447;0.022378463888478195;0.09226548718304438;0.12190334095122313;0.02963785376817875
300;100.0;84.0;5.0;1.0;0.9426452798268193;0.9519677639578273;0.009322484131008002;0.09874918979256546;0.11670843884353693;0.017959249050971474
300;80.0;66.0;5.0;1.0;0.9510674832011593;0.9591308042237029;0.00806332102254359;0.11471158991573299;0.13528872674334474;0.020577136827611753
300;60.0;49.0;5.0;1.0;0.9491257762962302;0.9583031442169846;0.009177367920754409;0.11061737642028746;0.13286088031677876;0.022243503896491296
300;40.0;33.0;5.0;1.0;0.9413821267194321;0.9551027021188501;0.013720575399417956;0.09671009066099404;0.12420549917477262;0.027495408513778588
400;100.0;85.0;5.0;1.0;0.9561717744012361;0.9634555579235903;0.007283783522354148;0.09835319722758906;0.1164670571054906;0.01811385987790154
400;80.0;68.0;5.0;1.0;0.9541004454372957;0.9624446876010763;0.008344242163780602;0.09414834972393867;0.11358280208996424;0.019434452366025576
400;60.0;49.0;5.0;1.0;0.9606379002616279;0.9681250526015939;0.007487152339965997;0.10875485214738989;0.13184120285001535;0.023086350702625463
400;40.0;31.0;5.0;1.0;0.9665728236840614;0.9742976688583384;0.007724845174276962;0.12631623133571532;0.1593352883675464;0.033019057031831084
500;100.0;81.0;5.0;1.0;0.9706019877306262;0.9750066126948451;0.004404624964218895;0.11665741974480225;0.13497977372017458;0.018322353975372338
500;80.0;66.0;5.0;1.0;0.9686493244674736;0.9742386409456423;0.005589316478168627;0.10999481300046778;0.13139501503548146;0.02140020203501368
500;60.0;50.0;5.0;1.0;0.9631160159402081;0.9708596781157071;0.007743662175498933;0.09457044590820492;0.11759529024820789;0.023024844340002973
500;40.0;34.0;5.0;1.0;0.9526476008463586;0.9667261390887291;0.014078538242370486;0.07447943203432453;0.10411483198227403;0.029635399947949503
600;100.0;83.0;5.0;1.0;0.9737885113076481;0.9778914620611755;0.004102950753527401;0.11019153594912873;0.12849320298588884;0.018301667036760116
600;80.0;65.0;5.0;1.0;0.9741047724186236;0.9785492598957537;0.00444448747713011;0.11141955866365742;0.13199075362107243;0.02057119495741501
600;60.0;49.0;5.0;1.0;0.9728236884016853;0.9782648253666194;0.00544113696493409;0.10660243688288297;0.13045588354388785;0.023853446661004876
600;40.0;33.0;5.0;1.0;0.970150560091993;0.9775742046665609;0.0074236445745679;0.0977483392958879;0.12687015173095711;0.029121812435069214
700;100.0;82.0;5.0;1.0;0.9776539526494357;0.9812734754913404;0.0036195228419046988;0.11111256394664117;0.13021910238642279;0.01910653843978162
700;80.0;67.0;5.0;1.0;0.9759229435782727;0.9801978695447078;0.004274925966435084;0.10378965023108316;0.12390404077140184;0.020114390540318675
700;60.0;50.0;5.0;1.0;0.97520871994991;0.9802302813526091;0.0050215614026991595;0.10103531743977648;0.12408556565477465;0.023050248214998167
700;40.0;34.0;5.0;1.0;0.9644596959470281;0.9746446264338416;0.01018493048681357;0.07195545481769916;0.09895848465863936;0.027003029840940204
800;100.0;84.0;5.0;1.0;0.9785139846446252;0.9820706066903747;0.003556622045749469;0.1022168754866941;0.12044289075711195;0.018226015270417853
800;80.0;66.0;5.0;1.0;0.9785002154077637;0.9824096752375852;0.003909459829821493;0.10215680905677377;0.12251728203262777;0.020360472975854
800;60.0;49.0;5.0;1.0;0.9806007153046779;0.9847133449790452;0.0041126296743673185;0.11219283983683956;0.13870422339521202;0.02651138355837246
800;40.0;34.0;5.0;1.0;0.9747855209517426;0.9814849870971316;0.006699466145388966;0.08813152411405704;0.11701772160084828;0.028886197486791235
900;100.0;83.0;5.0;1.0;0.9822169749005316;0.9849309702568803;0.002713995356348642;0.10932254641458651;0.12682612493347684;0.017503578518890325
900;80.0;66.0;5.0;1.0;0.9814498399905875;0.9848149634922095;0.0033651235016219916;0.10520393845985178;0.12596632269653818;0.0207623842366864
900;60.0;50.0;5.0;1.0;0.9798656527733005;0.983962861735795;0.004097208962494436;0.09759305150425669;0.11998559290077827;0.02239254139652158
900;40.0;34.0;5.0;1.0;0.9762485666841797;0.9824950403933429;0.006246473709163203;0.08369475547636905;0.11089450674301257;0.02719975126664352
1000;100.0;82.0;5.0;1.0;0.9845660899715983;0.9870371360357616;0.0024710460641632626;0.1131487332139539;0.1321605700472661;0.019011836833312215
1000;80.0;68.0;5.0;1.0;0.9811708620775869;0.9846293877374286;0.003458525659841727;0.09438201405156207;0.11356824806562896;0.019186234014066883
1000;60.0;51.0;5.0;1.0;0.9816332815071956;0.985419890190651;0.0037866086834553725;0.09656999538484509;0.11907714235346294;0.022507146968617844
1000;40.0;33.0;5.0;1.0;0.9793301891507415;0.9848919576504372;0.005561768499695696;0.08655734444472636;0.11534160640535146;0.0287842619606251
20;100.0;57.0;0.5;0.5;0.7029312288613303;0.7361702127659574;0.033238983904627095;0.19134571121681754;0.21815889029003782;0.026813179073220283
20;80.0;43.0;0.5;0.5;0.7015209125475285;0.7375898378739763;0.03606892532644779;0.19030428055698814;0.21941033162631135;0.029106051069323208
20;60.0;36.0;0.5;0.5;0.6454013822434875;0.7034896643698599;0.058088282126372404;0.15398274987316085;0.19176007270524084;0.03777732283207999
20;40.0;26.0;0.5;0.5;0.650354609929078;0.7023845457289466;0.05202993579986859;0.15683256370788437;0.19094116681710016;0.03410860310921579
30;100.0;59.0;0.5;0.5;0.7618243243243243;0.7852519355248128;0.02342761120048842;0.17575993764614184;0.19599581841796815;0.02023588077182631
30;80.0;42.0;0.5;0.5;0.765973975529229;0.7949459712413852;0.02897199571215625;0.17911803442481491;0.2053722550722089;0.026254220647393994
30;60.0;29.0;0.5;0.5;0.787288569964121;0.8139013452914798;0.02661277532735884;0.19791264012369542;0.22574626865671643;0.027833628533021015
30;40.0;19.0;0.5;0.5;0.7474081055607917;0.8004467609828742;0.053038655422082415;0.16476210263868687;0.21099116781157998;0.0462290651728931
40;100.0;54.0;0.5;0.5;0.8104515659140568;0.8391035548686244;0.028651988954567664;0.17613074274860513;0.2068269267400663;0.03069618399146118
40;80.0;38.0;0.5;0.5;0.84078904818368;0.8608769368435926;0.02008788865991251;0.2088912694161757;0.2362879561524839;0.027396686736308212
40;60.0;36.0;0.5;0.5;0.7842651386092613;0.8239716939407342;0.03970655533147294;0.15380877171668084;0.18965692761885372;0.035848155902172885
40;40.0;20.0;0.5;0.5;0.7873563218390804;0.83399209486166;0.046635773022579596;0.15621436716077536;0.20076117982873457;0.04454681266795921
50;100.0;53.0;0.5;0.5;0.8200363280704206;0.8507877664504171;0.0307514383799965;0.15416743281935433;0.18571717580416747;0.03154974298481314
50;80.0;45.0;0.5;0.5;0.8243765084473049;0.8545975288906651;0.03022102044336017;0.15807904723704913;0.19034796863757408;0.03226892140052495
50;60.0;34.0;0.5;0.5;0.8374658336587271;0.8639761447653282;0.02651031110660118;0.17088279818341168;0.20259384488654322;0.031711046703131546
50;40.0;20.0;0.5;0.5;0.8257326166117566;0.8590759307298604;0.03334331411810387;0.15933348947703013;0.19603859014767291;0.03670510067064278
60;100.0;51.0;0.5;0.5;0.8607464366091523;0.8787854052730389;0.018038968663886656;0.17083883936049432;0.194627232627088;0.023788393266593683
60;80.0;37.0;0.5;0.5;0.8727082242011525;0.8938787393551204;0.02117051515396795;0.18602054488610986;0.21922136341728993;0.033200818531180065
60;60.0;30.0;0.5;0.5;0.8623660922217047;0.8908015890124104;0.028435496790705672;0.17277096066812858;0.2137879045430022;0.04101694387487362
60;40.0;17.0;0.5;0.5;0.877787359862018;0.9051625239005736;0.027375164038555666;0.1931679544530297;0.24135821352095446;0.04819025906792476
70;100.0;50.0;0.5;0.5;0.8939431093673369;0.9076175473259819;0.01367443795864498;0.19408507693126764;0.2191781705170446;0.025093093585776965
70;80.0;38.0;0.5;0.5;0.8906903103229893;0.9068621278891986;0.016171817566209334;0.18884442892821654;0.21764581453677362;0.02880138560855708
70;60.0;28.0;0.5;0.5;0.889247311827957;0.9085449914713648;0.019297679643407784;0.1865974729241877;0.22108566977307487;0.034488196848887154
70;40.0;22.0;0.5;0.5;0.8685946220192795;0.8982917730217946;0.029697151002515132;0.15885682471930962;0.20149746751816777;0.04264064279885815
80;100.0;49.0;0.5;0.5;0.9021590390755664;0.9149793559042114;0.01282031682864504;0.18733325966501965;0.21200664314523845;0.024673383480218802
80;80.0;42.0;0.5;0.5;0.8987799644411747;0.9153854038540385;0.016605439412863854;0.18166047087980172;0.21288184884566333;0.031221377965861608
80;60.0;34.0;0.5;0.5;0.8834805729479372;0.9034659181751967;0.019985345227259477;0.15935056195419278;0.1896113967421901;0.03026083478799732
80;40.0;19.0;0.5;0.5;0.8858494750850214;0.9162417272431377;0.03039225215811625;0.1624854221474872;0.2147488874761602;0.05226346532867299
90;100.0;52.0;0.5;0.5;0.9120419644214688;0.9246143571533286;0.012572392731859838;0.18727170553526273;0.21418141067001734;0.026909705134754602
90;80.0;42.0;0.5;0.5;0.9023858921161826;0.9189683752771738;0.0165824831609912;0.17042159705352244;0.2012901582990281;0.03086856124550566
90;60.0;32.0;0.5;0.5;0.8788989297463874;0.9018661627239901;0.022967232977602725;0.13888066331063073;0.16959101437319543;0.0307103510625647
90;40.0;18.0;0.5;0.5;0.8944010416666667;0.9227471899409412;0.028346148274274507;0.158403283829905;0.20975704820059765;0.05135376437069264
100;100.0;53.0;0.5;0.5;0.9098090736917538;0.9222727072213155;0.012463633529561702;0.167881419166748;0.191795022338015;0.02391360317126698
100;80.0;39.0;0.5;0.5;0.9289095144769441;0.9390200385387013;0.010110524061757165;0.20718707086036184;0.2354603244670592;0.028273253606697357
100;60.0;29.0;0.5;0.5;0.9141624560470407;0.9293092749638029;0.015146818916762173;0.17559652189706448;0.20818580512921153;0.03258928323214705
100;40.0;20.0;0.5;0.5;0.9002297502077529;0.9245764121135973;0.024346661905844447;0.1528730098118971;0.19689618673245743;0.04402317692056032
200;100.0;49.0;0.5;0.5;0.959094901154987;0.9648654611185835;0.005770559963596544;0.18993464674292035;0.21545258072718027;0.025517933984259916
200;80.0;38.0;0.5;0.5;0.9536013214501436;0.9621371772883419;0.00853585583819827;0.17048477275381865;0.20262261742727158;0.03213784467345293
200;60.0;36.0;0.5;0.5;0.940293191982773;0.9522514795152952;0.01195828753252226;0.13605798442291814;0.16627104344492316;0.030213059022005023
200;40.0;23.0;0.5;0.5;0.9393895368034552;0.9538624721631553;0.014472935359700179;0.13419014988000544;0.17132334551338135;0.037133195633375915
300;100.0;53.0;0.5;0.5;0.9664645663539504;0.971575299451779;0.0051107330978286125;0.16116392942250057;0.18558228568821877;0.0244183562657182
300;80.0;43.0;0.5;0.5;0.9702196942072172;0.9750364076724789;0.0048167134652616905;0.1784389014925475;0.20659410108303847;0.028155199590490954
300;60.0;34.0;0.5;0.5;0.9649904048772127;0.9719582267219229;0.006967821844710231;0.15523225639029453;0.18770107004288022;0.03246881365258569
300;40.0;19.0;0.5;0.5;0.969148786226188;0.976910109282412;0.007761323056223901;0.1731602779862944;0.22000529042273584;0.04684501243644143
400;100.0;53.0;0.5;0.5;0.9774610905240868;0.9807116956637558;0.003250605139669016;0.17819832103538982;0.2026945388995402;0.024496217864150377
400;80.0;48.0;0.5;0.5;0.9716119976359338;0.9765497940036164;0.004937796367682656;0.14612437216497892;0.17233461796724858;0.02621024580226966
400;60.0;35.0;0.5;0.5;0.9703133589884552;0.9765412392497325;0.0062278802612772965;0.14046955829685634;0.17228135034304748;0.03181179204619114
