EstType,Parameter,awood,bwood,abark,bbark,abranche,bbranche,afoliage,bfoliage,ess
SUR Esti,awood,0.0000163,-.0001147,0.0000024,-.0000941,0.0000050,-.0000431,-.0000025,0.0000123,White Elm
SUR Esti,bwood,-.0001147,0.0008200,-.0000169,0.0006751,-.0000353,0.0002988,0.0000178,-.0000964,White Elm
SUR Esti,abark,0.0000024,-.0000169,0.0000055,-.0002273,0.0000003,-.0000055,-.0000004,0.0000019,White Elm
SUR Esti,bbark,-.0000941,0.0006751,-.0002273,0.0094950,-.0000128,0.0002151,0.0000158,-.0000611,White Elm
SUR Esti,abranche,0.0000050,-.0000353,0.0000003,-.0000128,0.0000178,-.0001432,-.0000002,0.0000092,White Elm
SUR Esti,bbranche,-.0000431,0.0002988,-.0000055,0.0002151,-.0001432,0.0012648,0.0000046,-.0000864,White Elm
SUR Esti,afoliage,-.0000025,0.0000178,-.0000004,0.0000158,-.0000002,0.0000046,0.0000093,-.0000386,White Elm
SUR Esti,bfoliage,0.0000123,-.0000964,0.0000019,-.0000611,0.0000092,-.0000864,-.0000386,0.0002681,White Elm
SUR Esti,awood,0.0000665,-.0002898,-.0000017,0.0000122,0.0000093,-.0002508,0.0000151,-.0002516,White Oak
SUR Esti,bwood,-.0002898,0.0013950,0.0000069,-.0000345,-.0000380,0.0011137,-.0000625,0.0011281,White Oak
SUR Esti,abark,-.0000017,0.0000069,0.0000036,-.0000319,-.0000013,0.0000321,-.0000009,0.0000135,White Oak
SUR Esti,bbark,0.0000122,-.0000345,-.0000319,0.0003266,0.0000108,-.0002475,0.0000088,-.0001285,White Oak
SUR Esti,abranche,0.0000093,-.0000380,-.0000013,0.0000108,0.0000053,-.0001313,0.0000055,-.0000832,White Oak
SUR Esti,bbranche,-.0002508,0.0011137,0.0000321,-.0002475,-.0001313,0.0034032,-.0001380,0.0021837,White Oak
SUR Esti,afoliage,0.0000151,-.0000625,-.0000009,0.0000088,0.0000055,-.0001380,0.0000172,-.0002708,White Oak
SUR Esti,bfoliage,-.0002516,0.0011281,0.0000135,-.0001285,-.0000832,0.0021837,-.0002708,0.0045015,White Oak
SUR Esti,awood,0.0000008,-.0000076,0.0000003,-.0000077,0.0000004,-.0000049,0.0000009,-.0000016,White Spruce
SUR Esti,bwood,-.0000076,0.0000771,-.0000025,0.0000764,-.0000037,0.0000440,-.0000072,0.0000106,White Spruce
SUR Esti,abark,0.0000003,-.0000025,0.0000002,-.0000063,0.0000003,-.0000039,0.0000007,-.0000015,White Spruce
SUR Esti,bbark,-.0000077,0.0000764,-.0000063,0.0001952,-.0000092,0.0001176,-.0000207,0.0000389,White Spruce
SUR Esti,abranche,0.0000004,-.0000037,0.0000003,-.0000092,0.0000030,-.0000368,0.0000072,-.0000158,White Spruce
SUR Esti,bbranche,-.0000049,0.0000440,-.0000039,0.0001176,-.0000368,0.0004917,-.0000895,0.0002125,White Spruce
SUR Esti,afoliage,0.0000009,-.0000072,0.0000007,-.0000207,0.0000072,-.0000895,0.0000718,-.0001497,White Spruce
SUR Esti,bfoliage,-.0000016,0.0000106,-.0000015,0.0000389,-.0000158,0.0002125,-.0001497,0.0003393,White Spruce
SUR Esti,awood,0.0003733,-.0005164,0.0000015,-.0000176,0.0000090,-.0000887,0.0000601,-.0001494,Yellow Birch
SUR Esti,bwood,-.0005164,0.0007232,-.0000021,0.0000279,-.0000132,0.0001352,-.0000845,0.0002135,Yellow Birch
SUR Esti,abark,0.0000015,-.0000021,0.0000028,-.0000399,-.0000007,0.0000058,-.0000033,0.0000077,Yellow Birch
SUR Esti,bbark,-.0000176,0.0000279,-.0000399,0.0005916,0.0000095,-.0000780,0.0000462,-.0001140,Yellow Birch
SUR Esti,abranche,0.0000090,-.0000132,-.0000007,0.0000095,0.0000056,-.0000528,0.0000173,-.0000433,Yellow Birch
SUR Esti,bbranche,-.0000887,0.0001352,0.0000058,-.0000780,-.0000528,0.0005269,-.0001601,0.0004229,Yellow Birch
SUR Esti,afoliage,0.0000601,-.0000845,-.0000033,0.0000462,0.0000173,-.0001601,0.0001453,-.0003654,Yellow Birch
SUR Esti,bfoliage,-.0001494,0.0002135,0.0000077,-.0001140,-.0000433,0.0004229,-.0003654,0.0009804,Yellow Birch
SUR Esti,awood,0.0000021,-.0000073,0.0000001,-.0000011,0.0000002,-.0000034,0.0000001,-.0000008,feuillu
SUR Esti,bwood,-.0000073,0.0000266,-.0000003,0.0000038,-.0000006,0.0000132,-.0000003,0.0000036,feuillu
SUR Esti,abark,0.0000001,-.0000003,0.0000008,-.0000105,-.0000001,0.0000015,-.0000000,0.0000003,feuillu
SUR Esti,bbark,-.0000011,0.0000038,-.0000105,0.0001356,0.0000011,-.0000206,0.0000006,-.0000046,feuillu
SUR Esti,abranche,0.0000002,-.0000006,-.0000001,0.0000011,0.0000004,-.0000085,0.0000003,-.0000025,feuillu
SUR Esti,bbranche,-.0000034,0.0000132,0.0000015,-.0000206,-.0000085,0.0001719,-.0000058,0.0000555,feuillu
SUR Esti,afoliage,0.0000001,-.0000003,-.0000000,0.0000006,0.0000003,-.0000058,0.0000009,-.0000071,feuillu
SUR Esti,bfoliage,-.0000008,0.0000036,0.0000003,-.0000046,-.0000025,0.0000555,-.0000071,0.0000688,feuillu
SUR Esti,awood,0.0000015,-.0000072,0.0000002,-.0000041,-.0000002,0.0000041,-.0000008,0.0000032,resineux
SUR Esti,bwood,-.0000072,0.0000371,-.0000010,0.0000219,0.0000010,-.0000209,0.0000042,-.0000168,resineux
SUR Esti,abark,0.0000002,-.0000010,0.0000001,-.0000013,-.0000000,0.0000003,-.0000001,0.0000004,resineux
SUR Esti,bbark,-.0000041,0.0000219,-.0000013,0.0000298,0.0000003,-.0000079,0.0000021,-.0000092,resineux
SUR Esti,abranche,-.0000002,0.0000010,-.0000000,0.0000003,0.0000003,-.0000054,0.0000008,-.0000032,resineux
SUR Esti,bbranche,0.0000041,-.0000209,0.0000003,-.0000079,-.0000054,0.0001162,-.0000176,0.0000725,resineux
SUR Esti,afoliage,-.0000008,0.0000042,-.0000001,0.0000021,0.0000008,-.0000176,0.0000060,-.0000238,resineux
SUR Esti,bfoliage,0.0000032,-.0000168,0.0000004,-.0000092,-.0000032,0.0000725,-.0000238,0.0001004,resineux
SUR Esti,awood,0.0000016,-.0000062,0.0000001,-.0000018,0.0000001,-.0000017,-.0000001,0.0000002,all
SUR Esti,bwood,-.0000062,0.0000259,-.0000004,0.0000079,-.0000005,0.0000079,0.0000003,-.0000018,all
SUR Esti,abark,0.0000001,-.0000004,0.0000000,-.0000009,0.0000000,-.0000003,-.0000001,0.0000003,all
SUR Esti,bbark,-.0000018,0.0000079,-.0000009,0.0000170,-.0000003,0.0000049,0.0000012,-.0000063,all
SUR Esti,abranche,0.0000001,-.0000005,0.0000000,-.0000003,0.0000004,-.0000056,0.0000007,-.0000031,all
SUR Esti,bbranche,-.0000017,0.0000079,-.0000003,0.0000049,-.0000056,0.0000934,-.0000104,0.0000496,all
SUR Esti,afoliage,-.0000001,0.0000003,-.0000001,0.0000012,0.0000007,-.0000104,0.0000042,-.0000189,all
SUR Esti,bfoliage,0.0000002,-.0000018,0.0000003,-.0000063,-.0000031,0.0000496,-.0000189,0.0000914,all
