row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4
1;ldhp;;;;;0.0583989659287847000000000;-0.0001019839127278000000000;-0.0100170073981923000000000;-0.0056278668564612000000000
2;ldhp*st;;;;;-0.0001019839127278000000000;0.0000174213414306000000000;-0.0000220466773605000000000;-0.0000210431039185000000000
3;ldhp*tmoy;;;;;-0.0100170073981923000000000;-0.0000220466773605000000000;0.0019533057231113000000000;0.0002950677629340000000000
4;ldhp*vp;;;MJ2;;-0.0056278668564612000000000;-0.0000210431039185000000000;0.0002950677629340000000000;0.0067233001829632000000000
