a1;b1;b2;b3;b4;b0
4.59E-06;5.13E-06;4.63E-09;3.29E-06;2.77E-06;-3.63E-06
5.13E-06;0.528127464;0.008870398;0.350572254;0.234073029;-0.920998136
4.63E-09;0.008870398;0.000819623;0.006951597;0.002995602;-0.016568678
3.29E-06;0.350572254;0.006951597;0.234463706;0.15370217;-0.6131737
2.77E-06;0.234073029;0.002995602;0.15370217;0.106151632;-0.406522464
-3.63E-06;-0.920998136;-0.016568678;-0.6131737;-0.406522464;1.608081234
