estimate;effect;pert;sdom;vp;milieu;StdErr;DF;tValue;Probt
1.499443788;ldhp;;;;;0.313130327;73.70325429;4.788561367;8.45215E-06
0.067924902;ldhp*st;;;;;0.005464667;230.1653786;12.42983398;0
0.30274182;ldhp*Tmoy;;;;;0.056272823;69.14036888;5.379893914;9.5936E-07
0.415945191;ldhp*milieu;;;;2;0.105553228;73.74182773;3.940620276;0.000182978
