row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4
1;ldhp;;;;;0.0932998632246700000000000;-0.0348434178871030000000000;-0.0000269538646891000000000;-0.0033473046782067000000000
2;ldhp2;;;;;-0.0348434178871030000000000;0.0138237245261338000000000;-0.0000687297333494000000000;0.0007068912576891000000000
3;ldhp*st;;;;;-0.0000269538646891000000000;-0.0000687297333494000000000;0.0000098700692100000000000;0.0000105902917393000000000
4;ldhp*milieu;;;;0;-0.0033473046782067000000000;0.0007068912576891000000000;0.0000105902917393000000000;0.0076162320670267000000000
