SampleSize;SimpsonTrue;SorensenTrue;SimpsonPoint;SimpsonVar;SorensenPoint;SorensenVar
5;0.3377482757734884;0.5341058764161822;0.3222748470301702;2.596031773626019E-4;0.509047690217307;3.0230519909457476E-4
5;0.3377482757734884;0.5341058764161822;0.3426214153107525;1.1494448106694866E-4;0.5434054289899336;3.377129806205244E-4
5;0.3377482757734884;0.5341058764161822;0.335306196895609;1.3319832284293265E-4;0.5353068774123667;1.587290878467258E-4
5;0.3377482757734884;0.5341058764161822;0.32130824268819297;2.4158035129332006E-4;0.5277647335055178;5.325083346364427E-4
5;0.3377482757734884;0.5341058764161822;0.3404733473075682;5.044147209862801E-4;0.5429068195904942;6.652123461240782E-4
5;0.3377482757734884;0.5341058764161822;0.3448724856223301;7.901898687903014E-5;0.5313587860081981;1.318256782398877E-4
5;0.3377482757734884;0.5341058764161822;0.35758182767334534;4.605785542527926E-5;0.5413852703976622;2.2357323253685484E-4
5;0.3377482757734884;0.5341058764161822;0.32079513088428097;5.5830605036152905E-5;0.5071979767644037;4.177328328758947E-5
5;0.3377482757734884;0.5341058764161822;0.3194075808232889;1.0178646192735344E-4;0.515448748611685;2.4989728816864775E-4
5;0.3377482757734884;0.5341058764161822;0.3528263519021053;3.127597230345385E-4;0.5376901353099699;5.677916317593127E-4
5;0.3377482757734884;0.5341058764161822;0.35179077377158924;6.076724636043357E-4;0.551260387908277;6.443104804408136E-4
5;0.3377482757734884;0.5341058764161822;0.3371369513404062;5.09818364281461E-4;0.5421457683048088;3.032893162804665E-4
5;0.3377482757734884;0.5341058764161822;0.3535980211236815;6.92872650228818E-4;0.5351550950458183;5.991379149414243E-4
5;0.3377482757734884;0.5341058764161822;0.3318799053195465;3.329260320606457E-4;0.5395924324208312;2.7403652575694727E-4
5;0.3377482757734884;0.5341058764161822;0.32694118910870557;4.2768233611350067E-4;0.529908743522186;4.3610681836433606E-4
5;0.3377482757734884;0.5341058764161822;0.3370894966061129;3.695549643563454E-4;0.5368022809518588;4.081179492521282E-4
5;0.3377482757734884;0.5341058764161822;0.3383970608155494;3.718482865594356E-4;0.5356508615568671;6.363717329995062E-5
5;0.3377482757734884;0.5341058764161822;0.3248995751095356;6.311542617801256E-4;0.5295291054429091;6.064113348311395E-4
5;0.3377482757734884;0.5341058764161822;0.33703022830569934;4.0247633530309386E-4;0.5308242498252151;5.376994469943916E-4
5;0.3377482757734884;0.5341058764161822;0.32722935152180066;7.346078827928244E-5;0.5038168531205137;1.328568567676056E-4
5;0.3377482757734884;0.5341058764161822;0.3598726826440044;3.990013871493124E-4;0.5534275774588205;5.027428108904685E-4
5;0.3377482757734884;0.5341058764161822;0.34423224188425205;5.481595604984467E-4;0.5427839120031639;1.8411379424404186E-4
5;0.3377482757734884;0.5341058764161822;0.34057758360578494;3.089652926825843E-4;0.535150695787977;2.3472451740235486E-4
5;0.3377482757734884;0.5341058764161822;0.3567800088484726;4.5116036585187834E-5;0.5472452762227792;8.802010676975889E-5
5;0.3377482757734884;0.5341058764161822;0.37535159463823736;3.439914536476707E-4;0.5586027772700759;4.092700390286925E-4
5;0.3377482757734884;0.5341058764161822;0.34714250102902694;7.197113386525248E-5;0.546110572604756;9.243112222913125E-5
5;0.3377482757734884;0.5341058764161822;0.3581199022680672;6.353112220202793E-5;0.5480215500604023;1.7315514850940717E-4
5;0.3377482757734884;0.5341058764161822;0.3416832787467417;6.501044248132068E-4;0.5345551684916904;5.721403611782734E-4
5;0.3377482757734884;0.5341058764161822;0.3180268736166411;0.0016782883641522197;0.5133781700141572;0.0014201716641666217
5;0.3377482757734884;0.5341058764161822;0.32360885049948135;2.4472032363127486E-4;0.5216193532089763;2.0523455017500787E-4
5;0.3377482757734884;0.5341058764161822;0.36326468112238897;5.407845230590753E-4;0.5630861778701743;2.127030896579852E-4
5;0.3377482757734884;0.5341058764161822;0.34704556553727595;3.6231203648711156E-4;0.5442011506439132;4.173409216997719E-4
5;0.3377482757734884;0.5341058764161822;0.3372352464603079;0.001438043463772966;0.5478187054588844;8.281180987366552E-4
5;0.3377482757734884;0.5341058764161822;0.34014572190875975;6.239933907404779E-4;0.5282967778871639;4.93273843442141E-4
5;0.3377482757734884;0.5341058764161822;0.31602811950790866;1.876043654311997E-4;0.5097099303958931;2.216253551185269E-4
5;0.3377482757734884;0.5341058764161822;0.3460274868733328;5.645669828245771E-4;0.5478625092961028;5.914681312552674E-4
5;0.3377482757734884;0.5341058764161822;0.34835613649795794;3.7689547112535854E-4;0.535750714173049;2.65608866644362E-4
5;0.3377482757734884;0.5341058764161822;0.3601254376270426;1.252725149445388E-5;0.5477167654201567;1.1120976907843235E-5
5;0.3377482757734884;0.5341058764161822;0.3353929391238451;0.001052449537713749;0.5470968237821816;6.455138884409817E-4
5;0.3377482757734884;0.5341058764161822;0.3502175541793372;4.4533895834434766E-4;0.5517170665056567;7.227467888770684E-5
5;0.3377482757734884;0.5341058764161822;0.3268956023901641;2.6596088966414615E-4;0.5219381406648101;2.676758296562338E-4
5;0.3377482757734884;0.5341058764161822;0.31325018427181234;3.107168332335424E-4;0.5147056527536213;4.8705209577768794E-4
5;0.3377482757734884;0.5341058764161822;0.318338236872823;4.1833027940718935E-4;0.5130405926309634;2.8439433010377205E-4
5;0.3377482757734884;0.5341058764161822;0.34239568887787436;3.3289123004215956E-4;0.544115658070294;1.5529514362512542E-4
5;0.3377482757734884;0.5341058764161822;0.33362635394606527;9.502222743750345E-4;0.5360421645279887;8.516552389644651E-4
5;0.3377482757734884;0.5341058764161822;0.33361162130572714;2.2608187092323435E-4;0.5279873156200452;1.8042844481703022E-4
5;0.3377482757734884;0.5341058764161822;0.3181006117844956;1.1379786843993122E-4;0.5059305226846244;8.322977956754207E-5
5;0.3377482757734884;0.5341058764161822;0.3405029304818137;0.0012274305709037657;0.5382346528219976;8.76942507741808E-4
5;0.3377482757734884;0.5341058764161822;0.35262319651236773;8.115659708503499E-4;0.5515609518034872;4.8384402441223936E-4
5;0.3377482757734884;0.5341058764161822;0.3389608647507459;3.1192844945416307E-4;0.5267366756008612;2.8042372318335085E-4
5;0.3377482757734884;0.5341058764161822;0.3543339761782857;1.819664614058713E-4;0.5304332513784716;2.342318762244362E-4
5;0.3377482757734884;0.5341058764161822;0.32320227929147854;5.702211222210486E-4;0.5223846795441867;4.525659277054832E-4
5;0.3377482757734884;0.5341058764161822;0.3249688231269736;3.019437313304161E-4;0.5188526174590995;3.520604099241957E-4
5;0.3377482757734884;0.5341058764161822;0.3372227500420893;4.3368452254247103E-4;0.5444776910884135;4.1166880964271465E-4
5;0.3377482757734884;0.5341058764161822;0.34003250612722913;1.8359087093006263E-4;0.5295132845182112;1.3446990125126588E-4
5;0.3377482757734884;0.5341058764161822;0.344605970813299;1.3537871737878755E-4;0.5322801932342087;2.094528380699149E-4
5;0.3377482757734884;0.5341058764161822;0.3439066309399334;3.256953572173657E-5;0.5365812055765947;1.5053938319691082E-4
5;0.3377482757734884;0.5341058764161822;0.3471667828624915;6.176949473003525E-4;0.5524449088877759;6.606138225885616E-4
5;0.3377482757734884;0.5341058764161822;0.3457574984776646;6.260257079880537E-4;0.5248623691964024;6.729430390597903E-4
5;0.3377482757734884;0.5341058764161822;0.3456592233831207;3.1751041349160734E-4;0.5515631559431615;1.4303264678067486E-4
5;0.3377482757734884;0.5341058764161822;0.3393498342514941;4.095968037658333E-4;0.5361212889050705;5.871451690720869E-4
5;0.3377482757734884;0.5341058764161822;0.3456688415530386;5.294737216228455E-4;0.5451406367578739;9.090825000662882E-4
5;0.3377482757734884;0.5341058764161822;0.34519329270483684;3.371364943382438E-4;0.5185576578938711;3.741207518109214E-4
5;0.3377482757734884;0.5341058764161822;0.33188638955633065;2.3991622044601047E-4;0.5393061721939414;3.816422480463625E-4
5;0.3377482757734884;0.5341058764161822;0.32838026306109447;3.8801240866931787E-4;0.5345840659585015;3.7203681534068544E-4
5;0.3377482757734884;0.5341058764161822;0.33010284140894636;3.3064064815330554E-4;0.5316891634921262;2.947464349046692E-4
5;0.3377482757734884;0.5341058764161822;0.3421679446339518;1.8517092031421933E-4;0.5190241449519416;1.685298178556642E-4
5;0.3377482757734884;0.5341058764161822;0.3352059745563662;2.567074799948074E-4;0.5338672868863203;1.5930126978024826E-4
5;0.3377482757734884;0.5341058764161822;0.3231850906687035;1.8428865720290482E-5;0.5275786598919581;2.763907263047746E-4
5;0.3377482757734884;0.5341058764161822;0.34758313204871916;6.324512464770881E-4;0.5407967962395898;4.0532697435775086E-4
5;0.3377482757734884;0.5341058764161822;0.36098818645835146;7.437653714248219E-4;0.5554890409607185;4.995922574425887E-4
5;0.3377482757734884;0.5341058764161822;0.32665093526384265;6.938816446212893E-5;0.5362880866466195;6.778325534036915E-5
5;0.3377482757734884;0.5341058764161822;0.36374737572932186;4.1465968414502877E-4;0.5575710377875908;5.978448633271988E-4
