row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col14;Col15;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col26;Col27;Col28;Col29;Col30;Col31;Col32;Col34
11;ldhp*vp;;;MJ2;;-0.0048115257067163000000000;0.0000446853993191000000000;0.0000065423492408000000000;-0.0000762048059693000000000;0.0040501594117315000000000;0.0041632299786776000000000;0.0041551635690852000000000;0.0040471782573832000000000;0.0041706272611928000000000;0.0042085319993406000000000;0.0045003316064538000000000;0.0041869315586963000000000;0.0042615364901461000000000;0.0042632226844453000000000;0.0041306966492801000000000;0.0000646706076070000000000;-0.0001795177670074000000000;-0.0000486141833076000000000;-0.0001777446514263000000000;-0.0000073983981260000000000;-0.0000766347642593000000000;-0.0002209720441171000000000;-0.0000625331787105000000000;0.0002051444278218000000000;0.0001510824313236000000000;0.0001477784531782000000000;0.0001451468129520000000000;0.0002676625400696000000000;0.0000908608380714000000000;0.0001761348539474000000000;0.0000001997387184000000000
12;ldhp*vp;;;MS1;;-0.0058842674442287000000000;0.0000631573390436000000000;0.0000067301110369000000000;-0.0000905261580028000000000;0.0041434678515593000000000;0.0044537907297460000000000;0.0054845254450772000000000;0.0040999267159349000000000;0.0041337486398222000000000;0.0041887721572843000000000;0.0041869315586963000000000;0.0059456806150730000000000;0.0044765274035817000000000;0.0043124926386386000000000;0.0042312460899162000000000;0.0000983347239220000000000;0.0012935329381126000000000;0.0014631981791765000000000;0.0015199041617569000000000;0.0016278861051964000000000;0.0003403841875097000000000;0.0015995127695842000000000;0.0001447024664096000000000;0.0001215342312625000000000;0.0001075634838469000000000;0.0000330495359097000000000;0.0000031434510975000000000;0.0002701341072432000000000;0.0000323087541865000000000;0.0001175330270092000000000;-0.0000004343080046000000000
13;ldhp*vp;;;MS2;;-0.0049579253352384000000000;0.0001509883501400000000000;0.0000090993193239000000000;-0.0001316937704240000000000;0.0041907580741756000000000;0.0042672107216159000000000;0.0044767029129963000000000;0.0041155179047744000000000;0.0041973568489887000000000;0.0042502073991847000000000;0.0042615364901461000000000;0.0044765274035817000000000;0.0145171503377767000000000;0.0043143060679224000000000;0.0041424757363300000000000;0.0000568067664228000000000;-0.0001066408465804000000000;0.0002383179334895000000000;0.0000406782901802000000000;0.0002573091740101000000000;-0.0000533733534009000000000;0.0000844918636187000000000;0.0000005620008278000000000;0.0002209780093662000000000;0.0001813727987890000000000;0.0000655910055393000000000;0.0001298860161951000000000;0.0002181722079254000000000;0.0000285390367193000000000;-0.0000701960041281000000000;-0.0000001729708682000000000
14;ldhp*vp;;;RC3;;-0.0094195293555936000000000;0.0001555495675734000000000;0.0000030237511921000000000;-0.0001470567707191000000000;0.0040555645846547000000000;0.0041125522955498000000000;0.0042049847522963000000000;0.0040280558607291000000000;0.0069579628157826000000000;0.0041939516474512000000000;0.0042632226844453000000000;0.0043124926386386000000000;0.0043143060679224000000000;0.0150194329733306000000000;0.0042242181535194000000000;0.0000878514531599000000000;-0.0004208520967713000000000;0.0000453047572927000000000;-0.0000283628252568000000000;0.0000483971306639000000000;-0.0000929331050567000000000;-0.0000268637150593000000000;-0.0001209750636802000000000;0.0044286675539383000000000;0.0043962484452516000000000;0.0043513062632927000000000;0.0043365726459098000000000;0.0044968071873717000000000;0.0042316046458125000000000;0.0041814661097689000000000;0.0000003034119077000000000
15;ldhp*vp;;;RS1;;-0.0050445143006799000000000;0.0000893281579957000000000;0.0000000149101313000000000;-0.0000832595299795000000000;0.0039669934338120000000000;0.0040796235416945000000000;0.0041985768081651000000000;0.0039520335662802000000000;0.0041327378636042000000000;0.0040856956137228000000000;0.0041306966492801000000000;0.0042312460899162000000000;0.0041424757363300000000000;0.0042242181535194000000000;0.0054495241631372000000000;0.0000463171646569000000000;0.0000337312829440000000000;0.0002028365732420000000000;0.0000160956057255000000000;0.0001751395286483000000000;-0.0000643288529958000000000;0.0000286065527162000000000;-0.0001022007285695000000000;0.0001809538033859000000000;0.0001698172023341000000000;0.0001836935011272000000000;0.0001921013588029000000000;0.0001614651822188000000000;0.0000506854688531000000000;0.0001058316925791000000000;0.0000003762452452000000000
17;ldhp*tmoy;;;;;-0.0004936442824117000000000;0.0000366210777963000000000;-0.0000005070932038000000000;-0.0000208077292922000000000;-0.0000606741466812000000000;0.0000369339598547000000000;-0.0000471076019480000000000;0.0000145247923429000000000;0.0000572391854589000000000;0.0000470775577643000000000;0.0000646706076070000000000;0.0000983347239220000000000;0.0000568067664228000000000;0.0000878514531599000000000;0.0000463171646569000000000;0.0002179167789379000000000;-0.0005973029313432000000000;-0.0006900333241101000000000;-0.0002438934733666000000000;-0.0003344913394633000000000;-0.0000950897918661000000000;-0.0000498816689059000000000;-0.0000175369668084000000000;0.0001061603876105000000000;0.0000333813883517000000000;0.0000962716196792000000000;0.0000971225660318000000000;0.0000421504652553000000000;0.0000604818555345000000000;0.0000359453942812000000000;-0.0000001439496826000000000
18;ldhp*sdom;;2EST;;;-0.0020877163483893000000000;0.0000140209581960000000000;-0.0000018171005348000000000;0.0000051321786930000000000;-0.0002904503617634000000000;0.0001708533409076000000000;0.0012774227564347000000000;-0.0002377168681096000000000;-0.0001360209930169000000000;-0.0001122978718505000000000;-0.0001795177670074000000000;0.0012935329381126000000000;-0.0001066408465804000000000;-0.0004208520967713000000000;0.0000337312829440000000000;-0.0005973029313432000000000;0.0094417909380992000000000;0.0074180589127915000000000;0.0062956168399002000000000;0.0062241549927289000000000;0.0047289524263775000000000;0.0054614690818799000000000;0.0044328477505582000000000;-0.0002089876087858000000000;-0.0000494282741917000000000;-0.0001412519746456000000000;-0.0002764145460730000000000;-0.0004361894607209000000000;-0.0000591317430841000000000;-0.0003432126930789000000000;-0.0000018919260952000000000
19;ldhp*sdom;;2OUEST;;;-0.0037027890784075000000000;-0.0000273956213637000000000;-0.0000015223844131000000000;0.0000211254841426000000000;0.0000531930059942000000000;0.0002500570578598000000000;0.0014779868899575000000000;-0.0004598541555230000000000;-0.0006594800428557000000000;-0.0000279861997272000000000;-0.0000486141833076000000000;0.0014631981791765000000000;0.0002383179334895000000000;0.0000453047572927000000000;0.0002028365732420000000000;-0.0006900333241101000000000;0.0074180589127915000000000;0.0113676319412483000000000;0.0062655819454979000000000;0.0064722539052416000000000;0.0046207941727723000000000;0.0055450481658989000000000;0.0041552613452257000000000;-0.0001948648032471000000000;0.0000406740172503000000000;-0.0001103362881015000000000;-0.0002386381831986000000000;-0.0003169319179007000000000;-0.0000051619147854000000000;-0.0004940741366520000000000;-0.0000002086025888000000000
20;ldhp*sdom;;3EST;;;-0.0029516284402180000000000;0.0000150106373211000000000;-0.0000016855137284000000000;-0.0000061762119328000000000;0.0000483693678092000000000;0.0001283984526617000000000;0.0012531598142534000000000;-0.0000086973775637000000000;-0.0001598518243382000000000;-0.0001806886528090000000000;-0.0001777446514263000000000;0.0015199041617569000000000;0.0000406782901802000000000;-0.0000283628252568000000000;0.0000160956057255000000000;-0.0002438934733666000000000;0.0062956168399002000000000;0.0062655819454979000000000;0.0064177558355871000000000;0.0058091830942436000000000;0.0045615385539212000000000;0.0055442575887862000000000;0.0043481974375820000000000;-0.0001481836581468000000000;-0.0000193682170793000000000;-0.0001252761664098000000000;-0.0002063973625685000000000;-0.0000888899468739000000000;-0.0000530227262683000000000;-0.0001100834285082000000000;-0.0000018563406036000000000
21;ldhp*sdom;;3OUEST;;;-0.0043477754776110000000000;-0.0000514223982476000000000;-0.0000012038175313000000000;0.0000381175936291000000000;0.0002603850992004000000000;0.0003121547819299000000000;0.0014475664783148000000000;0.0000160028294254000000000;-0.0000473279781590000000000;0.0000268607061789000000000;-0.0000073983981260000000000;0.0016278861051964000000000;0.0002573091740101000000000;0.0000483971306639000000000;0.0001751395286483000000000;-0.0003344913394633000000000;0.0062241549927289000000000;0.0064722539052416000000000;0.0058091830942436000000000;0.0061801543104323000000000;0.0044000723802065000000000;0.0055120178474481000000000;0.0040532658327572000000000;-0.0002262024778538000000000;-0.0001032023950463000000000;-0.0002089257110957000000000;-0.0002572287871115000000000;-0.0001332526492528000000000;-0.0001054632149399000000000;-0.0000904640248981000000000;-0.0000001820917931000000000
22;ldhp*sdom;;4EST;;;-0.0025683791545153000000000;-0.0000236762025944000000000;-0.0000016007479856000000000;0.0000306830801257000000000;0.0000628495208251000000000;-0.0000311542595753000000000;-0.0001651229215336000000000;-0.0000176516036229000000000;-0.0000764144643289000000000;-0.0000433405574571000000000;-0.0000766347642593000000000;0.0003403841875097000000000;-0.0000533733534009000000000;-0.0000929331050567000000000;-0.0000643288529958000000000;-0.0000950897918661000000000;0.0047289524263775000000000;0.0046207941727723000000000;0.0045615385539212000000000;0.0044000723802065000000000;0.0046163866074838000000000;0.0042897676339741000000000;0.0042556107661388000000000;0.0000039229294149000000000;0.0000043553746013000000000;-0.0000554490119901000000000;-0.0003984682445432000000000;-0.0000783506445208000000000;-0.0000097581208165000000000;-0.0002449711202092000000000;-0.0000013377831138000000000
23;ldhp*sdom;;4OUEST;;;-0.0045183356392755000000000;-0.0000559847835515000000000;-0.0000005585875005000000000;0.0000316630127316000000000;0.0000942619454095000000000;0.0002166436193635000000000;0.0012342373500710000000000;0.0000178160368692000000000;-0.0000754127676244000000000;-0.0001162575672713000000000;-0.0002209720441171000000000;0.0015995127695842000000000;0.0000844918636187000000000;-0.0000268637150593000000000;0.0000286065527162000000000;-0.0000498816689059000000000;0.0054614690818799000000000;0.0055450481658989000000000;0.0055442575887862000000000;0.0055120178474481000000000;0.0042897676339741000000000;0.0057666578920853000000000;0.0040560026770295000000000;-0.0000985317447039000000000;-0.0000673023566121000000000;-0.0001232545939576000000000;-0.0001591342864029000000000;-0.0001144240326506000000000;-0.0000414320561348000000000;-0.0000596724103890000000000;-0.0000005379473005000000000
24;ldhp*sdom;;5EST;;;-0.0017446368516668000000000;0.0000099473289075000000000;-0.0000015724541415000000000;0.0000037940661402000000000;0.0000676350456927000000000;0.0000116669285577000000000;0.0000079681188933000000000;0.0000014616049627000000000;-0.0001185496723110000000000;-0.0000215476184837000000000;-0.0000625331787105000000000;0.0001447024664096000000000;0.0000005620008278000000000;-0.0001209750636802000000000;-0.0001022007285695000000000;-0.0000175369668084000000000;0.0044328477505582000000000;0.0041552613452257000000000;0.0043481974375820000000000;0.0040532658327572000000000;0.0042556107661388000000000;0.0040560026770295000000000;0.0063866312399281000000000;-0.0000615127699582000000000;-0.0001137022671336000000000;-0.0000943986175304000000000;-0.0005469014991588000000000;-0.0001386210257079000000000;-0.0000496344910095000000000;-0.0002019365641559000000000;-0.0000021425435634000000000
26;ldhp*milieu;;;;0;-0.0047909188202469000000000;0.0000086792336684000000000;-0.0000009448537569000000000;-0.0000076809014920000000000;-0.0000874695135861000000000;0.0000413135167552000000000;-0.0000181914416165000000000;-0.0000810838783723000000000;0.0030224417990996000000000;0.0001623637591129000000000;0.0002051444278218000000000;0.0001215342312625000000000;0.0002209780093662000000000;0.0044286675539383000000000;0.0001809538033859000000000;0.0001061603876105000000000;-0.0002089876087858000000000;-0.0001948648032471000000000;-0.0001481836581468000000000;-0.0002262024778538000000000;0.0000039229294149000000000;-0.0000985317447039000000000;-0.0000615127699582000000000;0.0066648027741795000000000;0.0043231006946071000000000;0.0043599427074796000000000;0.0043192592098940000000000;0.0042358132459641000000000;0.0042403258779416000000000;0.0040369992908920000000000;0.0000001341489435000000000
27;ldhp*milieu;;;;1;-0.0048213962387496000000000;-0.0000388742314509000000000;-0.0000006509491278000000000;0.0000217761942092000000000;-0.0000657747156219000000000;0.0000621326447002000000000;0.0000181077446561000000000;0.0000424658601019000000000;0.0029978052873976000000000;0.0001274471189738000000000;0.0001510824313236000000000;0.0001075634838469000000000;0.0001813727987890000000000;0.0043962484452516000000000;0.0001698172023341000000000;0.0000333813883517000000000;-0.0000494282741917000000000;0.0000406740172503000000000;-0.0000193682170793000000000;-0.0001032023950463000000000;0.0000043553746013000000000;-0.0000673023566121000000000;-0.0001137022671336000000000;0.0043231006946071000000000;0.0061464021700334000000000;0.0043276799487827000000000;0.0042867141500357000000000;0.0042536684971388000000000;0.0042251420169258000000000;0.0040278042319672000000000;0.0000004423253032000000000
28;ldhp*milieu;;;;2;-0.0046753802740766000000000;-0.0000373501995476000000000;-0.0000010190889726000000000;0.0000282310297312000000000;-0.0001466488695856000000000;-0.0000370790751418000000000;-0.0001379990071651000000000;-0.0000956026810117000000000;0.0029329683195491000000000;0.0000750029527359000000000;0.0001477784531782000000000;0.0000330495359097000000000;0.0000655910055393000000000;0.0043513062632927000000000;0.0001836935011272000000000;0.0000962716196792000000000;-0.0001412519746456000000000;-0.0001103362881015000000000;-0.0001252761664098000000000;-0.0002089257110957000000000;-0.0000554490119901000000000;-0.0001232545939576000000000;-0.0000943986175304000000000;0.0043599427074796000000000;0.0043276799487827000000000;0.0044756280516927000000000;0.0043735520277996000000000;0.0042213195762966000000000;0.0042491047871946000000000;0.0040489377028064000000000;0.0000002102409845000000000
29;ldhp*milieu;;;;3;-0.0045637714322178000000000;-0.0000447347284705000000000;-0.0000009460124984000000000;0.0000270960230841000000000;-0.0001312291431908000000000;-0.0000230799431653000000000;0.0001491486933282000000000;-0.0001016786738198000000000;0.0028974934338362000000000;0.0000879573471729000000000;0.0001451468129520000000000;0.0000031434510975000000000;0.0001298860161951000000000;0.0043365726459098000000000;0.0001921013588029000000000;0.0000971225660318000000000;-0.0002764145460730000000000;-0.0002386381831986000000000;-0.0002063973625685000000000;-0.0002572287871115000000000;-0.0003984682445432000000000;-0.0001591342864029000000000;-0.0005469014991588000000000;0.0043192592098940000000000;0.0042867141500357000000000;0.0043735520277996000000000;0.0056089026313532000000000;0.0041820080942419000000000;0.0042428076438239000000000;0.0041556371178457000000000;0.0000002296210634000000000
30;ldhp*milieu;;;;4;-0.0049194248855979000000000;-0.0000264329480791000000000;0.0000006970300638000000000;0.0000007792691242000000000;0.0002593195362743000000000;0.0002346047391303000000000;0.0001821027219871000000000;0.0002833546203752000000000;0.0030452243928915000000000;0.0002671652654427000000000;0.0002676625400696000000000;0.0002701341072432000000000;0.0002181722079254000000000;0.0044968071873717000000000;0.0001614651822188000000000;0.0000421504652553000000000;-0.0004361894607209000000000;-0.0003169319179007000000000;-0.0000888899468739000000000;-0.0001332526492528000000000;-0.0000783506445208000000000;-0.0001144240326506000000000;-0.0001386210257079000000000;0.0042358132459641000000000;0.0042536684971388000000000;0.0042213195762966000000000;0.0041820080942419000000000;0.0107007789517451000000000;0.0041497158144399000000000;0.0040294890398451000000000;0.0000004926754922000000000
31;ldhp*milieu;;;;5;-0.0044867646243218000000000;-0.0000356553842716000000000;-0.0000002740931488000000000;0.0000210360841294000000000;-0.0000823719893084000000000;-0.0000057205791934000000000;-0.0000379860092695000000000;-0.0000076237205550000000000;0.0027306758677053000000000;0.0000517415186863000000000;0.0000908608380714000000000;0.0000323087541865000000000;0.0000285390367193000000000;0.0042316046458125000000000;0.0000506854688531000000000;0.0000604818555345000000000;-0.0000591317430841000000000;-0.0000051619147854000000000;-0.0000530227262683000000000;-0.0001054632149399000000000;-0.0000097581208165000000000;-0.0000414320561348000000000;-0.0000496344910095000000000;0.0042403258779416000000000;0.0042251420169258000000000;0.0042491047871946000000000;0.0042428076438239000000000;0.0041497158144399000000000;0.0047208404534032000000000;0.0039763950593366000000000;0.0000001742689661000000000
32;ldhp*milieu;;;;6;-0.0043926820419172000000000;-0.0000331092365004000000000;-0.0000001480293245000000000;0.0000221507677432000000000;-0.0000084529498185000000000;0.0000831212584653000000000;0.0002195871932030000000000;0.0001412216487602000000000;0.0025382558341731000000000;0.0001187569848850000000000;0.0001761348539474000000000;0.0001175330270092000000000;-0.0000701960041281000000000;0.0041814661097689000000000;0.0001058316925791000000000;0.0000359453942812000000000;-0.0003432126930789000000000;-0.0004940741366520000000000;-0.0001100834285082000000000;-0.0000904640248981000000000;-0.0002449711202092000000000;-0.0000596724103890000000000;-0.0002019365641559000000000;0.0040369992908920000000000;0.0040278042319672000000000;0.0040489377028064000000000;0.0041556371178457000000000;0.0040294890398451000000000;0.0039763950593366000000000;0.0079458364515106000000000;0.0000003129343893000000000
34;ldhp*ptot;;;;;-0.0000117471116560000000000;0.0000001104209269000000000;0.0000000032537707000000000;-0.0000001103660477000000000;-0.0000003394529841000000000;-0.0000001671002780000000000;-0.0000002082683270000000000;-0.0000000124856041000000000;0.0000003743142776000000000;-0.0000000181235608000000000;0.0000001997387184000000000;-0.0000004343080046000000000;-0.0000001729708682000000000;0.0000003034119077000000000;0.0000003762452452000000000;-0.0000001439496826000000000;-0.0000018919260952000000000;-0.0000002086025888000000000;-0.0000018563406036000000000;-0.0000001820917931000000000;-0.0000013377831138000000000;-0.0000005379473005000000000;-0.0000021425435634000000000;0.0000001341489435000000000;0.0000004423253032000000000;0.0000002102409845000000000;0.0000002296210634000000000;0.0000004926754922000000000;0.0000001742689661000000000;0.0000003129343893000000000;0.0000000119680357000000000
