a1;b1;b2;b3;b4;b0
1.62E-06;-2.08E-06;-1.26E-07;-1.49E-06;-7.54E-07;4.50E-06
-2.08E-06;0.073630817;0.002548171;0.050066581;0.0311792;-0.128460626
-1.26E-07;0.002548171;0.00035019;0.002110329;0.000831368;-0.004836194
-1.49E-06;0.050066581;0.002110329;0.034596026;0.020821313;-0.087920138
-7.54E-07;0.0311792;0.000831368;0.020821313;0.013547839;-0.054010334
4.50E-06;-0.128460626;-0.004836194;-0.087920138;-0.054010334;0.224724154
