EstType,Parameter,awood,bwood,cwood,abark,bbark,cbark,abranch,bbranch,cbranch,afoliage,bfoliage,cfoliage,ess,esslat
SUR Esti,bfoliage,-3.83E-06,6.65E-06,8.36878E-05,-7.56801E-05,0.000893885,,1.59E-06,-0.001020991,,-0.000140615,0.004213978,,Red Spruce,PiceaRubens
SUR Esti,awood,2.78E-07,4.88E-06,-1.16962E-05,1.25E-07,3.54E-06,-1.04106E-05,2.17E-08,8.51E-07,-1.53E-06,5.06E-08,-6.50E-07,,Trembling Aspen,PopulusTremuloides
SUR Esti,bwood,4.88E-06,0.000311152,-0.000438376,1.65E-06,0.000271132,-0.000370054,-3.78E-07,4.86866E-05,-3.16259E-05,-2.02E-06,3.8398E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,cwood,-1.16962E-05,-0.000438376,0.000735401,-4.68E-06,-0.000366159,0.000634592,-2.66E-07,-6.89532E-05,7.26885E-05,7.08E-07,-1.94309E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,abark,1.25E-07,1.65E-06,-4.68E-06,2.31E-07,6.75E-06,-1.96071E-05,4.86E-08,-2.36E-07,-9.97E-07,1.46E-07,-1.74E-06,,Trembling Aspen,PopulusTremuloides
SUR Esti,bbark,3.54E-06,0.000271132,-0.000366159,6.75E-06,0.001251165,-0.001651236,-6.96E-07,7.86995E-05,-5.24505E-05,-4.23E-06,7.00645E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,cbark,-1.04106E-05,-0.000370054,0.000634592,-1.96071E-05,-0.001651236,0.002779365,-2.08E-06,-6.69178E-05,0.000113309,-3.76E-06,2.86057E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,abranche,2.17E-08,-3.78E-07,-2.66E-07,4.86E-08,-6.96E-07,-2.08E-06,1.43E-06,1.3712E-05,-5.07336E-05,7.28E-07,-9.08E-06,,Trembling Aspen,PopulusTremuloides
SUR Esti,bbranche,8.51E-07,4.86866E-05,-6.89532E-05,-2.36E-07,7.86995E-05,-6.69178E-05,1.3712E-05,0.001981801,-0.0024974,-1.81336E-05,0.000212064,,Trembling Aspen,PopulusTremuloides
SUR Esti,cbranche,-1.53E-06,-3.16259E-05,7.26885E-05,-9.97E-07,-5.24505E-05,0.000113309,-5.07336E-05,-0.0024974,0.004012813,9.18E-07,2.59418E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,afoliage,5.06E-08,-2.02E-06,7.08E-07,1.46E-07,-4.23E-06,-3.76E-06,7.28E-07,-1.81336E-05,9.18E-07,3.26E-06,-3.97594E-05,,Trembling Aspen,PopulusTremuloides
SUR Esti,bfoliage,-6.50E-07,3.8398E-05,-1.94309E-05,-1.74E-06,7.00645E-05,2.86057E-05,-9.08E-06,0.000212064,2.59418E-05,-3.97594E-05,0.000533593,,Trembling Aspen,PopulusTremuloides
SUR Esti,awood,2.10233E-05,6.27573E-05,-0.000384019,5.48E-06,6.31744E-05,-0.000216809,5.33E-06,-4.25065E-05,,6.74E-07,-3.008E-05,2.34285E-05,White Ash,FraxinusAmericana
SUR Esti,bwood,6.27573E-05,0.001322896,-0.002397675,3.17978E-05,0.001077189,-0.002002377,-4.73729E-05,0.00045361,,-3.5341E-05,-9.28995E-05,0.000741132,White Ash,FraxinusAmericana
SUR Esti,cwood,-0.000384019,-0.002397675,0.00841547,-0.000118183,-0.002104652,0.005470041,-2.90344E-05,0.000163539,,2.81769E-05,0.000582833,-0.001186747,White Ash,FraxinusAmericana
SUR Esti,abark,5.48E-06,3.17978E-05,-0.000118183,1.16428E-05,9.69475E-05,-0.000419303,5.95E-07,-3.79E-06,,9.19E-06,2.75E-06,-0.00015946,White Ash,FraxinusAmericana
SUR Esti,bbark,6.31744E-05,0.001077189,-0.002104652,9.69475E-05,0.003688373,-0.00660662,-1.03773E-05,0.00015278,,1.9095E-05,0.000995697,-0.001426499,White Ash,FraxinusAmericana
SUR Esti,cbark,-0.000216809,-0.002002377,0.005470041,-0.000419303,-0.00660662,0.018535079,-8.75E-06,-2.39188E-05,,-0.00026782,-0.001186346,0.005882057,White Ash,FraxinusAmericana
SUR Esti,abranche,5.33E-06,-4.73729E-05,-2.90344E-05,5.95E-07,-1.03773E-05,-8.75E-06,7.11557E-05,-0.000614147,,4.57528E-05,-0.000447012,-0.00028599,White Ash,FraxinusAmericana
SUR Esti,bbranche,-4.25065E-05,0.00045361,0.000163539,-3.79E-06,0.00015278,-2.39188E-05,-0.000614147,0.005465416,,-0.000386685,0.003937849,0.002344806,White Ash,FraxinusAmericana
SUR Esti,afoliage,6.74E-07,-3.5341E-05,2.81769E-05,9.19E-06,1.9095E-05,-0.00026782,4.57528E-05,-0.000386685,,8.73489E-05,-1.88126E-05,-0.001476739,White Ash,FraxinusAmericana
SUR Esti,bfoliage,-3.008E-05,-9.28995E-05,0.000582833,2.75E-06,0.000995697,-0.001186346,-0.000447012,0.003937849,,-1.88126E-05,0.011520467,-0.012392349,White Ash,FraxinusAmericana
SUR Esti,cfoliage,2.34285E-05,0.000741132,-0.001186747,-0.00015946,-0.001426499,0.005882057,-0.00028599,0.002344806,,-0.001476739,-0.012392349,0.039192358,White Ash,FraxinusAmericana
SUR Esti,awood,1.52939E-05,8.82751E-05,-0.00036759,1.08E-06,-4.42568E-05,,6.65E-06,-4.84331E-05,,6.95E-07,-8.34E-06,,White Elm,UlmusAmericana
SUR Esti,bwood,8.82751E-05,0.003996239,-0.006228679,-1.50867E-05,0.000642964,,-7.1058E-05,0.000524413,,-8.93E-06,0.000130088,,White Elm,UlmusAmericana
SUR Esti,cwood,-0.00036759,-0.006228679,0.013702583,-1.68E-06,4.89148E-05,,-2.87562E-05,0.000214286,,-1.64E-06,-3.77E-06,,White Elm,UlmusAmericana
SUR Esti,abark,1.08E-06,-1.50867E-05,-1.68E-06,5.84E-06,-0.000229023,,4.59E-07,-4.50E-06,,-2.44E-07,-4.63E-06,,White Elm,UlmusAmericana
SUR Esti,bbark,-4.42568E-05,0.000642964,4.89148E-05,-0.000229023,0.009110522,,-1.97013E-05,0.000195628,,7.53E-06,0.000221061,,White Elm,UlmusAmericana
SUR Esti,abranche,6.65E-06,-7.1058E-05,-2.87562E-05,4.59E-07,-1.97013E-05,,3.46415E-05,-0.000260636,,9.54E-06,-5.28346E-05,,White Elm,UlmusAmericana
SUR Esti,bbranche,-4.84331E-05,0.000524413,0.000214286,-4.50E-06,0.000195628,,-0.000260636,0.002082208,,-7.03667E-05,0.000402798,,White Elm,UlmusAmericana
SUR Esti,afoliage,6.95E-07,-8.93E-06,-1.64E-06,-2.44E-07,7.53E-06,,9.54E-06,-7.03667E-05,,7.74E-06,-4.54328E-05,,White Elm,UlmusAmericana
SUR Esti,bfoliage,-8.34E-06,0.000130088,-3.77E-06,-4.63E-06,0.000221061,,-5.28346E-05,0.000402798,,-4.54328E-05,0.000348709,,White Elm,UlmusAmericana
SUR Esti,awood,1.46304E-05,4.22534E-05,-0.000237357,-8.94E-07,1.82236E-05,1.98678E-05,-1.29E-07,5.80E-07,,5.74E-06,-9.07E-06,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,bwood,4.22534E-05,0.000929174,-0.001654467,3.03E-06,-8.54561E-05,-3.7842E-05,-3.51E-06,4.57378E-05,,-4.79782E-05,9.09507E-05,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,cwood,-0.000237357,-0.001654467,0.005022726,7.52E-06,-0.000124605,-0.000201265,5.23E-06,-5.39586E-05,,-1.74632E-05,1.41607E-05,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,abark,-8.94E-07,3.03E-06,7.52E-06,2.38E-06,3.69175E-05,-0.000158558,-5.56E-07,4.57E-06,,-4.56E-06,7.25E-06,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,bbark,1.82236E-05,-8.54561E-05,-0.000124605,3.69175E-05,0.002851811,-0.005188535,9.09E-06,-7.1253E-05,,9.39734E-05,-0.000157199,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,cbark,1.98678E-05,-3.7842E-05,-0.000201265,-0.000158558,-0.005188535,0.013868111,1.50146E-05,-0.00012964,,0.000103123,-0.00016056,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,abranche,-1.29E-07,-3.51E-06,5.23E-06,-5.56E-07,9.09E-06,1.50146E-05,6.35E-06,-5.65026E-05,,3.21634E-05,-5.43323E-05,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,bbranche,5.80E-07,4.57378E-05,-5.39586E-05,4.57E-06,-7.1253E-05,-0.00012964,-5.65026E-05,0.00053474,,-0.00028154,0.000500333,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,afoliage,5.74E-06,-4.79782E-05,-1.74632E-05,-4.56E-06,9.39734E-05,0.000103123,3.21634E-05,-0.00028154,,0.000492005,-0.000821809,,Yellow Birch,BetulaAlleghaniensis
SUR Esti,bfoliage,-9.07E-06,9.09507E-05,1.41607E-05,7.25E-06,-0.000157199,-0.00016056,-5.43323E-05,0.000500333,,-0.000821809,0.001440623,,Yellow Birch,BetulaAlleghaniensis
