EstType,Parameter,awood,bwood,cwood,abark,bbark,cbark,abranch,bbranch,cbranch,afoliage,bfoliage,cfoliage,ess,esslat
SUR Esti,bbark,-1.16E-07,-2.12151E-05,2.33349E-05,2.71E-06,0.000310958,-0.000392338,-1.31E-06,-4.21258E-05,6.28395E-05,3.05E-06,2.38E-06,-1.08543E-05,all,Any
SUR Esti,cbark,1.35E-06,2.14568E-05,-3.63517E-05,-6.49E-06,-0.000392338,0.000585573,3.31E-06,4.1585E-05,-8.25152E-05,-5.34E-06,2.80E-06,8.77E-06,all,Any
SUR Esti,abranche,1.14E-07,1.58E-07,-1.38E-06,-7.65E-08,-1.31E-06,3.31E-06,6.94E-07,2.99E-06,-1.11961E-05,1.11E-06,5.38E-07,-2.96E-06,all,Any
SUR Esti,bbranche,-1.79E-07,3.55893E-05,-3.68245E-05,1.91E-07,-4.21258E-05,4.1585E-05,2.99E-06,0.000376918,-0.000452483,3.47E-06,0.000103115,-0.000122533,all,Any
SUR Esti,cbranche,-9.50E-07,-3.97513E-05,5.41661E-05,5.55E-07,6.28395E-05,-8.25152E-05,-1.11961E-05,-0.000452483,0.000636735,-1.63215E-05,-0.00012079,0.000171387,all,Any
SUR Esti,afoliage,1.64E-07,-3.56E-08,-1.58E-06,9.14E-08,3.05E-06,-5.34E-06,1.11E-06,3.47E-06,-1.63215E-05,1.51829E-05,1.2663E-05,-4.73753E-05,all,Any
SUR Esti,bfoliage,-3.11E-07,2.53E-06,6.30E-07,-1.99E-07,2.38E-06,2.80E-06,5.38E-07,0.000103115,-0.00012079,1.2663E-05,0.000333498,-0.000407289,all,Any
SUR Esti,cfoliage,2.29E-08,-3.07E-06,2.67E-06,6.30E-08,-1.08543E-05,8.77E-06,-2.96E-06,-0.000122533,0.000171387,-4.73753E-05,-0.000407289,0.000573054,all,Any
SUR Esti,awood,5.25E-06,4.69016E-05,-0.000119361,6.69E-08,1.66134E-05,-4.22223E-05,6.63E-06,-5.0155E-05,5.34E-06,1.20153E-05,-6.7921E-05,,Alpine Fir,AbiesLasiocarpa
SUR Esti,bwood,4.69016E-05,0.003331871,-0.004297475,4.65E-07,-0.001785167,0.001827786,7.76E-06,0.002886478,-0.003260591,-6.08E-06,6.77544E-05,,Alpine Fir,AbiesLasiocarpa
SUR Esti,cwood,-0.000119361,-0.004297475,0.006306784,-1.42E-06,0.00177262,-0.001485928,-9.42806E-05,-0.002607941,0.003629105,-0.000146129,0.000798354,,Alpine Fir,AbiesLasiocarpa
SUR Esti,abark,6.69E-08,4.65E-07,-1.42E-06,1.54E-07,4.61482E-05,-0.0001063,-1.40E-06,1.13144E-05,-3.77E-06,-1.24E-06,6.01E-06,,Alpine Fir,AbiesLasiocarpa
SUR Esti,bbark,1.66134E-05,-0.001785167,0.00177262,4.61482E-05,0.062677709,-0.085938742,-0.000276558,-0.020885082,0.025328552,-8.58437E-05,0.000572849,,Alpine Fir,AbiesLasiocarpa
SUR Esti,cbark,-4.22223E-05,0.001827786,-0.001485928,-0.0001063,-0.085938742,0.133423844,0.000804351,0.019531655,-0.027256606,0.000517212,-0.002656603,,Alpine Fir,AbiesLasiocarpa
SUR Esti,abranche,6.63E-06,7.76E-06,-9.42806E-05,-1.40E-06,-0.000276558,0.000804351,7.21131E-05,-0.000659235,0.00017571,0.000109511,-0.000638762,,Alpine Fir,AbiesLasiocarpa
SUR Esti,bbranche,-5.0155E-05,0.002886478,-0.002607941,1.13144E-05,-0.020885082,0.019531655,-0.000659235,0.04176499,-0.042003351,-0.00148001,0.008470211,,Alpine Fir,AbiesLasiocarpa
SUR Esti,cbranche,5.34E-06,-0.003260591,0.003629105,-3.77E-06,0.025328552,-0.027256606,0.00017571,-0.042003351,0.046434494,0.00081191,-0.004304586,,Alpine Fir,AbiesLasiocarpa
SUR Esti,afoliage,1.20153E-05,-6.08E-06,-0.000146129,-1.24E-06,-8.58437E-05,0.000517212,0.000109511,-0.00148001,0.00081191,0.000227413,-0.001312887,,Alpine Fir,AbiesLasiocarpa
SUR Esti,bfoliage,-6.7921E-05,6.77544E-05,0.000798354,6.01E-06,0.000572849,-0.002656603,-0.000638762,0.008470211,-0.004304586,-0.001312887,0.007840154,,Alpine Fir,AbiesLasiocarpa
SUR Esti,awood,1.97E-06,4.15641E-05,-8.75969E-05,2.07E-08,8.62E-06,-1.14767E-05,1.80E-07,1.69966E-05,-3.5254E-05,1.99E-07,-3.83E-06,,Basswood,TiliaAmericana
SUR Esti,bwood,4.15641E-05,0.002436482,-0.00360002,3.40E-06,0.000626429,-0.000919233,3.81E-06,0.001022439,-0.001508535,-8.26E-07,-4.50053E-05,,Basswood,TiliaAmericana
SUR Esti,cwood,-8.75969E-05,-0.00360002,0.005883621,-4.38E-06,-0.000887215,0.001288472,-7.97E-06,-0.001512708,0.002442188,-1.73E-06,9.66178E-05,,Basswood,TiliaAmericana
SUR Esti,abark,2.07E-08,3.40E-06,-4.38E-06,9.26E-07,4.02348E-05,-0.000100635,2.22E-07,3.86E-06,-2.30705E-05,7.83E-07,-1.47063E-05,,Basswood,TiliaAmericana
SUR Esti,bbark,8.62E-06,0.000626429,-0.000887215,4.02348E-05,0.006214044,-0.009389245,3.61E-06,0.001195042,-0.001680783,-2.23286E-05,0.000473826,,Basswood,TiliaAmericana
SUR Esti,cbark,-1.14767E-05,-0.000919233,0.001288472,-0.000100635,-0.009389245,0.01663326,-1.68198E-05,-0.001612068,0.003281595,-1.91326E-05,0.000321164,,Basswood,TiliaAmericana
SUR Esti,abranche,1.80E-07,3.81E-06,-7.97E-06,2.22E-07,3.61E-06,-1.68198E-05,4.51E-06,0.000103679,-0.000499247,8.99E-07,-1.66782E-05,,Basswood,TiliaAmericana
SUR Esti,bbranche,1.69966E-05,0.001022439,-0.001512708,3.86E-06,0.001195042,-0.001612068,0.000103679,0.028883375,-0.041543432,-6.38468E-05,0.001292292,,Basswood,TiliaAmericana
SUR Esti,cbranche,-3.5254E-05,-0.001508535,0.002442188,-2.30705E-05,-0.001680783,0.003281595,-0.000499247,-0.041543432,0.089590766,-2.02E-07,-6.45396E-05,,Basswood,TiliaAmericana
SUR Esti,afoliage,1.99E-07,-8.26E-07,-1.73E-06,7.83E-07,-2.23286E-05,-1.91326E-05,8.99E-07,-6.38468E-05,-2.02E-07,1.49258E-05,-0.00028567,,Basswood,TiliaAmericana
SUR Esti,bfoliage,-3.83E-06,-4.50053E-05,9.66178E-05,-1.47063E-05,0.000473826,0.000321164,-1.66782E-05,0.001292292,-6.45396E-05,-0.00028567,0.005676733,,Basswood,TiliaAmericana
SUR Esti,awood,2.85876E-05,0.000144128,-0.000382924,3.62E-06,0.000141657,-0.000402733,-2.65E-06,2.14921E-05,,-9.55E-06,6.06314E-05,,Beech,FagusGrandifolia
SUR Esti,bwood,0.000144128,0.001965862,-0.003301309,1.59753E-05,0.001975707,-0.003271509,-7.33E-06,9.02271E-05,,-4.89E-06,5.21858E-05,,Beech,FagusGrandifolia
SUR Esti,cwood,-0.000382924,-0.003301309,0.00666018,-4.59186E-05,-0.003286267,0.006769744,2.73834E-05,-0.000250569,,7.78364E-05,-0.000513411,,Beech,FagusGrandifolia
SUR Esti,abark,3.62E-06,1.59753E-05,-4.59186E-05,2.15E-06,6.1953E-05,-0.000213808,7.89E-07,-6.42E-06,,2.97E-06,-1.88932E-05,,Beech,FagusGrandifolia
SUR Esti,bbark,0.000141657,0.001975707,-0.003286267,6.1953E-05,0.008187604,-0.013259638,-1.53478E-05,0.000190269,,-3.47127E-05,0.000288885,,Beech,FagusGrandifolia
SUR Esti,cbark,-0.000402733,-0.003271509,0.006769744,-0.000213808,-0.013259638,0.029209339,-3.77798E-05,0.000241242,,-0.000162742,0.000964898,,Beech,FagusGrandifolia
SUR Esti,abranche,-2.65E-06,-7.33E-06,2.73834E-05,7.89E-07,-1.53478E-05,-3.77798E-05,2.00204E-05,-0.000167183,,2.10279E-05,-0.000137915,,Beech,FagusGrandifolia
SUR Esti,bbranche,2.14921E-05,9.02271E-05,-0.000250569,-6.42E-06,0.000190269,0.000241242,-0.000167183,0.001452579,,-0.000175214,0.001199084,,Beech,FagusGrandifolia
SUR Esti,afoliage,-9.55E-06,-4.89E-06,7.78364E-05,2.97E-06,-3.47127E-05,-0.000162742,2.10279E-05,-0.000175214,,6.44026E-05,-0.000417664,,Beech,FagusGrandifolia
SUR Esti,bfoliage,6.06314E-05,5.21858E-05,-0.000513411,-1.88932E-05,0.000288885,0.000964898,-0.000137915,0.001199084,,-0.000417664,0.002800168,,Beech,FagusGrandifolia
SUR Esti,awood,4.72054E-05,6.50996E-05,-0.000499119,6.31E-06,-7.38541E-05,,-8.14E-07,6.89E-06,,-1.04902E-05,-0.000178311,0.00026942,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,bwood,6.50996E-05,0.001201043,-0.002272715,-3.39657E-05,0.000450855,,1.12479E-05,-0.000113534,,-0.000577248,-0.000170611,0.00143386,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,cwood,-0.000499119,-0.002272715,0.007583087,-9.10E-06,8.90022E-05,,-1.54003E-05,0.000200528,,0.00078088,0.001979798,-0.004335532,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,abark,6.31E-06,-3.39657E-05,-9.10E-06,1.57947E-05,-0.000186405,,-3.97E-06,4.03635E-05,,7.24888E-05,-0.000158126,7.86826E-05,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,bbark,-7.38541E-05,0.000450855,8.90022E-05,-0.000186405,0.002381451,,2.45321E-05,-0.000107949,,-0.001221973,0.002186336,-0.000484547,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,abranche,-8.14E-07,1.12479E-05,-1.54003E-05,-3.97E-06,2.45321E-05,,3.93913E-05,-0.00055481,,-4.6823E-05,0.000169992,-0.000187032,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,bbranche,6.89E-06,-0.000113534,0.000200528,4.03635E-05,-0.000107949,,-0.00055481,0.008090879,,0.000665567,-0.002299531,0.002441524,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,afoliage,-1.04902E-05,-0.000577248,0.00078088,7.24888E-05,-0.001221973,,-4.6823E-05,0.000665567,,0.012717158,0.000762415,-0.024732677,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,bfoliage,-0.000178311,-0.000170611,0.001979798,-0.000158126,0.002186336,,0.000169992,-0.002299531,,0.000762415,0.031841612,-0.047351393,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,cfoliage,0.00026942,0.00143386,-0.004335532,7.86826E-05,-0.000484547,,-0.000187032,0.002441524,,-0.024732677,-0.047351393,0.115128599,Eastern Red Cedar,JuniperusVirginiana
SUR Esti,awood,4.15E-06,4.19896E-05,-0.000137575,3.15E-06,2.96958E-05,-0.000153523,2.41E-07,-1.39577E-05,,7.44E-07,-1.78133E-05,,Hickory,CaryaSp
SUR Esti,bwood,4.19896E-05,0.002229421,-0.003177684,2.29428E-05,0.002415508,-0.003322983,-2.07E-06,0.000139417,,-8.01E-07,5.12E-06,,Hickory,CaryaSp
SUR Esti,cwood,-0.000137575,-0.003177684,0.00634431,-9.53131E-05,-0.003099308,0.006864042,-3.32E-06,0.000177977,,-1.58414E-05,0.000392814,,Hickory,CaryaSp
SUR Esti,abark,3.15E-06,2.29428E-05,-9.53131E-05,4.47E-06,6.36128E-05,-0.000240229,-9.61E-08,5.99E-06,,1.89E-07,-4.34E-06,,Hickory,CaryaSp
SUR Esti,bbark,2.96958E-05,0.002415508,-0.003099308,6.36128E-05,0.007843792,-0.010387005,8.70E-06,-0.000645948,,8.62E-06,-0.000282756,,Hickory,CaryaSp
SUR Esti,cbark,-0.000153523,-0.003322983,0.006864042,-0.000240229,-0.010387005,0.019974639,-4.62E-06,0.00037522,,-1.58014E-05,0.00043621,,Hickory,CaryaSp
SUR Esti,abranche,2.41E-07,-2.07E-06,-3.32E-06,-9.61E-08,8.70E-06,-4.62E-06,2.09E-06,-0.000128289,,1.70E-06,-4.27201E-05,,Hickory,CaryaSp
SUR Esti,bbranche,-1.39577E-05,0.000139417,0.000177977,5.99E-06,-0.000645948,0.00037522,-0.000128289,0.00809809,,-0.000103867,0.002667712,,Hickory,CaryaSp
SUR Esti,afoliage,7.44E-07,-8.01E-07,-1.58414E-05,1.89E-07,8.62E-06,-1.58014E-05,1.70E-06,-0.000103867,,6.13E-06,-0.000152055,,Hickory,CaryaSp
SUR Esti,bfoliage,-1.78133E-05,5.12E-06,0.000392814,-4.34E-06,-0.000282756,0.00043621,-4.27201E-05,0.002667712,,-0.000152055,0.003876853,,Hickory,CaryaSp
SUR Esti,awood,1.10635E-05,-5.43961E-05,-0.000504364,5.52E-07,2.18589E-05,-0.000227716,6.93E-07,1.28197E-05,-0.000365303,6.04E-06,-8.43353E-05,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,bwood,-5.43961E-05,0.002828534,-0.000522943,7.65E-06,0.002090098,-0.005041447,1.15372E-05,0.001629922,-0.007624129,4.11155E-05,-0.000760406,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,cwood,-0.000504364,-0.000522943,0.026571187,-3.79664E-05,-0.003374355,0.01770548,-5.00998E-05,-0.002481201,0.028143293,-0.000351223,0.005052719,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,abark,5.52E-07,7.65E-06,-3.79664E-05,7.75E-07,2.98E-06,-0.0002811,7.34E-08,1.22421E-05,-5.20089E-05,9.19E-07,-1.29926E-05,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,bbark,2.18589E-05,0.002090098,-0.003374355,2.98E-06,0.013774828,-0.015529084,1.82533E-05,0.001209604,-0.010282776,0.000153794,-0.002800677,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,cbark,-0.000227716,-0.005041447,0.01770548,-0.0002811,-0.015529084,0.117485685,-4.91222E-05,-0.00553023,0.031176922,-0.000487445,0.007433303,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,abranche,6.93E-07,1.15372E-05,-5.00998E-05,7.34E-08,1.82533E-05,-4.91222E-05,8.46E-07,-5.05767E-05,-0.000363292,3.31E-06,-4.67694E-05,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,bbranche,1.28197E-05,0.001629922,-0.002481201,1.22421E-05,0.001209604,-0.00553023,-5.05767E-05,0.019052075,0.003238727,-0.000580839,0.00847819,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,cbranche,-0.000365303,-0.007624129,0.028143293,-5.20089E-05,-0.010282776,0.031176922,-0.000363292,0.003238727,0.177641778,-0.000964138,0.013389294,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,afoliage,6.04E-06,4.11155E-05,-0.000351223,9.19E-07,0.000153794,-0.000487445,3.31E-06,-0.000580839,-0.000964138,7.23646E-05,-0.001069554,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,bfoliage,-8.43353E-05,-0.000760406,0.005052719,-1.29926E-05,-0.002800677,0.007433303,-4.67694E-05,0.00847819,0.013389294,-0.001069554,0.016144214,,Hop-Hornbeam,OstryaVirginiana
SUR Esti,awood,1.01E-06,3.87E-06,-2.1056E-05,-2.91E-07,-3.16E-06,1.05394E-05,4.99E-07,-9.01E-06,1.27E-06,1.02E-06,-9.39E-06,,Jack Pine,PinusBanksiana
SUR Esti,bwood,3.87E-06,0.000342969,-0.000416539,-7.73E-07,-0.000151342,0.000167987,-4.46E-06,0.000109262,-1.49341E-05,-9.60E-06,0.000116215,,Jack Pine,PinusBanksiana
SUR Esti,cwood,-2.1056E-05,-0.000416539,0.000783266,5.74E-06,0.000206526,-0.000349894,-3.91E-06,3.66513E-05,1.11E-06,-7.39E-06,4.11771E-05,,Jack Pine,PinusBanksiana
SUR Esti,abark,-2.91E-07,-7.73E-07,5.74E-06,9.65E-07,1.56659E-05,-4.04573E-05,-1.78E-07,3.91E-06,-1.21E-06,-2.56E-07,2.35E-06,,Jack Pine,PinusBanksiana
SUR Esti,bbark,-3.16E-06,-0.000151342,0.000206526,1.56659E-05,0.001507077,-0.001958143,-3.30E-06,7.1944E-05,-3.84E-06,-6.27E-06,6.79257E-05,,Jack Pine,PinusBanksiana
SUR Esti,cbark,1.05394E-05,0.000167987,-0.000349894,-4.04573E-05,-0.001958143,0.003061539,7.65E-06,-0.000170917,3.91656E-05,1.28857E-05,-0.000126524,,Jack Pine,PinusBanksiana
SUR Esti,abranche,4.99E-07,-4.46E-06,-3.91E-06,-1.78E-07,-3.30E-06,7.65E-06,4.54E-06,-3.13588E-05,-5.42862E-05,5.45E-06,-5.5703E-05,,Jack Pine,PinusBanksiana
SUR Esti,bbranche,-9.01E-06,0.000109262,3.66513E-05,3.91E-06,7.1944E-05,-0.000170917,-3.13588E-05,0.00303272,-0.002789958,-0.000102953,0.00100277,,Jack Pine,PinusBanksiana
SUR Esti,cbranche,1.27E-06,-1.49341E-05,1.11E-06,-1.21E-06,-3.84E-06,3.91656E-05,-5.42862E-05,-0.002789958,0.004271204,9.06E-06,4.59E-06,,Jack Pine,PinusBanksiana
SUR Esti,afoliage,1.02E-06,-9.60E-06,-7.39E-06,-2.56E-07,-6.27E-06,1.28857E-05,5.45E-06,-0.000102953,9.06E-06,1.22675E-05,-0.00012329,,Jack Pine,PinusBanksiana
SUR Esti,bfoliage,-9.39E-06,0.000116215,4.11771E-05,2.35E-06,6.79257E-05,-0.000126524,-5.5703E-05,0.00100277,4.59E-06,-0.00012329,0.001289214,,Jack Pine,PinusBanksiana
SUR Esti,awood,1.16E-06,1.10327E-05,-4.12453E-05,6.03E-07,-8.03E-06,,8.53E-09,3.07E-06,-4.06E-06,-1.37E-07,-2.56E-06,3.59E-06,Largetooth Aspen,PopulusGrandidentata
SUR Esti,bwood,1.10327E-05,0.000985801,-0.001247629,-1.14793E-05,0.000178803,,-5.65E-06,0.000336634,-0.000133576,-5.78E-07,-0.000151936,0.000162211,Largetooth Aspen,PopulusGrandidentata
SUR Esti,cwood,-4.12453E-05,-0.001247629,0.002303253,-4.28E-06,3.66323E-05,,4.77E-06,-0.000375078,0.00022614,4.29E-06,0.000206909,-0.000241211,Largetooth Aspen,PopulusGrandidentata
SUR Esti,abark,6.03E-07,-1.14793E-05,-4.28E-06,4.99E-06,-7.11031E-05,,1.26E-06,-3.21265E-05,-5.58E-07,-7.43E-07,1.37567E-05,-5.61E-06,Largetooth Aspen,PopulusGrandidentata
SUR Esti,bbark,-8.03E-06,0.000178803,3.66323E-05,-7.11031E-05,0.001053381,,-1.81268E-05,0.000503712,-1.61558E-05,1.09055E-05,-0.00021585,9.43092E-05,Largetooth Aspen,PopulusGrandidentata
SUR Esti,abranche,8.53E-09,-5.65E-06,4.77E-06,1.26E-06,-1.81268E-05,,2.83E-06,4.07E-06,-8.11052E-05,-2.72E-06,-1.42E-07,2.30015E-05,Largetooth Aspen,PopulusGrandidentata
SUR Esti,bbranche,3.07E-06,0.000336634,-0.000375078,-3.21265E-05,0.000503712,,4.07E-06,0.005872655,-0.005904037,-5.35E-06,-0.001047384,0.001149703,Largetooth Aspen,PopulusGrandidentata
SUR Esti,cbranche,-4.06E-06,-0.000133576,0.00022614,-5.58E-07,-1.61558E-05,,-8.11052E-05,-0.005904037,0.008140087,7.47304E-05,0.001080627,-0.001728178,Largetooth Aspen,PopulusGrandidentata
SUR Esti,afoliage,-1.37E-07,-5.78E-07,4.29E-06,-7.43E-07,1.09055E-05,,-2.72E-06,-5.35E-06,7.47304E-05,8.01E-06,2.60606E-05,-0.000101361,Largetooth Aspen,PopulusGrandidentata
SUR Esti,bfoliage,-2.56E-06,-0.000151936,0.000206909,1.37567E-05,-0.00021585,,-1.42E-07,-0.001047384,0.001080627,2.60606E-05,0.00299659,-0.00320356,Largetooth Aspen,PopulusGrandidentata
SUR Esti,cfoliage,3.59E-06,0.000162211,-0.000241211,-5.61E-06,9.43092E-05,,2.30015E-05,0.001149703,-0.001728178,-0.000101361,-0.00320356,0.004187163,Largetooth Aspen,PopulusGrandidentata
SUR Esti,awood,2.26486E-05,6.80774E-05,-0.000406185,1.38128E-05,3.32405E-05,-0.000243467,-1.37446E-05,0.000239025,,2.21662E-05,-8.15798E-05,,Red Ash,FraxinusPennsylvanica
SUR Esti,bwood,6.80774E-05,0.006651612,-0.008000037,2.95023E-05,0.003991019,-0.004644282,0.000183408,-0.003450908,,-0.000288523,0.001090519,,Red Ash,FraxinusPennsylvanica
SUR Esti,cwood,-0.000406185,-0.008000037,0.01445146,-0.000235348,-0.004670618,0.008486242,1.17266E-05,4.01919E-05,,-1.08929E-05,1.05045E-05,,Red Ash,FraxinusPennsylvanica
SUR Esti,abark,1.38128E-05,2.95023E-05,-0.000235348,2.56358E-05,7.98311E-05,-0.000469708,-1.56558E-05,0.000266503,,-2.35447E-05,9.26836E-05,,Red Ash,FraxinusPennsylvanica
SUR Esti,bbark,3.32405E-05,0.003991019,-0.004670618,7.98311E-05,0.007787438,-0.009438786,0.000164931,-0.00301898,,0.000257007,-0.00114912,,Red Ash,FraxinusPennsylvanica
SUR Esti,cbark,-0.000243467,-0.004644282,0.008486242,-0.000469708,-0.009438786,0.017087561,5.89059E-05,-0.000802156,,7.65052E-05,-0.000176565,,Red Ash,FraxinusPennsylvanica
SUR Esti,abranche,-1.37446E-05,0.000183408,1.17266E-05,-1.56558E-05,0.000164931,5.89059E-05,5.94268E-05,-0.001037725,,2.15457E-05,-9.59003E-05,,Red Ash,FraxinusPennsylvanica
SUR Esti,bbranche,0.000239025,-0.003450908,4.01919E-05,0.000266503,-0.00301898,-0.000802156,-0.001037725,0.018440611,,-0.000363021,0.001743284,,Red Ash,FraxinusPennsylvanica
SUR Esti,afoliage,2.21662E-05,-0.000288523,-1.08929E-05,-2.35447E-05,0.000257007,7.65052E-05,2.15457E-05,-0.000363021,,0.000694062,-0.002720828,,Red Ash,FraxinusPennsylvanica
SUR Esti,bfoliage,-8.15798E-05,0.001090519,1.05045E-05,9.26836E-05,-0.00114912,-0.000176565,-9.59003E-05,0.001743284,,-0.002720828,0.010881204,,Red Ash,FraxinusPennsylvanica
SUR Esti,awood,1.76725E-05,6.98117E-05,-0.000268991,1.53E-06,-1.63978E-05,,-5.28E-06,7.10248E-05,,-3.28E-06,1.836E-05,,Red Maple,AcerRubrum
SUR Esti,bwood,6.98117E-05,0.001793113,-0.002723799,-2.12164E-05,0.000264086,,2.13401E-05,-0.000329419,,1.65454E-05,-0.000123699,,Red Maple,AcerRubrum
SUR Esti,cwood,-0.000268991,-0.002723799,0.005932687,6.23E-06,-9.08397E-05,,3.39233E-05,-0.000420432,,1.89536E-05,-7.94481E-05,,Red Maple,AcerRubrum
SUR Esti,abark,1.53E-06,-2.12164E-05,6.23E-06,8.56E-06,-9.46627E-05,,-2.73E-06,3.82236E-05,,-1.41E-06,8.91E-06,,Red Maple,AcerRubrum
SUR Esti,bbark,-1.63978E-05,0.000264086,-9.08397E-05,-9.46627E-05,0.001104613,,3.04159E-05,-0.000442532,,1.76598E-05,-0.000118345,,Red Maple,AcerRubrum
SUR Esti,abranche,-5.28E-06,2.13401E-05,3.39233E-05,-2.73E-06,3.04159E-05,,1.14827E-05,-0.00015791,,1.03991E-05,-5.81664E-05,,Red Maple,AcerRubrum
SUR Esti,bbranche,7.10248E-05,-0.000329419,-0.000420432,3.82236E-05,-0.000442532,,-0.00015791,0.002252882,,-0.00014483,0.000858495,,Red Maple,AcerRubrum
SUR Esti,afoliage,-3.28E-06,1.65454E-05,1.89536E-05,-1.41E-06,1.76598E-05,,1.03991E-05,-0.00014483,,4.1328E-05,-0.000224013,,Red Maple,AcerRubrum
SUR Esti,bfoliage,1.836E-05,-0.000123699,-7.94481E-05,8.91E-06,-0.000118345,,-5.81664E-05,0.000858495,,-0.000224013,0.001284678,,Red Maple,AcerRubrum
SUR Esti,awood,2.42426E-05,-2.17E-06,-0.000295102,-1.02433E-05,2.59955E-05,8.17728E-05,4.63E-07,-2.10683E-05,-9.66482E-05,5.03E-07,-1.59E-06,,Red Oak,QuercusRubra
SUR Esti,bwood,-2.17E-06,0.001357826,-0.001513263,1.93103E-05,-0.000455473,0.00028101,-7.36E-07,0.000475687,-0.00035973,-5.50E-06,3.4596E-05,,Red Oak,QuercusRubra
SUR Esti,cwood,-0.000295102,-0.001513263,0.005361187,0.000103043,0.000178889,-0.00129487,-4.76E-06,-0.000303509,0.001609996,-2.66E-07,-1.03911E-05,,Red Oak,QuercusRubra
SUR Esti,abark,-1.02433E-05,1.93103E-05,0.000103043,4.29822E-05,7.10329E-05,-0.00055488,-4.18E-07,-8.84E-07,0.000112952,-2.90E-06,1.47877E-05,,Red Oak,QuercusRubra
SUR Esti,bbark,2.59955E-05,-0.000455473,0.000178889,7.10329E-05,0.003723483,-0.00500308,2.16E-07,-0.000673669,0.00073933,5.04E-06,-4.47663E-05,,Red Oak,QuercusRubra
SUR Esti,cbark,8.17728E-05,0.00028101,-0.00129487,-0.00055488,-0.00500308,0.011875247,4.01E-06,0.000849733,-0.002099864,2.67262E-05,-0.000110012,,Red Oak,QuercusRubra
SUR Esti,abranche,4.63E-07,-7.36E-07,-4.76E-06,-4.18E-07,2.16E-07,4.01E-06,2.81E-07,-2.2839E-05,-4.5594E-05,-1.84E-07,1.13E-06,,Red Oak,QuercusRubra
SUR Esti,bbranche,-2.10683E-05,0.000475687,-0.000303509,-8.84E-07,-0.000673669,0.000849733,-2.2839E-05,0.007439882,-0.00326472,2.24043E-05,-0.000129053,,Red Oak,QuercusRubra
SUR Esti,cbranche,-9.66482E-05,-0.00035973,0.001609996,0.000112952,0.00073933,-0.002099864,-4.5594E-05,-0.00326472,0.016201752,1.77998E-05,-0.000100026,,Red Oak,QuercusRubra
SUR Esti,afoliage,5.03E-07,-5.50E-06,-2.66E-07,-2.90E-06,5.04E-06,2.67262E-05,-1.84E-07,2.24043E-05,1.77998E-05,2.35149E-05,-0.000130216,,Red Oak,QuercusRubra
SUR Esti,bfoliage,-1.59E-06,3.4596E-05,-1.03911E-05,1.47877E-05,-4.47663E-05,-0.000110012,1.13E-06,-0.000129053,-0.000100026,-0.000130216,0.000869594,,Red Oak,QuercusRubra
SUR Esti,awood,2.51E-06,3.19575E-05,-9.82168E-05,-9.84E-07,1.07594E-05,,1.78E-08,-1.09096E-05,,1.26E-07,-3.83E-06,,Red Spruce,PiceaRubens
SUR Esti,bwood,3.19575E-05,0.001158353,-0.00207844,7.29E-06,-7.43895E-05,,-6.50E-08,-1.51E-06,,5.82E-09,6.65E-06,,Red Spruce,PiceaRubens
SUR Esti,cwood,-9.82168E-05,-0.00207844,0.004763447,1.5933E-05,-0.000180929,,-4.25E-07,0.000301428,,-3.11E-06,8.36878E-05,,Red Spruce,PiceaRubens
SUR Esti,abark,-9.84E-07,7.29E-06,1.5933E-05,1.65231E-05,-0.000193266,,-5.56E-08,3.53581E-05,,2.54E-06,-7.56801E-05,,Red Spruce,PiceaRubens
SUR Esti,bbark,1.07594E-05,-7.43895E-05,-0.000180929,-0.000193266,0.002316622,,4.84E-07,-0.000312117,,-2.92138E-05,0.000893885,,Red Spruce,PiceaRubens
SUR Esti,abranche,1.78E-08,-6.50E-08,-4.25E-07,-5.56E-08,4.84E-07,,1.48E-08,-9.45E-06,,-6.13E-08,1.59E-06,,Red Spruce,PiceaRubens
SUR Esti,bbranche,-1.09096E-05,-1.51E-06,0.000301428,3.53581E-05,-0.000312117,,-9.45E-06,0.00606559,,3.92517E-05,-0.001020991,,Red Spruce,PiceaRubens
SUR Esti,afoliage,1.26E-07,5.82E-09,-3.11E-06,2.54E-06,-2.92138E-05,,-6.13E-08,3.92517E-05,,4.78E-06,-0.000140615,,Red Spruce,PiceaRubens
