row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col8;Col9;Col10;Col11;Col12;Col13
1;ldhp;;;;;0.2862741095777400000000000;-0.0118707887811132000000000;0.0000610315111874000000000;0.0062637748517595000000000;0.0002340413418000000000000;0.0001324494790924000000000;-0.2575117409896900000000000;-0.2576170648633600000000000;-0.2580070038109900000000000;-0.2587254945753500000000000;-0.2575076044340600000000000;-0.2590821853411300000000000
2;ldhp2;;;;;-0.0118707887811132000000000;0.0061081118417153000000000;-0.0000516978009982000000000;-0.0037634834828590000000000;-0.0002466262842344000000000;-0.0001107935075894000000000;-0.0017218036574333000000000;-0.0016121782738332000000000;-0.0015125729162538000000000;-0.0010993320069593000000000;-0.0017504895687043000000000;-0.0010472030853540000000000
3;ldhp*st;;;;;0.0000610315111874000000000;-0.0000516978009982000000000;0.0000037780137785000000000;0.0000229853067050000000000;0.0000214237228183000000000;0.0000077105886159000000000;-0.0000232773260933000000000;-0.0000299500664994000000000;-0.0000145271889170000000000;-0.0000201553129142000000000;-0.0000196006352185000000000;-0.0000073507176429000000000
4;ldhp*rdhp;;;;;0.0062637748517595000000000;-0.0037634834828590000000000;0.0000229853067050000000000;0.0033994729771064000000000;0.0001161474420247000000000;0.0000529436214571000000000;0.0010046779115883000000000;0.0009158705407420000000000;0.0008152629168289000000000;0.0005118810392104000000000;0.0010233667952507000000000;0.0005351901080745000000000
5;ldhp*pert;INT;;;;0.0002340413418000000000000;-0.0002466262842344000000000;0.0000214237228183000000000;0.0001161474420247000000000;0.0013754282504713000000000;0.0000869919638234000000000;-0.0003553341956057000000000;-0.0003472584105337000000000;-0.0003556554549031000000000;-0.0002951184860689000000000;-0.0002873869855299000000000;-0.0001146000441091000000000
6;ldhp*pert;MOY;;;;0.0001324494790924000000000;-0.0001107935075894000000000;0.0000077105886159000000000;0.0000529436214571000000000;0.0000869919638234000000000;0.0018494818189292000000000;-0.0001028484614626000000000;-0.0000650600214429000000000;-0.0000577921911565000000000;-0.0002006913594356000000000;-0.0001965777382219000000000;-0.0002639385005501000000000
8;ldhp*sdom;;1;;;-0.2575117409896900000000000;-0.0017218036574333000000000;-0.0000232773260933000000000;0.0010046779115883000000000;-0.0003553341956057000000000;-0.0001028484614626000000000;0.2692801605940400000000000;0.2624786545904700000000000;0.2622822481438600000000000;0.2621869529446000000000000;0.2624108110268400000000000;0.2619942939493200000000000
9;ldhp*sdom;;2EST;;;-0.2576170648633600000000000;-0.0016121782738332000000000;-0.0000299500664994000000000;0.0009158705407420000000000;-0.0003472584105337000000000;-0.0000650600214429000000000;0.2624786545904700000000000;0.2743033210604000000000000;0.2622986337886400000000000;0.2622159839263800000000000;0.2624336957338900000000000;0.2619996818117600000000000
10;ldhp*sdom;;2OUEST;;;-0.2580070038109900000000000;-0.0015125729162538000000000;-0.0000145271889170000000000;0.0008152629168289000000000;-0.0003556554549031000000000;-0.0000577921911565000000000;0.2622822481438600000000000;0.2622986337886400000000000;0.2704082294393800000000000;0.2620684377315400000000000;0.2622510531175800000000000;0.2619106340078900000000000
11;ldhp*sdom;;3EST;;;-0.2587254945753500000000000;-0.0010993320069593000000000;-0.0000201553129142000000000;0.0005118810392104000000000;-0.0002951184860689000000000;-0.0002006913594356000000000;0.2621869529446000000000000;0.2622159839263800000000000;0.2620684377315400000000000;0.2718853657103900000000000;0.2621620025403000000000000;0.2618717421253400000000000
12;ldhp*sdom;;3OUEST;;;-0.2575076044340600000000000;-0.0017504895687043000000000;-0.0000196006352185000000000;0.0010233667952507000000000;-0.0002873869855299000000000;-0.0001965777382219000000000;0.2624108110268400000000000;0.2624336957338900000000000;0.2622510531175800000000000;0.2621620025403000000000000;0.2639388257234900000000000;0.2619927071402900000000000
13;ldhp*sdom;;4OUEST;;;-0.2590821853411300000000000;-0.0010472030853540000000000;-0.0000073507176429000000000;0.0005351901080745000000000;-0.0001146000441091000000000;-0.0002639385005501000000000;0.2619942939493200000000000;0.2619996818117600000000000;0.2619106340078900000000000;0.2618717421253400000000000;0.2619927071402900000000000;0.2661471117971400000000000
